HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY030N,HY081N,HY100N,HY131N,HY145N,HY170N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HY170G,HS011,HS021,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH021,HH030,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HD080,HD100,HD110,HD120,HD140,HD150,HD160,HD170,HD180,HD190,HD200,HD210,HD220,HD240,HX010,HX040,HX050,HX060,HX070,HX080,HX090,HX120,DB040,NR_ITW
2013,RO,460,2,2013,17,1305,1288,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1,0,NA,16,NA,NA,1,NA,2,2,1,1,1,2,1,3,2,1076.4,2,1,2,2,2,2,4,5,3,1,1,NA,89.7,123.34,NA,1,3,3,2,1,1,1,1,3,NA,3,2,1,2,1,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,519,2,2013,20,3663,3642,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,459,NA,0,NA,0,21,0,NA,0,NA,NA,2,NA,1,1,2,1,1,1,1,2,2,291.53,1,NA,1,1,1,1,4,1,2,1,1,NA,190.61,459.71,NA,1,1,2,NA,NA,1,1,1,1,NA,NA,NA,1,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,554,2,2013,20,2304,2171,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,132,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,1,3,644.72,3,NA,2,1,1,2,1,1,4,2,2,NA,269.1,100.91,NA,1,1,1,NA,1,NA,NA,1,1,NA,1,1,NA,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,570,2,2013,20,0,-32,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,32,0,NA,0,NA,3,2,NA,2,1,2,1,1,1,1,2,2,291.53,1,NA,2,2,2,1,4,3,2,2,2,190.61,89.7,78.49,NA,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,593,2,2013,22,1321,1319,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1,NA,NA,3,NA,1,1,1,1,1,1,1,1,4,644.72,1,NA,1,1,2,2,4,1,2,2,1,NA,56.06,24.67,NA,1,1,2,1,NA,1,1,1,1,NA,NA,1,1,3,NA,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,649,2,2013,16,1320,1298,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,22,0,NA,0,NA,NA,2,NA,2,1,1,1,1,1,1,3,4,448.5,1,NA,2,1,2,2,4,1,4,2,1,NA,89.7,100.91,NA,1,3,2,1,1,1,1,1,3,2,2,1,2,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,665,2,2013,15,1641,1620,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1,0,NA,19,NA,NA,3,NA,2,1,1,1,1,1,1,1,3,1121.25,2,NA,2,2,1,1,1,1,2,1,1,224.25,269.1,112.13,NA,1,1,3,1,1,1,NA,1,2,NA,1,2,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,686,2,2013,15,2344,2267,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,76,0,NA,0,NA,NA,2,NA,2,2,2,1,1,2,1,1,1,532.59,2,NA,2,1,2,2,4,1,2,1,1,190.61,358.8,78.49,NA,1,1,3,2,2,1,1,NA,NA,NA,1,NA,1,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,695,2,2013,16,2005,1395,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,610,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,1,5,532.59,3,NA,2,1,1,1,4,5,3,2,1,NA,313.95,123.34,NA,1,1,3,1,1,1,NA,1,1,NA,1,1,2,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,704,2,2013,15,2470,2068,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,402,0,NA,0,NA,NA,2,NA,2,1,2,1,1,2,1,2,1,420.47,1,NA,2,2,2,2,4,1,1,2,1,NA,269.1,91.94,NA,1,1,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,766,2,2013,60,4697,4686,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,11,0,NA,0,NA,NA,2,NA,2,1,2,1,1,2,2,1,2,728.81,2,NA,2,2,2,2,4,1,3,2,2,NA,22.43,89.7,NA,3,1,1,2,2,1,1,1,2,NA,1,2,2,3,1,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,768,2,2013,35,238,217,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,21,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,1,4,1121.25,3,NA,1,1,1,1,1,1,3,2,1,NA,224.25,179.4,NA,3,1,2,NA,NA,1,1,NA,1,NA,1,1,1,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,779,2,2013,35,2467,2446,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,20,0,NA,0,NA,NA,3,3,2,1,2,1,1,1,1,3,1,336.38,1,NA,2,2,1,2,4,1,4,2,2,NA,26.91,56.06,NA,1,1,1,1,1,1,1,1,1,NA,3,2,1,2,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,784,2,2013,60,3923,3108,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,814,0,NA,0,NA,NA,3,NA,2,1,1,1,1,3,2,3,3,151.37,2,NA,2,2,2,2,1,1,2,2,1,NA,78.49,44.85,NA,3,1,3,NA,NA,2,NA,2,2,NA,2,NA,NA,3,2,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,828,2,2013,10,2494,2474,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,20,0,NA,0,NA,NA,3,NA,2,1,2,1,1,3,1,3,3,151.37,2,NA,2,2,2,2,1,1,2,2,1,NA,67.28,44.85,NA,3,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,854,2,2013,15,2672,1897,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,774,0,NA,0,NA,NA,3,NA,2,1,2,1,1,1,2,2,2,375.62,1,NA,2,2,2,2,4,1,4,1,1,NA,224.25,56.06,NA,1,3,2,1,1,1,1,1,1,2,3,1,2,2,1,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,956,2,2013,25,0,-5,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,5,0,NA,0,NA,NA,2,NA,2,1,1,1,1,1,2,3,2,538.2,2,NA,2,2,2,1,4,1,4,2,1,NA,22.43,22.43,NA,1,1,1,2,1,1,1,2,1,NA,1,1,2,2,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,977,2,2013,25,1187,313,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,26,0,NA,847,NA,NA,3,NA,2,2,1,1,1,1,1,2,2,728.81,2,NA,2,2,2,2,1,1,3,2,1,NA,145.76,163.7,NA,1,3,2,1,2,1,1,1,1,NA,3,2,1,3,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,994,2,2013,30,1807,1480,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,32,0,0,NA,0,NA,0,326,0,NA,0,NA,NA,3,NA,2,1,1,1,1,3,1,2,3,196.22,2,NA,2,1,2,2,4,1,3,2,1,NA,145.76,112.13,NA,3,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,1009,2,2013,25,2167,2141,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,26,0,NA,0,NA,NA,3,NA,1,2,2,1,1,1,1,3,3,420.47,2,NA,2,2,1,2,1,1,3,2,1,NA,269.1,22.43,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,1020,2,2013,20,997,740,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,257,0,NA,0,NA,NA,3,NA,2,2,1,1,1,3,1,3,3,308.34,2,2,2,2,2,2,4,1,2,2,1,NA,89.7,94.19,NA,3,1,2,1,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,1067,2,2013,10,2378,2232,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,81,0,0,NA,0,NA,0,147,0,NA,0,NA,NA,3,NA,1,1,2,1,1,3,3,3,2,728.81,2,NA,2,2,2,2,4,1,3,2,1,NA,179.4,22.43,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,1089,2,2013,27,2608,2598,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,NA,0,NA,0,1,0,NA,9,NA,NA,2,NA,2,2,2,1,1,2,1,2,1,252.28,1,NA,2,2,2,1,1,5,2,2,1,NA,89.7,123.34,NA,1,1,3,1,1,1,1,1,2,NA,3,2,1,3,2,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,1113,2,2013,20,4246,2595,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1651,0,NA,0,NA,NA,3,NA,1,1,2,1,1,1,1,1,2,644.72,2,NA,2,1,2,2,4,3,4,2,1,NA,224.25,179.4,10.76,1,1,1,1,NA,1,1,1,1,NA,NA,1,NA,1,2,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,1115,2,2013,10,1157,1136,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,3,0,NA,18,NA,NA,3,NA,2,1,1,1,1,3,1,1,1,728.81,1,NA,2,2,2,2,4,1,3,2,1,NA,134.55,56.06,NA,1,3,2,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,1118,2,2013,25,2354,2327,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,27,0,NA,0,NA,NA,3,NA,2,1,1,3,1,2,1,1,1,196.22,2,NA,2,2,1,1,1,1,2,2,1,NA,67.28,100.91,NA,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,1121,2,2013,20,3696,3667,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,29,0,NA,0,NA,NA,1,NA,2,1,1,1,1,1,1,2,3,84.09,2,2,2,2,1,2,4,1,3,2,1,NA,89.7,56.06,NA,1,1,2,1,3,1,1,1,1,NA,1,1,2,3,2,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,1172,2,2013,30,3178,3173,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,5,0,NA,0,NA,NA,3,NA,2,1,2,1,1,1,1,3,1,728.81,2,NA,2,2,2,1,1,1,3,2,1,NA,44.85,11.21,NA,3,1,2,NA,3,1,2,2,1,NA,2,1,2,1,2,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,1199,2,2013,15,2201,2069,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,132,0,NA,0,NA,NA,2,3,2,2,2,1,1,2,1,1,1,728.81,1,NA,2,2,2,2,1,1,5,2,1,NA,89.7,123.34,NA,1,1,2,2,1,1,2,1,1,NA,3,1,1,2,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,1246,2,2013,25,3107,2094,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,244,0,0,NA,0,NA,0,1013,0,NA,0,NA,NA,3,NA,2,1,1,1,1,3,1,3,3,252.28,2,NA,2,2,2,2,1,1,3,2,1,NA,67.28,22.43,NA,1,1,3,NA,2,NA,2,2,2,NA,2,2,2,3,2,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,1252,2,2013,20,3585,3547,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,37,0,NA,0,NA,NA,3,3,2,2,2,1,1,3,2,1,3,897,3,2,2,2,2,2,1,1,4,2,1,NA,112.13,22.43,NA,1,1,3,NA,NA,NA,1,NA,2,NA,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,1257,2,2013,35,2197,1811,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,386,0,NA,0,NA,NA,2,NA,2,2,2,1,1,1,1,2,2,252.28,1,1,2,2,2,2,1,3,5,2,1,NA,224.25,121.1,NA,1,1,3,1,1,1,2,2,1,NA,1,2,1,1,2,2,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,1277,2,2013,35,0,-566,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,566,0,NA,0,NA,3,3,NA,1,1,2,1,1,1,1,3,5,1121.25,2,NA,2,1,1,2,4,3,4,2,1,NA,313.95,123.34,NA,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,1315,2,2013,15,3549,3525,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,24,NA,NA,1,NA,2,1,2,1,1,1,1,1,3,151.37,1,NA,2,2,2,1,1,1,3,2,1,NA,123.34,112.13,NA,3,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,1348,2,2013,15,888,866,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,22,0,NA,0,NA,NA,3,3,2,1,1,2,1,1,1,1,2,375.62,2,NA,2,2,2,1,4,5,3,2,1,NA,22.43,100.91,NA,1,1,2,3,NA,1,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,1352,2,2013,20,2874,2720,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,21,0,NA,134,NA,NA,3,NA,1,1,1,1,1,1,1,2,4,560.63,2,NA,2,1,2,1,1,3,2,2,1,NA,134.55,448.5,10.76,1,1,1,NA,1,1,NA,1,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,1407,2,2013,15,0,-92,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,92,0,NA,0,NA,NA,3,NA,1,1,2,1,1,3,1,1,3,599.87,2,NA,2,1,1,2,4,1,2,2,1,NA,22.43,179.4,NA,3,1,2,NA,NA,3,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,1416,2,2013,20,2606,2585,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,21,0,NA,0,NA,3,3,NA,1,1,1,1,1,1,1,1,2,728.81,3,NA,2,1,1,2,4,1,4,2,1,NA,31.4,123.34,NA,1,1,1,NA,1,1,1,1,1,NA,3,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,1451,2,2013,10,3562,3496,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,65,0,NA,0,NA,NA,1,NA,2,1,2,1,1,2,1,1,3,728.81,2,2,2,1,2,2,4,1,3,2,2,NA,44.85,168.19,NA,1,3,2,2,3,1,2,1,1,NA,2,1,2,2,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
