HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY081N,HY100N,HY131N,HY145N,HY170N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HY170G,HS011,HS021,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH021,HH030,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HX010,HX040,HX050,HX060,HX070,HX080,HX090,HX120,HC010,HC020,HC030,HC040,HC050,HC060,HC070,HC080,HC090,HC100,HC110,HC120,HC130,HC140,HC150,HC160,DB040,NR_ITW
2012,RO,147,2,2012,25,1590,1582,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,257,0,0,NA,0,NA,0,8,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,1,4,766.67,2,NA,2,1,1,1,1,1,2,1,1,NA,117.95,58.97,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,40,1,1,2,1,2,3,3,3,3,3,3,3,3,NA,RO11,RO11-2
2012,RO,156,2,2012,15,3053,3025,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,27,0,NA,0,NA,NA,3,NA,2,1,1,1,1,3,1,2,4,324.36,2,NA,2,2,2,2,4,1,2,2,1,NA,70.77,84.92,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,16,1,2,2,1,2,3,3,1,3,4,2,3,3,NA,RO11,RO11-3
2012,RO,197,2,2012,30,2919,1960,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,61,0,0,NA,0,NA,0,114,0,NA,846,NA,NA,3,NA,1,1,2,1,1,1,1,1,1,678.21,2,NA,1,2,2,1,1,1,1,2,1,NA,23.59,141.54,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,36,1,1,2,1,1,2,3,2,2,3,3,4,3,NA,RO11,RO11-5
2012,RO,204,2,2012,30,6970,-3165,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26,0,0,NA,0,NA,0,10136,0,NA,0,NA,NA,3,NA,2,2,1,1,1,2,1,1,3,766.67,1,NA,2,2,1,1,4,1,2,2,1,NA,28.31,75.49,NA,3,1,NA,1,1,NA,NA,NA,NA,NA,2,70,1,1,1,2,1,2,3,3,2,3,3,3,3,NA,RO11,RO11-1
2012,RO,249,2,2012,10,178,173,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,5,0,NA,0,NA,NA,1,NA,2,1,1,1,1,1,1,2,3,766.67,2,NA,2,2,1,2,4,1,3,2,1,NA,188.72,106.15,NA,3,1,NA,1,1,NA,NA,NA,NA,NA,2,40,1,1,1,1,1,3,3,4,3,2,3,2,3,NA,RO11,RO11-5
2012,RO,262,2,2012,20,0,-693,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,693,0,NA,0,NA,3,3,NA,1,1,2,1,1,1,1,2,2,324.36,2,NA,2,2,2,2,1,1,3,2,1,NA,235.9,70.77,NA,3,1,NA,1,1,NA,NA,NA,NA,NA,2,48,1,2,1,1,2,2,2,3,2,3,3,3,3,NA,RO11,RO11-4
2012,RO,275,2,2012,17,1347,1116,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,231,0,NA,0,NA,NA,3,NA,1,1,1,1,1,3,1,2,3,265.39,2,NA,2,2,1,2,4,1,4,2,1,NA,117.95,35.38,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,32,1,1,2,1,1,2,4,4,3,3,3,3,3,NA,RO11,RO11-5
2012,RO,277,2,2012,40,1130,1101,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,29,0,NA,0,NA,NA,3,1,2,2,1,3,1,3,1,2,2,0.24,2,2,2,2,2,2,1,1,3,1,1,NA,471.8,106.15,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,2,70,1,1,2,1,1,3,3,2,3,3,3,3,3,NA,RO11,RO11-3
2012,RO,314,2,2012,10,3879,3828,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2182,0,0,0,NA,0,NA,0,2,0,NA,50,NA,NA,2,NA,1,1,1,1,1,1,1,1,3,766.67,1,NA,1,2,2,2,4,1,3,2,1,NA,94.36,51.9,NA,3,1,NA,1,1,NA,NA,NA,NA,NA,1,100,1,1,1,2,1,3,3,3,2,3,3,3,3,NA,RO11,RO11-3
2012,RO,337,2,2012,14,2233,1982,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,251,0,NA,0,NA,NA,1,NA,2,2,2,1,1,1,1,3,3,766.67,2,NA,2,2,1,2,4,3,2,2,1,117.95,306.67,165.13,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,75,1,1,1,1,1,3,3,4,3,3,2,3,3,NA,RO11,RO11-2
2012,RO,390,2,2012,30,2428,2395,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,33,0,NA,0,NA,NA,3,NA,2,1,1,1,1,1,1,2,2,324.36,2,NA,2,2,2,1,1,1,4,2,1,NA,35.38,94.36,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,2,32,1,1,2,1,2,3,3,3,4,4,1,2,2,NA,RO11,RO11-3
2012,RO,393,2,2012,21,60,38,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,60,0,0,NA,0,NA,0,22,0,NA,0,NA,3,3,NA,2,1,2,1,1,1,3,1,3,678.21,2,NA,2,2,1,2,4,1,3,2,1,NA,47.18,141.54,NA,3,1,NA,1,1,NA,NA,NA,NA,NA,2,36,1,2,1,1,2,3,3,1,3,3,3,3,3,NA,RO11,RO11-3
2012,RO,425,2,2012,20,4618,4546,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,73,0,NA,0,NA,NA,3,NA,2,1,1,1,1,2,1,3,1,766.67,2,NA,2,2,1,2,4,1,2,2,2,NA,102.62,35.38,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,48,1,2,1,1,2,2,3,3,4,4,3,3,3,NA,RO11,RO11-2
2012,RO,427,2,2012,22,2818,2746,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,71,0,NA,0,NA,NA,3,NA,2,1,2,1,1,1,1,2,4,159.23,2,NA,2,2,2,2,4,1,3,1,1,NA,70.77,120.31,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,32,1,1,2,2,2,3,3,3,3,3,3,3,3,NA,RO11,RO11-3
2012,RO,483,2,2012,25,1486,1463,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,207,0,0,NA,0,NA,0,1,0,NA,21,NA,NA,3,NA,1,1,1,1,1,1,1,1,3,766.67,2,NA,2,2,1,2,1,1,6,2,1,NA,82.56,259.49,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,200,1,1,1,1,1,3,3,3,3,3,3,3,3,NA,RO11,RO11-2
2012,RO,516,2,2012,26,2547,2536,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,11,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,1,3,560.26,1,2,2,2,2,2,1,3,3,2,1,NA,141.54,23.59,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,150,1,2,1,1,1,3,3,1,3,3,3,3,3,NA,RO11,RO11-1
2012,RO,529,2,2012,30,1021,973,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,47,0,NA,0,NA,NA,3,NA,2,1,1,1,1,3,1,2,3,324.36,1,NA,2,1,2,1,4,1,3,2,1,NA,106.15,58.97,NA,3,1,NA,1,1,NA,NA,NA,NA,NA,2,30,1,2,2,1,1,3,2,3,3,4,1,3,3,NA,RO11,RO11-3
2012,RO,551,2,2012,15,1733,1713,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,20,0,NA,0,NA,3,1,NA,1,1,2,1,1,1,1,1,3,766.67,1,NA,2,1,2,2,4,2,2,2,1,NA,306.67,401.03,11.79,1,1,NA,1,1,NA,NA,NA,NA,NA,2,34,1,1,1,1,1,3,3,3,3,3,3,3,3,NA,RO11,RO11-2
2012,RO,603,2,2012,20,997,976,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,20,0,NA,0,NA,1,3,NA,2,2,2,1,1,1,1,1,5,678.21,1,NA,2,2,2,2,4,4,3,1,1,NA,23.59,82.56,4.72,1,1,NA,1,1,NA,NA,NA,NA,NA,1,70,1,2,1,1,1,3,3,3,2,3,2,2,2,NA,RO11,RO11-5
2012,RO,618,2,2012,30,1230,1206,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,25,0,NA,0,NA,NA,3,NA,2,1,1,3,1,1,2,3,3,395.13,1,1,2,2,2,2,1,1,3,2,1,NA,141.54,89.64,NA,3,1,NA,1,1,NA,NA,NA,NA,NA,2,32,1,1,2,2,1,4,3,3,3,3,3,3,3,NA,RO11,RO11-1
2012,RO,636,2,2012,17,2802,2717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12,0,0,NA,0,NA,0,85,0,NA,0,NA,NA,3,NA,2,2,1,1,1,2,1,1,3,324.36,1,NA,1,2,2,2,1,2,4,2,1,NA,23.59,63.69,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,1,35,1,2,2,1,1,3,3,3,3,2,2,3,3,NA,RO11,RO11-2
2012,RO,646,2,2012,5,3384,2934,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,450,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,1,3,766.67,2,NA,2,2,1,2,1,1,6,2,1,NA,82.56,259.49,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,200,1,1,1,1,1,3,3,3,3,3,3,3,3,NA,RO11,RO11-2
2012,RO,654,2,2012,15,1166,862,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,304,0,NA,0,NA,NA,3,NA,2,1,2,1,1,3,2,2,1,560.26,2,NA,2,2,2,1,4,1,2,2,1,NA,188.72,101.44,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,2,53,1,2,1,1,1,3,4,1,3,3,2,3,3,NA,RO11,RO11-3
2012,RO,713,2,2012,25,4843,4287,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,556,0,NA,0,NA,NA,3,NA,2,2,2,1,1,1,1,1,2,766.67,2,3,2,2,1,2,4,1,3,2,1,NA,106.15,235.9,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,60,1,1,2,1,2,3,3,3,2,2,2,3,3,NA,RO11,RO11-4
2012,RO,718,2,2012,20,2542,2422,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,120,0,NA,0,NA,NA,1,NA,1,2,1,1,1,1,1,1,1,707.7,1,NA,1,1,1,2,4,1,3,2,1,NA,424.62,75.49,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,38,1,2,2,1,1,3,3,3,3,4,4,1,3,NA,RO11,RO11-5
2012,RO,724,2,2012,15,1310,1169,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1,0,NA,139,NA,NA,3,NA,2,1,1,1,1,1,1,1,3,766.67,1,NA,2,2,2,2,4,1,2,2,1,NA,94.36,82.56,NA,3,3,NA,1,1,NA,NA,NA,NA,NA,2,32,1,1,2,1,1,3,3,2,3,2,3,3,3,NA,RO11,RO11-3
2012,RO,727,2,2012,24,286,195,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,91,0,NA,0,NA,NA,3,1,1,2,1,3,1,1,1,1,4,501.29,1,3,2,2,1,2,1,1,6,2,1,NA,94.36,82.56,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,32,1,1,2,1,1,2,3,2,3,2,3,3,3,NA,RO11,RO11-3
2012,RO,769,2,2012,20,1548,1498,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,50,0,NA,0,NA,NA,1,NA,2,1,1,1,1,1,1,2,3,88.46,2,3,2,2,2,2,4,1,2,2,1,NA,23.59,58.97,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,33,1,1,1,1,1,3,3,3,4,2,2,3,3,NA,RO11,RO11-5
2012,RO,792,2,2012,16,3306,3272,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,2,0,NA,32,NA,3,3,3,2,1,1,1,1,3,1,1,1,766.67,2,NA,2,2,1,1,1,1,2,2,1,NA,141.54,129.74,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,2,38,1,1,1,1,2,2,3,1,1,3,2,3,3,NA,RO11,RO11-2
2012,RO,888,2,2012,30,2348,2320,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,28,0,NA,0,NA,3,3,NA,2,1,2,1,1,1,1,1,3,353.85,2,NA,2,2,2,2,4,1,3,2,2,NA,306.67,401.03,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,34,1,1,1,1,1,3,3,3,3,3,3,3,3,NA,RO11,RO11-3
2012,RO,908,2,2012,20,915,909,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,140,0,0,NA,0,NA,0,6,0,NA,0,NA,NA,2,NA,2,1,1,1,1,1,1,3,2,424.62,2,NA,2,2,2,2,1,1,2,2,1,NA,153.33,129.74,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,1,72,1,2,1,2,1,3,3,3,3,2,3,2,3,NA,RO11,RO11-4
2012,RO,922,2,2012,40,0,-309,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,309,0,NA,0,NA,NA,3,NA,1,1,1,1,1,3,1,1,3,766.67,2,1,2,1,2,2,4,1,2,2,1,NA,117.95,75.49,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,31,1,1,2,2,2,3,3,1,3,3,2,3,3,NA,RO11,RO11-4
2012,RO,939,2,2012,20,46,-834,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,46,0,0,NA,0,NA,0,880,0,NA,0,NA,NA,3,NA,1,1,2,1,1,1,1,3,3,560.26,2,NA,2,2,2,1,1,1,4,2,2,NA,106.15,117.95,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,2,72,1,2,1,1,1,3,2,1,4,2,2,3,3,NA,RO11,RO11-4
2012,RO,946,2,2012,25,2351,2317,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,34,0,NA,0,NA,NA,3,NA,1,1,2,1,1,3,1,3,4,395.13,2,NA,2,2,2,1,1,1,3,2,2,NA,58.97,106.15,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,30,1,2,2,1,1,3,2,1,4,3,4,4,3,NA,RO11,RO11-2
2012,RO,990,2,2012,25,0,-24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,24,0,NA,0,NA,NA,3,NA,2,1,1,1,1,1,1,2,2,442.31,1,NA,2,2,2,2,4,1,2,2,1,NA,23.59,106.15,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,50,1,2,2,1,1,3,4,2,3,4,3,2,3,NA,RO11,RO11-5
2012,RO,1012,2,2012,18,1909,1886,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,57,0,0,NA,0,NA,0,23,0,NA,0,NA,NA,2,NA,2,1,1,1,1,1,1,2,3,442.31,2,NA,2,2,1,1,1,1,6,2,1,NA,70.77,90.82,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,44,1,1,1,1,1,2,3,2,2,2,2,3,3,NA,RO11,RO11-5
2012,RO,1034,NA,2012,15,3579,1157,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,85,0,NA,2337,NA,3,2,1,2,1,2,1,1,2,1,2,2,766.67,1,NA,2,2,1,2,4,3,2,1,1,NA,117.95,58.97,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,75,1,1,2,1,2,3,3,3,3,4,3,3,3,NA,RO11,RO11-5
2012,RO,1037,2,2012,20,1390,1076,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,314,0,NA,0,NA,NA,1,NA,2,1,2,1,1,3,2,1,3,501.29,2,NA,2,2,2,1,1,1,3,1,2,NA,117.95,47.18,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,1,28,1,1,2,2,1,3,3,1,4,3,3,3,3,NA,RO11,RO11-3
2012,RO,1038,2,2012,26,2584,2244,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,0,10,NA,0,NA,0,340,0,NA,0,NA,NA,3,NA,2,1,1,3,1,1,1,3,4,265.39,3,NA,2,1,2,2,1,1,4,1,2,NA,35.38,23.59,NA,3,1,NA,1,1,NA,NA,NA,NA,NA,2,24,1,1,2,1,1,3,3,3,4,3,3,3,3,NA,RO11,RO11-5
2012,RO,1042,2,2012,30,5385,4997,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,388,0,NA,0,NA,3,2,NA,2,1,1,1,1,3,1,1,2,678.21,1,NA,2,1,1,2,4,4,3,2,1,NA,471.8,82.56,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,34,1,1,1,1,1,3,3,2,2,3,3,3,3,NA,RO11,RO11-2
2012,RO,1087,2,2012,15,1346,1324,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,22,0,NA,0,NA,NA,3,NA,2,1,2,1,1,1,1,3,3,1179.5,2,NA,2,1,2,2,4,2,4,2,2,NA,117.95,165.13,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,34,1,1,1,1,1,3,3,4,2,2,3,3,3,NA,RO11,RO11-4
2012,RO,1114,2,2012,15,2131,1786,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,345,0,NA,0,NA,NA,2,NA,2,1,2,1,1,3,1,3,4,471.8,2,NA,2,1,2,2,1,1,4,2,1,NA,141.54,23.59,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,2,32,1,1,1,1,1,3,3,4,2,4,3,3,3,NA,RO11,RO11-2
2012,RO,1156,2,2012,12,857,847,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,9,0,NA,0,NA,NA,3,NA,2,1,2,1,1,3,3,3,1,442.31,1,1,2,2,2,2,1,5,3,2,1,NA,23.59,117.95,NA,3,3,NA,1,1,NA,NA,NA,NA,NA,2,50,1,1,2,1,1,2,3,3,3,3,3,3,3,NA,RO11,RO11-2
2012,RO,1162,2,2012,15,0,-20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,20,0,NA,0,NA,NA,2,3,2,1,2,1,1,2,1,1,4,442.31,1,NA,2,2,2,2,1,1,2,2,1,NA,23.59,235.9,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,50,1,1,2,1,2,3,3,1,3,3,2,2,3,NA,RO11,RO11-5
2012,RO,1167,2,2012,20,5243,2972,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,2270,0,NA,0,NA,NA,3,NA,2,2,1,1,1,1,1,1,4,766.67,3,NA,2,2,2,2,1,1,3,2,1,NA,23.59,82.56,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,39,1,1,1,2,1,3,3,3,3,2,2,3,3,NA,RO11,RO11-2
2012,RO,1185,2,2012,20,3445,3226,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,220,0,NA,0,NA,NA,1,NA,2,1,2,1,1,1,1,3,3,766.67,1,NA,2,1,1,2,4,3,3,2,1,NA,306.67,165.13,11.79,1,1,NA,1,1,NA,NA,NA,NA,NA,2,75,1,1,1,1,1,3,3,3,2,3,2,3,3,NA,RO11,RO11-2
2012,RO,1223,2,2012,25,1352,1021,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,331,0,NA,0,NA,NA,3,NA,2,1,1,1,1,2,2,2,2,395.13,2,NA,2,2,2,2,1,1,3,2,2,NA,82.56,30.67,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,67,1,1,2,1,1,3,2,2,3,3,3,3,3,NA,RO11,RO11-4
2012,RO,1252,2,2012,15,2039,2001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,37,0,NA,0,NA,NA,1,NA,2,1,2,1,1,1,1,3,3,766.67,2,NA,2,1,1,2,4,3,3,2,2,NA,306.67,165.13,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,70,1,1,1,1,1,3,3,3,2,3,3,3,3,NA,RO11,RO11-1
2012,RO,1254,2,2012,25,1718,1692,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,142,0,0,NA,0,NA,0,26,0,NA,0,NA,NA,3,NA,1,1,2,1,1,1,1,3,2,1179.5,1,NA,2,2,2,2,2,1,2,2,2,NA,212.31,23.59,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,2,30,1,1,1,2,1,3,3,2,2,3,3,3,3,NA,RO11,RO11-3
2012,RO,1309,2,2012,12,1723,1702,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,21,0,NA,0,NA,NA,3,NA,2,1,1,1,1,2,1,1,5,678.21,3,3,2,2,2,2,1,1,3,2,1,NA,141.54,70.77,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,40,1,1,1,1,2,2,4,2,3,3,2,3,3,NA,RO11,RO11-2
2012,RO,1315,2,2012,22,930,302,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,34,0,0,NA,0,NA,0,628,0,NA,0,NA,NA,3,NA,2,1,2,1,1,3,1,2,1,265.39,1,NA,2,2,1,2,4,1,4,2,1,NA,377.44,90.82,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,32,1,1,1,1,2,2,3,3,3,3,2,3,2,NA,RO11,RO11-4
