HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY081N,HY100N,HY131N,HY145N,HY170N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HY170G,HS010,HS011,HS020,HS021,HS030,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH020,HH021,HH030,HH040,HH050,HH060,HH061,HH070,HH071,HH080,HH081,HH090,HH091,HA010,HA020,HA030,HA040,HA050,HA060,HA070,HX040,HX050,HX090,HX080,HX060,HX070,HX120,HX010,R_HA030,R_HA040,R_HA050,R_HA060,R_HA070,DB040,NR_ITW
2010,BE,80,2,2010,19,46185,40159,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18307,0,7738,NA,0,NA,0,0,0,NA,6026,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,2000,1,NA,2,2,2,2,1,NA,2,6,2,1,NA,NA,345.56,0,NA,1,NA,1,1,1,958101,415802,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,85,2,2010,10,34047,33984,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,63,NA,NA,3,NA,3,NA,3,1,2,1,1,1,1,1,1,3,4500,3,NA,2,2,2,2,1,NA,1,6,2,1,2200,NA,427.3,0,NA,1,NA,1,1,1,798202,162502,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,111,2,2010,17,79144,71125,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,49757,0,0,NA,0,NA,0,0,0,NA,8019,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,6,3500,3,NA,2,2,2,2,2,NA,1,6,1,1,NA,NA,289.25,0,NA,1,NA,1,NA,1,611301,885402,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,137,1,2010,12,29961,22035,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3941,NA,0,0,0,NA,7927,NA,NA,3,NA,3,NA,NA,2,1,1,1,1,1,1,1,4,1400,3,NA,2,2,2,2,2,NA,2,6,2,1,223,NA,485.08,670,NA,1,NA,1,1,NA,444202,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,154,1,2010,20,8961,8954,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,48,NA,0,0,0,NA,7,NA,NA,3,NA,NA,NA,NA,2,1,2,1,1,1,1,1,5,2000,3,2,2,2,2,2,2,NA,2,6,1,1,NA,NA,1042.2,0,NA,1,NA,1,NA,NA,183801,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,215,1,2010,15,20436,45115,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,163,NA,0,0,0,NA,-24679,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,4000,1,NA,2,2,2,2,1,NA,2,6,1,1,NA,NA,389.6,0,NA,1,NA,1,1,1,419701,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,235,2,2010,5,6607,6554,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,53,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,3,3,5000,2,NA,2,2,2,2,3,NA,1,5,1,1,350,NA,198.36,0,NA,1,NA,1,1,1,722101,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,270,2,2010,8,0,1145,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,-1145,NA,NA,3,NA,3,NA,3,1,1,1,1,1,3,1,2,3,1200,3,NA,1,2,2,1,1,NA,3,5,2,1,NA,NA,382.33,0,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,289,2,2010,25,100747,98427,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,74250,0,0,NA,0,NA,0,0,0,NA,2321,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,7500,3,NA,2,1,2,1,1,NA,1,2,2,1,NA,NA,623.17,0,NA,1,NA,1,NA,1,901702,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,292,1,2010,10,5118,-10580,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,15698,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,2200,3,NA,2,2,1,2,1,NA,1,4,2,1,NA,NA,228.43,604,NA,1,NA,1,1,1,508201,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,303,2,2010,14,20533,20513,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,60,NA,0,0,0,NA,21,NA,NA,3,NA,3,NA,NA,1,1,2,1,1,3,1,1,5,3000,1,NA,2,2,2,1,2,NA,3,6,2,1,322.63,NA,331.68,0,NA,1,NA,1,1,NA,876301,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,307,2,2010,36,43513,43513,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,3,1500,2,NA,2,2,2,2,2,NA,2,5,2,1,NA,NA,299.93,479,NA,1,NA,1,NA,1,710301,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,335,1,2010,14,34398,26648,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,7750,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,6,3001,3,NA,2,2,1,2,2,NA,2,6,2,1,NA,NA,2635.11,655,NA,1,NA,1,2,1,690301,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,338,1,2010,12,23066,21520,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,23,NA,0,0,0,NA,1546,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,1,1000,3,NA,2,2,2,2,2,NA,2,2,2,1,525,NA,442.17,232.22,NA,1,NA,1,NA,1,509501,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,346,1,2010,17,26492,26314,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,178,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,2,6000,1,NA,2,2,2,2,2,NA,2,4,2,1,NA,NA,712.93,0,NA,1,NA,1,2,1,152001,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,356,2,2010,16,19281,15308,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,23,NA,0,0,3973,NA,0,NA,NA,3,NA,3,NA,NA,2,1,1,1,1,1,1,1,5,750,3,NA,2,2,2,2,3,NA,1,3,1,1,NA,NA,522.57,0,NA,1,NA,1,2,NA,966101,557902,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,360,1,2010,22,3978,3965,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,13,NA,0,0,0,NA,12,NA,NA,3,NA,3,NA,3,1,1,1,1,1,2,1,2,1,1500,1,3,2,2,2,2,2,NA,1,2,1,2,430,NA,661.83,0,NA,1,NA,1,1,4,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,387,2,2010,10,13481,13379,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3552,0,0,NA,0,NA,0,0,0,NA,102,NA,NA,3,NA,3,NA,3,1,1,2,1,1,1,1,1,4,2500,2,NA,2,2,2,2,1,NA,3,5,2,1,200,NA,415.67,0,NA,1,NA,1,1,1,111301,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,396,2,2010,13,17734,17236,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,362,NA,0,0,415,NA,83,NA,NA,3,NA,3,NA,3,1,1,1,1,1,2,1,1,1,2000,2,NA,2,2,2,2,2,NA,3,5,2,1,NA,NA,254.74,0,NA,1,NA,1,1,NA,784301,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,399,1,2010,16,113555,105011,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,54006,NA,0,NA,0,0,0,NA,8544,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,20000,3,NA,2,2,2,2,1,NA,2,6,2,1,NA,NA,718.49,5700,NA,1,NA,1,3,1,885401,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,421,1,2010,30,36838,36800,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,38,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,5750,3,3,2,2,2,2,1,NA,1,6,2,2,NA,NA,1471.62,0,NA,1,NA,1,NA,1,320801,508202,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,487,1,2010,8,103226,91031,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5844,0,0,NA,0,NA,0,0,0,NA,12195,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,2900,3,NA,2,1,2,2,2,NA,1,4,2,1,NA,NA,754.49,0,NA,1,NA,1,1,1,901702,540802,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,500,1,2010,12,1794,1721,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1077,NA,718,NA,0,0,0,NA,73,NA,NA,3,NA,3,NA,3,1,1,2,1,1,1,1,1,5,2500,1,NA,2,2,2,2,4,NA,1,5,2,1,370,NA,545.68,0,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2010,BE,512,2,2010,15,17930,16963,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,967,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,3000,2,NA,2,2,2,2,2,NA,1,6,1,1,NA,NA,952,0,NA,1,NA,1,1,1,282701,927602,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,526,2,2010,8,7501,6301,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1200,NA,NA,3,NA,3,NA,NA,2,1,1,1,1,3,1,1,5,4000,1,NA,2,2,2,2,3,NA,1,1,2,1,280,NA,248.17,0,NA,1,NA,1,1,4,668401,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2010,BE,561,2,2010,13,114956,84279,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,78032,0,0,NA,0,NA,0,0,6962,NA,23715,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,2000,3,NA,2,2,2,1,1,NA,1,6,2,1,NA,NA,338,0,NA,1,NA,1,1,4,98102,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,564,2,2010,13,89124,76606,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,52965,NA,690,NA,0,0,1063,NA,11455,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,3000,3,2,2,2,2,2,1,NA,2,4,1,1,NA,NA,2635.11,1917.75,NA,1,NA,1,1,1,105201,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,568,2,2010,6,21775,19081,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,966,NA,0,0,0,NA,2693,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,3,1,2,4,1700,2,NA,2,1,1,2,4,NA,2,6,2,1,NA,NA,311.92,0,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2010,BE,572,2,2010,28,21083,5337,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,15746,NA,NA,1,NA,3,NA,NA,1,1,1,1,1,3,1,1,2,3300,2,NA,2,1,2,2,1,NA,2,5,1,1,NA,NA,477.22,570,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,575,1,2010,8,5807,3506,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5807,NA,0,0,0,NA,2301,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,2200,3,NA,2,2,2,2,3,NA,2,6,2,1,NA,NA,480.13,0,NA,1,NA,1,3,NA,502102,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,615,1,2010,9,90090,72189,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,17902,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,6,6000,2,NA,2,2,2,2,2,NA,2,6,2,1,NA,NA,306.33,1490,NA,1,NA,1,3,1,111101,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,626,1,2010,14,22489,21980,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,6,NA,0,0,0,NA,509,NA,NA,2,NA,3,NA,3,1,1,1,1,1,1,1,1,5,1700,2,NA,2,2,2,2,4,NA,1,3,2,1,NA,NA,308.25,560,NA,1,NA,1,1,1,208801,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,630,3,2010,23,5825,5851,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,379,NA,0,0,0,NA,-26,NA,NA,2,NA,3,NA,NA,2,1,1,1,1,1,1,1,4,4000,3,NA,2,2,2,2,2,NA,4,5,2,1,NA,NA,597,0,NA,1,NA,NA,1,NA,261401,548802,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,636,2,2010,22,28777,23028,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,121,NA,0,0,0,NA,5748,NA,NA,3,NA,3,NA,3,1,2,1,1,1,1,1,1,5,2500,3,NA,2,2,2,2,3,NA,1,6,2,1,800,NA,318.57,0,NA,1,NA,1,1,1,648502,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,682,1,2010,9,47685,31251,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,16434,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,6,20000,3,NA,2,2,2,2,1,NA,1,5,1,1,NA,NA,807.18,0,NA,1,NA,1,2,1,885401,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,686,2,2010,24,14424,12452,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,246,NA,0,0,0,NA,1971,NA,NA,3,NA,3,NA,NA,1,1,2,1,1,1,3,1,4,900,3,NA,2,2,2,2,1,NA,4,4,1,1,NA,NA,288.42,1000,NA,1,NA,1,NA,1,NA,457902,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2010,BE,723,1,2010,21,17637,16054,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1326,NA,0,0,0,NA,1583,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,3,5,3000,3,NA,2,2,2,2,2,NA,1,6,2,1,NA,NA,497.67,0,NA,1,NA,1,1,1,330402,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,728,2,2010,14,0,-1716,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1716,NA,NA,3,NA,3,NA,3,2,1,1,1,1,1,1,1,4,2500,1,NA,1,2,2,2,2,NA,1,6,2,1,450,NA,572.46,0,NA,1,NA,1,1,4,702302,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,745,2,2010,57,17164,10630,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1565,0,0,NA,0,NA,0,0,0,NA,6534,NA,NA,3,NA,3,NA,NA,2,1,1,1,1,2,1,1,3,NA,3,NA,2,2,2,2,2,NA,2,6,2,1,180,NA,1233.67,345,NA,1,NA,1,1,1,164901,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,782,2,2010,11,12505,-6434,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,18938,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,2500,2,NA,2,2,2,2,3,NA,2,6,1,2,NA,NA,259,772,NA,1,NA,1,2,1,766501,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,787,2,2010,12,24877,7994,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,236,NA,0,0,0,NA,16883,NA,NA,3,NA,3,NA,2,2,2,1,1,1,1,3,1,4,1500,1,1,2,1,2,1,1,NA,1,4,2,1,425,NA,852.91,567,NA,1,NA,1,2,1,222401,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,792,2,2010,31,26343,26361,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,-18,NA,NA,3,NA,3,NA,NA,1,1,2,1,1,1,1,1,4,1100,1,NA,2,2,2,2,1,NA,2,6,1,1,NA,NA,904.96,630,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,817,1,2010,28,9171,8136,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1036,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,2,3,1,1000,3,2,2,2,2,1,1,NA,2,6,1,1,NA,NA,468.01,489,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,831,1,2010,33,20708,-6780,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,27488,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,NA,1,NA,2,2,2,2,1,NA,2,5,2,1,900,NA,406.25,0,NA,1,NA,1,2,1,927601,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,833,2,2010,7,19423,19341,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3605,NA,0,0,0,NA,82,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,1,2500,2,3,2,2,2,2,4,NA,2,5,2,1,NA,NA,242.33,259.27,NA,1,NA,1,NA,NA,314302,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,834,1,2010,9,13597,10610,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1288,NA,0,0,2987,NA,0,NA,NA,3,NA,3,NA,3,1,1,2,1,1,1,1,1,4,NA,2,3,1,2,2,2,2,NA,3,3,2,1,252,NA,NA,0,NA,1,NA,1,1,1,124301,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
