HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY081N,HY100N,HY131N,HY145N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HS010,HS011,HS020,HS021,HS030,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH020,HH030,HH040,HH050,HH060,HH061,HH070,HH080,HH081,HH090,HH091,MI010,MI020,MI025,MI026,MI030,MI040,MI045,MI046,MI050,MI051,MI052,MI053,MI054,MI055,MI056,MI057,MI058,MI060,MI065,MI066,MI075,MI076,MI085,MI086,MI090,MI095,MI100,MI110,MI111,MI112,MI113,MI114,MI120,MI121,MI122,MI123,MI124,MI125,HX040,HX050,HX090,HX080,HX060,HX070,HX120,HX010,DB040,NR_ITW
2008,RO,182,2,2008,15,2216,2186,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,265,0,1527,NA,0,NA,0,0,10,NA,20,NA,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,1,599.65,1,NA,2,2,2,2,1,1,3,2,1,NA,113.93,29.98,1,1,2,1,2,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2008,RO,194,2,2008,15,0,-2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,2,0,NA,1,NA,NA,NA,3,NA,NA,2,1,1,1,1,2,1,2,2,254.85,2,NA,2,2,1,2,1,1,3,2,1,NA,29.98,104.94,1,3,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,1,2,NA,NA,NA,2,2,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2008,RO,206,2,2008,20,3257,3238,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,19,0,NA,0,NA,NA,NA,3,NA,NA,2,1,2,1,1,3,1,2,2,194.89,1,2,2,2,2,2,1,1,4,1,1,NA,104.94,56.97,1,3,2,3,2,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,1,4,2,NA,NA,NA,NA,2,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2008,RO,260,2,2008,15,1251,1224,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,34,0,0,NA,0,NA,0,27,0,NA,0,NA,NA,NA,3,NA,NA,2,1,2,1,1,2,2,2,2,599.65,2,NA,2,2,1,1,4,1,3,2,1,NA,269.84,74.96,1,1,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,2,2,NA,2,2,1,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2008,RO,268,2,2008,30,2685,1635,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,400,0,0,NA,0,NA,0,1050,0,NA,0,NA,NA,NA,2,NA,3,2,1,1,1,1,1,1,3,2,263.84,2,NA,2,2,2,2,1,1,4,2,1,NA,35.98,29.98,1,1,1,3,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,2,2,NA,2,2,1,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2008,RO,327,2,2008,20,890,876,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,2,0,NA,12,NA,NA,NA,3,NA,NA,2,1,1,1,1,3,1,2,2,389.77,2,NA,2,2,1,2,1,1,4,2,1,NA,119.93,29.98,1,1,2,3,2,NA,NA,NA,2,2,NA,NA,2,NA,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,1,NA,NA,2,1,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-3
2008,RO,346,2,2008,46,4892,4879,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,14,0,NA,0,NA,NA,NA,3,NA,NA,2,2,1,1,1,2,1,2,1,194.89,2,3,2,2,2,2,2,4,2,2,2,NA,449.73,74.96,2,3,1,3,2,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,2,1,NA,NA,NA,2,2,1,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2008,RO,360,2,2008,30,807,802,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,5,0,NA,0,NA,NA,NA,1,NA,NA,2,1,2,1,1,2,1,2,4,599.65,1,NA,2,2,2,1,1,1,3,2,2,NA,29.98,74.96,1,1,2,3,2,2,NA,NA,2,2,NA,NA,1,2,NA,NA,NA,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,2,1,NA,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-3
2008,RO,366,2,2008,10,1324,1260,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,64,0,NA,0,NA,NA,NA,3,NA,NA,1,1,2,1,1,3,1,3,1,254.85,2,NA,2,2,2,2,4,1,4,1,1,NA,104.94,74.96,1,1,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,2,2,NA,NA,NA,2,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2008,RO,415,2,2008,15,332,326,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,5,NA,NA,NA,3,NA,NA,1,2,2,1,1,1,1,2,3,299.82,1,NA,2,2,1,2,1,1,4,2,1,NA,104.94,134.92,1,3,1,1,2,NA,NA,NA,2,NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,1,2,NA,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-5
2008,RO,446,2,2008,20,1016,988,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,94,0,0,NA,0,NA,0,28,0,NA,0,NA,NA,NA,3,NA,NA,2,2,2,1,1,2,1,1,1,704.58,1,NA,2,2,2,2,4,1,2,1,1,NA,74.96,74.96,2,3,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,2,NA,1,1,2,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2008,RO,492,2,2008,30,31,27,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,31,0,0,NA,0,NA,0,4,0,NA,0,NA,NA,NA,1,NA,NA,2,1,2,1,1,3,1,3,3,164.9,2,NA,2,2,1,2,1,1,2,2,1,NA,29.98,179.89,1,3,1,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,NA,2,2,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2008,RO,512,2,2008,20,1662,1657,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,298,0,0,NA,0,NA,0,5,0,NA,0,NA,NA,NA,3,NA,NA,1,1,2,1,1,2,1,1,2,539.68,1,NA,2,1,2,2,1,1,3,1,1,NA,299.82,29.98,1,1,1,1,2,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,2,NA,NA,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2008,RO,517,2,2008,30,1890,1699,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,125,0,0,NA,0,NA,0,190,0,NA,0,NA,NA,NA,2,NA,NA,2,1,1,1,1,3,1,1,3,539.68,2,NA,2,2,2,2,4,1,3,2,1,NA,59.96,65.96,2,1,2,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,2,1,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-1
2008,RO,518,2,2008,15,2641,2546,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,71,0,NA,24,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,2,3,209.88,1,2,2,2,2,2,4,1,2,2,1,NA,29.98,123.53,2,3,1,1,2,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,NA,2,NA,1,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2008,RO,558,2,2008,30,1959,1788,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,405,0,0,NA,0,NA,0,171,0,NA,0,NA,NA,NA,3,NA,NA,2,1,2,1,1,2,1,2,2,704.58,2,2,2,2,2,2,3,1,4,2,1,NA,119.93,299.82,1,1,1,3,2,NA,NA,NA,2,2,NA,NA,2,NA,NA,2,2,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA,1,1,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2008,RO,562,2,2008,30,799,771,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,149,0,0,NA,0,NA,0,28,0,NA,0,NA,NA,NA,3,NA,NA,2,2,1,1,1,1,1,1,2,239.86,1,3,2,1,2,2,4,1,2,2,1,NA,119.93,104.94,1,1,2,1,1,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,1,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2008,RO,572,2,2008,10,1135,1111,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,24,0,NA,0,NA,NA,NA,2,NA,NA,1,1,2,1,1,2,3,1,1,224.87,1,NA,2,2,2,2,1,1,1,2,2,NA,65.96,104.94,2,3,1,3,1,NA,NA,NA,2,2,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,NA,NA,2,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2008,RO,633,2,2008,30,3331,3319,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,0,NA,0,NA,0,0,0,NA,12,NA,NA,NA,2,NA,NA,2,2,2,2,1,3,1,2,2,704.58,1,NA,2,2,2,2,1,1,3,2,1,NA,104.94,164.9,1,3,1,3,2,NA,NA,NA,2,NA,NA,NA,1,2,2,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,NA,NA,2,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2008,RO,675,2,2008,40,457,427,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,30,0,0,NA,0,NA,0,30,0,NA,0,NA,NA,NA,NA,NA,NA,2,1,2,1,1,3,1,3,1,419.75,2,1,2,2,2,2,4,1,3,1,1,NA,59.96,29.98,2,3,2,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,2,NA,NA,2,1,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-1
2008,RO,696,2,2008,20,709,679,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,96,NA,0,NA,0,31,0,NA,0,NA,NA,NA,3,NA,NA,2,1,2,1,1,2,1,1,4,539.68,1,NA,2,2,2,2,1,1,3,2,1,NA,29.98,74.96,1,3,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,NA,NA,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2008,RO,718,2,2008,20,1039,1027,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,71,0,0,NA,0,NA,0,12,0,NA,0,NA,NA,NA,3,NA,NA,1,1,2,1,1,2,3,1,2,344.8,2,NA,2,2,2,2,1,1,4,1,1,14.99,209.88,74.96,1,3,1,1,2,NA,NA,NA,2,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,2,NA,NA,2,NA,NA,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2008,RO,723,2,2008,25,1061,861,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,3,0,NA,197,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,4,704.58,2,2,2,2,2,2,1,1,3,1,1,NA,119.93,83.95,2,1,2,3,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,1,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,2,2,2,2,2,2,NA,1,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2008,RO,725,2,2008,26,1359,1234,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,241,NA,0,NA,0,124,0,NA,0,NA,NA,NA,3,NA,3,1,1,2,1,1,3,2,2,3,861.99,2,NA,2,2,2,2,1,1,2,2,1,NA,23.99,29.98,1,3,2,1,1,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,2,NA,NA,2,NA,2,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2008,RO,791,2,2008,15,338,317,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,120,0,0,NA,0,NA,0,21,0,NA,0,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,2,1,2,539.68,2,NA,2,2,2,2,1,1,2,2,1,NA,134.92,59.96,1,3,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,1,2,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,2,1,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2008,RO,813,2,2008,40,889,887,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,2,0,NA,0,NA,NA,NA,3,NA,NA,1,2,2,1,1,2,1,3,3,539.68,2,NA,2,2,2,2,1,1,1,1,1,NA,149.91,89.95,1,1,1,3,2,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-3
2008,RO,814,2,2008,30,0,-2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,2,0,NA,0,NA,NA,NA,3,NA,NA,2,1,2,1,2,3,1,1,1,974.43,2,NA,1,2,2,2,4,1,2,2,1,NA,59.96,161.9,1,3,1,3,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,2,2,NA,2,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2008,RO,840,2,2008,45,2337,2312,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1031,0,0,NA,0,NA,0,24,0,NA,0,NA,NA,NA,3,NA,NA,1,1,1,1,1,2,1,3,2,974.43,2,NA,2,1,2,2,4,1,2,2,1,NA,179.89,74.96,1,1,1,3,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2008,RO,850,2,2008,10,2019,2010,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,8,NA,NA,NA,3,NA,NA,2,1,2,1,1,2,2,2,6,749.56,1,NA,2,1,2,2,4,1,3,2,1,NA,59.96,74.96,2,1,1,3,2,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,1,NA,NA,2,1,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-5
2008,RO,860,2,2008,25,885,656,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,79,NA,150,NA,NA,NA,3,NA,3,2,1,2,2,1,2,1,2,1,404.76,1,NA,2,2,2,1,4,1,2,2,1,NA,44.97,74.96,2,1,2,1,2,2,NA,NA,2,NA,NA,NA,2,NA,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,2,NA,NA,2,2,2,NA,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2008,RO,887,2,2008,25,1283,1278,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,54,0,0,NA,0,NA,0,5,0,NA,0,NA,NA,NA,3,NA,NA,1,1,2,1,1,3,1,2,2,284.83,1,NA,2,2,2,2,4,1,2,1,2,NA,299.82,44.97,2,3,1,1,1,2,NA,NA,2,NA,NA,NA,2,NA,1,NA,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-5
2008,RO,933,2,2008,30,3238,3225,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,13,0,NA,0,NA,NA,NA,3,NA,NA,1,1,1,1,1,2,1,1,2,704.58,2,NA,2,2,2,1,4,1,4,2,1,NA,113.93,83.95,1,1,1,1,1,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,2,NA,2,2,NA,NA,2,NA,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-5
2008,RO,935,2,2008,20,200,196,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,114,0,0,NA,0,NA,0,4,0,NA,0,NA,NA,NA,1,NA,NA,2,2,2,1,1,1,1,2,3,599.65,2,NA,2,2,2,2,1,1,2,1,1,NA,149.91,209.88,1,1,1,1,1,2,NA,NA,2,NA,NA,NA,1,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,1,2,NA,NA,2,2,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2008,RO,942,2,2008,15,582,571,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,278,0,0,NA,0,NA,0,11,0,NA,0,NA,NA,NA,3,NA,NA,1,2,2,1,1,3,1,2,1,539.68,2,NA,2,2,2,2,1,1,2,2,1,NA,149.91,104.94,2,3,1,1,2,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA,1,2,2,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2008,RO,951,2,2008,30,2803,2775,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,30,0,0,NA,0,NA,0,28,0,NA,0,NA,NA,NA,2,NA,NA,2,1,1,1,1,3,3,3,3,179.89,1,NA,2,2,1,2,1,1,3,2,1,NA,239.86,254.85,1,1,1,1,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,1,2,1,NA,2,2,2,1,1,NA,NA,NA,NA,NA,NA,RO01,RO01-2
