HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY081N,HY100N,HY131N,HY145N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HS010,HS011,HS020,HS021,HS030,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH020,HH030,HH040,HH050,HH060,HH061,HH070,HH080,HH081,HH090,HH091,HD010,HD020,HD025,HD030,HD035,HD040,HD050,HD060,HD070,HD080,HD090,HD100,HD110,HD120,HD130,HD140,HD150,HD160,HD170,HD180,HD190,HD200,HD210,HD220,HD230,HD240,HD250,HD255,HD260,HD265,HX040,HX050,HX090,HX080,HX060,HX070,HX120,HX010,DB040,NR_ITW
2009,BE,79,2,2009,17,17882,17760,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2977,NA,0,0,0,NA,122,NA,3,NA,3,NA,NA,1,1,1,3,1,1,1,1,3,1200,3,NA,2,2,2,2,1,2,3,2,1,NA,NA,396.28,1,NA,1,NA,1,2,NA,2,85,1,2,4,4,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2009,BE,84,2,2009,12,15529,897,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1467,NA,0,0,0,NA,14632,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,NA,3,NA,2,2,2,2,2,1,5,1,1,NA,NA,457.82,1,NA,1,NA,1,2,NA,2,106,4,4,1,3,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2009,BE,110,2,2009,58,94425,102606,0,0,NA,NA,NA,NA,NA,NA,NA,0,9397,0,0,65778,NA,675,NA,0,0,0,NA,-8181,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,2000,2,NA,2,2,2,1,1,1,5,2,1,NA,NA,486.67,1,NA,1,NA,1,2,NA,2,200,3,4,4,4,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2009,BE,136,2,2009,28,8657,8344,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,147,NA,0,0,0,NA,313,NA,NA,NA,3,NA,3,1,1,1,1,1,3,1,1,2,1500,3,NA,2,1,2,1,2,3,3,2,1,NA,NA,835.92,1,NA,1,NA,1,2,NA,2,130,4,4,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2009,BE,140,2,2009,27,34769,-10950,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,17447,NA,0,0,0,NA,45719,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,3500,3,1,2,2,2,2,2,1,6,2,1,700,NA,201.92,1,NA,1,NA,1,2,NA,2,180,4,3,4,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2009,BE,152,2,2009,14,11767,8567,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,112,NA,3088,NA,1,NA,3,NA,NA,1,1,1,1,2,1,1,2,1,4200,1,NA,2,2,2,2,1,1,6,2,1,NA,NA,298.71,1,NA,1,NA,1,2,NA,1,70,4,4,4,3,1,3,NA,NA,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2009,BE,213,2,2009,25,26619,26628,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,10036,NA,0,0,0,NA,-9,NA,NA,NA,3,NA,NA,1,1,1,1,1,3,1,1,3,750,1,NA,2,1,2,2,2,1,5,2,1,NA,NA,291,1,NA,1,NA,1,2,NA,2,160,4,4,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2009,BE,232,2,2009,21,12854,21385,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,12854,0,0,NA,0,NA,0,0,0,NA,-8530,NA,NA,NA,3,NA,3,1,1,1,1,1,1,1,1,5,3500,1,NA,2,2,2,1,1,1,6,2,1,700,NA,201.92,1,NA,1,NA,1,2,NA,2,350,4,4,NA,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2009,BE,267,2,2009,13,18668,15717,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,2951,NA,3,NA,3,NA,NA,1,1,1,1,1,3,1,1,4,1500,3,NA,2,2,2,1,1,2,5,2,1,NA,NA,457.33,1,NA,1,NA,1,2,NA,2,103,3,4,3,4,2,3,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2009,BE,286,2,2009,12,625,598,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,27,NA,3,NA,2,NA,NA,1,1,1,1,1,1,1,3,4,2000,3,NA,2,2,2,1,3,1,6,1,1,319,NA,NA,1,NA,1,NA,1,2,NA,2,100,4,4,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2009,BE,289,2,2009,30,21607,9229,567,567,NA,NA,NA,NA,NA,NA,NA,567,0,0,0,0,NA,3597,NA,0,0,5294,NA,7085,NA,3,NA,3,NA,NA,1,1,1,1,1,3,1,1,4,5000,1,NA,2,2,2,2,2,2,4,2,2,NA,NA,384.47,1,NA,NA,NA,1,2,NA,2,100,3,4,3,3,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2009,BE,300,4,2009,19,30193,30217,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,17216,NA,0,0,0,NA,-24,NA,3,NA,3,NA,3,1,1,2,1,1,1,1,1,5,5500,3,NA,2,2,2,2,1,1,3,2,1,NA,NA,720.33,1,NA,1,NA,1,2,NA,2,200,4,2,3,3,1,3,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2009,BE,304,2,2009,12,18861,17526,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1335,NA,3,NA,2,NA,NA,2,1,1,1,1,1,1,1,1,700,3,2,2,2,2,2,2,4,4,2,1,NA,NA,228.5,1,NA,1,NA,1,2,NA,2,70,4,4,4,3,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2009,BE,331,2,2009,37,31304,28218,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,75,NA,0,0,3086,NA,0,NA,3,NA,3,NA,NA,2,1,1,1,1,1,1,1,2,5000,1,NA,2,2,2,2,3,2,6,2,1,NA,NA,397,1,NA,1,NA,1,2,NA,2,164,3,2,NA,1,1,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2009,BE,334,2,2009,26,26121,22253,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,3868,NA,3,NA,3,NA,3,1,1,2,1,1,3,1,1,5,2000,3,3,2,2,2,2,1,1,3,1,2,NA,NA,537.29,1,NA,1,NA,1,2,NA,2,110,4,4,4,3,1,1,NA,3,1,NA,1,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2009,BE,342,2,2009,15,5168,7013,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,167,NA,0,0,0,NA,-1845,NA,NA,NA,3,NA,NA,1,1,2,1,1,1,1,3,4,1800,3,NA,2,2,1,2,1,2,5,2,1,NA,NA,767.62,1,NA,1,NA,1,2,NA,2,NA,1,4,2,3,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2009,BE,352,2,2009,12,5842,5800,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1266,NA,0,NA,0,0,0,NA,42,NA,3,NA,3,NA,NA,1,1,2,1,1,1,1,3,3,1500,2,NA,2,1,2,2,3,1,6,2,1,NA,NA,595.84,1,NA,1,NA,NA,2,NA,2,115,4,4,4,2,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2009,BE,357,2,2009,21,25753,25751,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,9,NA,0,0,2,NA,0,NA,3,NA,3,NA,3,2,1,1,1,1,1,3,3,1,1300,2,NA,2,2,2,2,2,1,4,2,1,NA,NA,767.62,NA,NA,1,NA,1,2,NA,2,150,4,4,2,3,1,1,NA,NA,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2009,BE,382,2,2009,41,27188,29270,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,32,NA,0,0,0,NA,-2082,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,5,2500,3,NA,2,2,2,1,1,1,6,2,1,NA,NA,509.56,NA,NA,1,NA,1,2,NA,2,NA,3,4,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2009,BE,389,2,2009,17,15368,14618,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,886,NA,0,0,0,NA,750,NA,3,NA,3,NA,NA,2,1,1,1,1,1,1,1,4,1400,1,NA,1,2,2,2,2,1,5,2,1,NA,NA,432.5,1,NA,1,NA,1,2,NA,2,NA,4,4,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2009,BE,392,2,2009,23,401,400,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,401,NA,0,0,0,NA,1,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,6,1200,1,1,2,2,2,2,2,1,4,2,1,NA,NA,364.33,1,NA,1,NA,1,2,NA,2,132,4,2,3,2,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2009,BE,395,2,2009,3,57505,50473,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,12040,NA,0,0,3911,NA,3122,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,1400,3,NA,1,2,2,2,1,1,6,2,1,NA,NA,516.92,1,NA,1,NA,1,2,7,2,200,4,4,3,3,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2009,BE,416,2,2009,16,29342,6706,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,22637,NA,3,NA,3,NA,NA,2,1,1,1,1,1,1,1,4,1250,3,NA,2,2,1,2,2,1,5,2,2,719,NA,396.17,1,NA,1,NA,1,2,NA,2,85,4,4,4,3,1,1,1,NA,NA,1,1,1,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2009,BE,482,2,2009,21,32024,-28423,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,60447,NA,3,NA,3,NA,NA,1,1,1,1,1,1,2,1,3,3000,2,NA,2,2,2,1,1,2,4,2,1,NA,NA,289.4,1,NA,1,NA,1,2,NA,2,300,4,4,3,2,1,1,2,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2009,BE,495,2,2009,19,49221,29901,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,15,NA,0,0,0,NA,19320,NA,3,NA,3,NA,NA,1,1,2,1,1,1,1,1,5,4700,2,NA,2,2,2,2,1,1,6,2,1,NA,NA,618.97,1,NA,1,NA,1,2,NA,2,50,4,4,3,3,3,1,1,2,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2009,BE,507,2,2009,14,36717,31732,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,59,NA,0,0,0,NA,4986,NA,NA,NA,3,NA,3,1,1,1,1,1,1,1,1,5,3000,3,NA,2,2,1,2,1,1,5,2,1,NA,NA,476.58,1,NA,1,NA,1,2,NA,2,300,3,4,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2009,BE,520,2,2009,14,36206,34071,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2267,NA,0,0,0,NA,2134,NA,2,NA,3,NA,NA,1,1,1,1,1,1,1,1,3,2800,2,NA,2,2,2,1,2,2,6,1,1,NA,NA,315.91,1,NA,1,NA,1,2,NA,2,NA,4,4,3,3,1,1,1,NA,NA,1,NA,1,1,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2009,BE,555,4,2009,28,121574,99778,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,70960,0,0,NA,0,NA,0,0,7413,NA,14383,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,2000,3,NA,2,2,2,2,1,1,5,2,1,NA,NA,334.67,1,NA,1,NA,1,2,NA,2,120,4,4,4,3,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2009,BE,558,3,2009,17,42218,32825,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,21390,0,0,NA,283,NA,0,0,0,NA,9393,NA,3,NA,3,NA,3,1,1,1,2,1,2,1,1,1,8000,2,1,2,2,2,2,3,1,6,2,1,NA,NA,396.85,1,NA,1,NA,1,2,NA,2,NA,4,3,4,4,1,3,1,1,1,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2009,BE,562,2,2009,15,26460,8252,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,24,NA,0,0,0,NA,18209,NA,3,NA,3,NA,3,2,1,1,1,1,1,1,1,4,2000,3,NA,2,2,2,2,2,1,3,2,1,286,NA,482,1,NA,1,NA,1,2,NA,2,133,3,4,4,3,1,1,NA,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2009,BE,566,2,2009,11,10599,11369,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,115,NA,0,0,0,NA,-771,NA,NA,NA,2,NA,NA,2,1,1,1,1,3,1,1,3,2500,3,NA,2,2,2,2,3,1,6,2,1,96.16,NA,360,1,NA,1,NA,1,2,NA,2,90,2,3,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2009,BE,569,2,2009,7,41862,40888,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,974,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,2000,3,NA,2,2,2,2,1,1,6,2,2,NA,NA,610.93,1,NA,1,NA,1,2,NA,2,110,3,4,3,3,1,1,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2009,BE,609,2,2009,32,462,-25317,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,25779,NA,3,NA,3,NA,NA,2,1,1,1,1,1,1,1,5,1500,3,NA,2,2,2,2,4,2,6,2,1,NA,NA,530.8,1,NA,1,NA,1,2,1,2,75,1,4,3,2,2,1,1,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2009,BE,619,2,2009,15,100003,104017,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,12,NA,0,0,0,NA,-4014,NA,3,NA,3,NA,3,1,1,1,1,1,3,1,1,5,NA,1,NA,2,2,2,2,1,1,6,2,1,NA,NA,184.43,1,NA,1,NA,1,2,NA,1,60,3,4,NA,3,1,2,NA,1,NA,NA,NA,1,1,1,NA,NA,3,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2009,BE,623,2,2009,25,392,-25523,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,392,NA,0,NA,0,0,0,NA,25915,NA,3,NA,3,NA,NA,2,1,1,1,1,1,1,1,1,2000,1,NA,2,2,2,2,2,1,2,2,1,372,NA,317.13,1,NA,1,NA,1,2,NA,1,120,4,4,4,4,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2009,BE,629,2,2009,15,44089,-14804,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4936,NA,0,0,0,NA,58893,NA,3,NA,NA,NA,NA,1,1,1,1,1,3,1,1,3,2500,1,NA,2,2,2,2,2,1,6,1,1,NA,NA,1542.08,1,NA,1,NA,1,2,1,2,145,4,3,3,3,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2009,BE,634,2,2009,13,87473,62935,34399,34399,NA,NA,NA,NA,NA,NA,NA,34399,0,0,0,0,NA,9188,NA,0,0,0,NA,24538,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,4,2500,2,3,2,2,2,1,1,1,5,2,1,NA,NA,201.92,1,NA,1,NA,1,2,NA,2,144,4,4,2,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2009,BE,675,2,2009,13,8459,7239,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2898,NA,0,0,0,NA,1220,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,1500,2,NA,2,2,1,2,2,1,5,2,1,850,NA,313.08,NA,NA,1,NA,1,2,7,2,160,2,2,1,3,1,3,NA,NA,1,NA,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2009,BE,678,2,2009,9,45919,27651,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,18268,NA,NA,NA,3,NA,3,2,1,1,1,1,1,1,1,5,6000,1,NA,2,2,2,2,3,1,3,2,1,NA,NA,353.92,1,NA,1,NA,1,2,NA,2,90,3,4,3,3,2,1,NA,1,1,NA,1,1,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
