HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY100N,HY145N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY090G,HY100G,HY110G,HY120G,HY130G,HY140G,HS010,HS020,HS030,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH020,HH030,HH040,HH050,HH060,HH061,HH070,HH080,HH090,MH010,MH020,MH030,MH040,MH050,MH060,MH070,MH080,MH090,MH100,MH110,MH120,MH130,MH140,MH150,MH160,HX040,HX050,HX090,HX080,HX060,HX070,HX020,HX010,HY081N,HY131N,HY081G,HY131G,DB040,NR_ITW
2007,BE,77,2,2007,10,22426,-2088,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,141,NA,0,0,0,24515,NA,2,2,1,1,1,1,1,1,3,1,5,2000,1,NA,2,1,2,2,4,1,NA,2,1,NA,NA,332.25,1,1,2,1,1,1,1,2,1,4,4,4,NA,3,3,NA,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,81,2,2007,10,6,4,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,6,NA,0,0,0,2,NA,2,NA,1,1,1,1,1,3,1,1,3,3000,2,NA,2,2,2,1,4,1,2,2,1,350,NA,918,1,1,2,2,1,1,1,2,1,3,3,2,4,3,3,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2007,BE,106,2,2007,10,43030,24494,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,431,NA,0,0,0,18536,2,2,2,1,1,1,1,1,3,1,1,4,5000,2,NA,2,1,2,2,3,2,4,1,1,NA,NA,232.75,1,1,2,1,1,1,1,2,1,1,3,2,4,1,3,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2007,BE,132,2,2007,16,19797,-15079,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,442,NA,0,0,0,34875,NA,2,2,1,1,1,1,1,1,1,2,2,3000,2,NA,2,2,2,2,1,1,3,2,1,NA,NA,274.42,1,1,2,1,1,1,1,2,1,2,3,3,4,4,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,136,2,2007,17,0,-68,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,68,NA,2,NA,1,1,2,1,1,1,1,1,4,2000,3,NA,2,1,2,2,2,1,NA,2,1,NA,NA,331.42,1,1,2,1,1,3,1,2,1,3,4,3,1,3,3,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2007,BE,148,2,2007,12,9624,9571,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1214,NA,0,0,53,0,NA,2,NA,1,1,1,1,1,1,3,2,2,2000,2,NA,2,2,2,2,2,1,4,2,1,NA,NA,765,1,1,2,1,1,1,1,2,1,4,4,3,4,4,4,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2007,BE,206,2,2007,13,30608,30286,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,161,161,2,1,2,1,1,1,1,1,1,1,1,5,800,3,NA,1,2,2,2,1,1,5,2,1,800,NA,420.6,1,1,2,2,1,1,1,2,1,3,4,2,3,3,4,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,225,2,2007,15,34618,18088,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,16530,NA,2,2,1,1,1,1,1,1,1,1,5,1900,3,1,2,2,1,2,1,2,5,2,1,NA,NA,524.83,1,1,2,1,1,1,1,2,2,4,4,4,2,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2007,BE,259,2,2007,11,20530,7139,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,13391,NA,1,NA,1,1,1,1,3,1,1,2,5,5275.79,3,2,2,2,2,2,1,2,6,2,1,415,NA,429.04,1,1,2,1,1,1,1,2,1,3,3,2,2,3,4,4,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,278,2,2007,46,51256,47268,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,48,NA,0,0,0,3988,2,2,NA,1,2,1,1,1,1,1,1,5,4520,1,3,2,1,2,2,2,1,6,2,1,NA,NA,914.9,1,1,1,1,1,1,1,2,2,4,2,3,3,4,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,280,2,2007,10,1,-641,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,0,0,0,641,NA,2,NA,1,1,1,1,1,3,1,1,2,600,1,NA,2,2,1,2,2,1,1,2,2,NA,NA,287.66,1,1,2,1,1,1,1,2,1,3,1,4,2,3,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,291,2,2007,23,37207,37161,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,46,NA,2,NA,1,1,1,1,1,1,1,1,4,1500,1,NA,2,2,2,2,2,1,6,2,1,NA,NA,713.42,1,1,2,1,1,1,1,2,1,4,3,4,2,3,1,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,295,2,2007,22,51125,50864,0,0,NA,NA,NA,NA,NA,0,0,0,0,40477,0,NA,0,0,0,261,NA,2,NA,1,1,1,1,1,1,1,1,6,4000,3,NA,1,1,2,2,1,1,6,2,1,NA,NA,690.91,1,1,2,1,1,1,1,2,1,4,3,4,4,4,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2007,BE,321,2,2007,10,35248,34477,0,0,NA,NA,NA,NA,NA,0,0,20131,0,0,0,NA,0,0,0,771,2,2,NA,1,1,1,1,1,1,1,1,1,1500,3,NA,2,2,2,2,2,1,6,2,1,NA,NA,334,1,1,2,1,1,2,1,2,1,3,4,4,3,3,4,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2007,BE,324,2,2007,13,27415,30559,0,0,NA,NA,NA,NA,NA,0,0,17241,0,0,110,NA,0,0,0,-3143,NA,2,NA,1,1,1,1,1,1,1,1,1,2100,2,NA,2,1,2,2,2,1,6,2,1,NA,NA,366,1,1,2,1,1,1,1,2,1,4,3,3,3,4,1,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2007,BE,332,2,2007,34,1020,909,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1020,NA,0,0,0,111,NA,2,NA,1,1,1,1,1,3,1,3,5,700,1,NA,2,2,2,2,2,1,5,2,1,NA,NA,359.29,1,1,2,1,1,1,1,2,2,3,3,1,2,4,3,NA,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2007,BE,342,2,2007,85,8263,8252,5692,5692,NA,NA,NA,NA,NA,5692,0,0,0,0,285,NA,0,0,0,10,2,2,NA,2,1,1,1,1,1,1,1,4,1300,3,NA,2,2,2,2,4,1,4,2,1,259.86,NA,678.84,1,1,1,1,2,1,1,2,1,3,4,3,4,4,4,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,346,2,2007,21,55827,35439,8187,8187,NA,NA,NA,NA,NA,8187,0,0,0,0,0,NA,0,0,0,20388,2,2,2,1,1,1,1,1,1,1,1,6,4000,3,3,2,2,1,2,1,1,6,2,1,400,NA,361.5,1,1,2,1,1,1,1,2,1,4,1,4,3,4,3,4,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2007,BE,370,2,2007,10,58947,47959,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,71,NA,0,0,0,10988,NA,2,NA,2,1,1,1,1,1,1,1,1,NA,3,NA,2,2,2,2,4,2,6,2,1,NA,NA,524.83,1,1,2,1,1,1,1,2,2,4,4,4,4,4,3,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2007,BE,377,2,2007,26,10904,-11824,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,234,NA,0,0,0,22728,NA,2,NA,1,1,1,1,1,1,1,1,5,1500,3,NA,2,2,2,2,3,2,4,1,1,NA,NA,287.15,1,1,2,2,1,1,1,2,1,4,1,4,3,4,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2007,BE,380,2,2007,17,47454,46595,0,0,NA,NA,NA,NA,NA,0,0,0,0,13393,0,NA,0,0,0,859,NA,2,NA,1,1,1,1,1,1,1,1,4,NA,3,NA,2,2,2,2,2,1,5,2,1,522.72,NA,NA,1,1,2,1,1,1,1,2,2,3,3,4,3,2,4,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2007,BE,384,2,2007,16,22,-1516,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,22,NA,0,0,0,1538,NA,2,NA,1,1,1,1,1,1,1,1,5,1500,3,NA,2,2,2,2,2,2,6,2,1,NA,NA,403,1,1,2,1,1,1,1,2,1,4,3,2,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2007,BE,403,2,2007,14,9911,9757,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,154,NA,2,1,1,1,1,1,1,1,1,1,6,1750,2,NA,2,2,2,2,2,2,3,2,1,NA,NA,267.33,1,1,2,1,1,2,1,1,1,4,3,2,3,2,3,4,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2007,BE,467,2,2007,7,3959,3949,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,10,NA,2,NA,1,1,1,1,1,3,1,2,5,3767,1,NA,1,2,2,2,2,2,6,2,1,530,NA,160.33,1,1,2,1,1,1,2,2,1,3,3,4,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2007,BE,479,2,2007,18,18884,18823,0,0,NA,NA,NA,NA,NA,0,0,4720,0,0,0,NA,0,0,0,62,NA,2,NA,2,1,1,1,1,2,1,2,3,1700,2,NA,2,2,1,2,NA,1,3,1,1,NA,NA,471,1,1,2,1,1,1,1,2,1,3,3,4,2,4,3,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2007,BE,480,2,2007,16,38605,38396,0,0,NA,NA,NA,NA,NA,0,0,17051,0,0,0,NA,0,0,0,208,2,2,2,1,2,1,1,1,1,1,1,4,2450,3,NA,2,2,2,2,1,1,6,2,1,NA,NA,502,1,1,2,1,1,1,1,2,2,4,4,1,3,4,4,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2007,BE,491,2,2007,10,267731,259467,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,8264,NA,2,NA,1,1,1,1,1,1,1,1,4,2000,3,NA,2,2,2,1,1,2,5,2,2,NA,NA,687.95,1,1,2,1,1,1,1,2,1,4,2,3,2,NA,2,4,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2007,BE,505,2,2007,29,2094,-1847,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,990,NA,0,0,0,3941,NA,2,NA,1,2,1,1,1,3,1,1,3,5000,3,2,2,2,2,2,3,1,6,2,2,NA,NA,555.54,1,1,2,1,1,1,1,2,1,4,4,3,2,4,4,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,513,3,2007,12,64592,64579,20805,20805,NA,NA,NA,NA,NA,20805,0,0,0,0,3902,NA,0,0,0,13,NA,2,2,2,1,1,1,1,1,1,1,1,2800,2,NA,2,1,1,1,2,1,6,2,1,NA,NA,629.27,1,1,2,1,1,1,1,1,1,3,4,4,3,2,2,4,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2007,BE,539,3,2007,24,0,-31,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,31,NA,2,NA,2,1,2,1,1,1,1,1,4,NA,2,NA,2,2,2,2,2,1,3,2,1,290,NA,864,1,1,2,1,1,1,1,2,2,3,3,3,2,3,4,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,541,2,2007,26,96442,84047,0,0,NA,NA,NA,NA,NA,0,0,0,0,5742,3445,NA,0,0,0,12395,NA,2,NA,1,1,1,1,1,1,1,1,6,2000,3,3,2,2,1,1,1,1,5,2,1,NA,NA,822,1,1,1,1,1,1,1,2,1,3,3,4,3,3,3,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2007,BE,545,2,2007,17,67180,54676,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,204,NA,0,0,0,12504,NA,2,NA,1,1,1,1,1,1,1,1,6,3000,1,3,2,2,2,2,1,1,5,2,1,495,NA,420.1,1,1,2,1,1,1,1,2,2,4,1,NA,4,4,2,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2007,BE,549,2,2007,20,9807,9802,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1571,NA,0,0,0,5,NA,2,2,2,1,2,1,1,1,1,1,4,2000,2,NA,2,2,2,2,1,1,6,2,1,NA,NA,271.31,1,1,2,2,2,3,1,2,1,3,3,3,4,4,4,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2007,BE,551,2,2007,22,9374,9367,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,161,NA,0,0,0,6,NA,2,2,1,1,1,1,1,1,1,1,6,2500,1,NA,2,2,2,2,2,1,1,2,1,NA,NA,202.05,1,1,2,1,1,2,1,2,1,3,4,3,4,4,4,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2007,BE,590,2,2007,21,29850,13784,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,163,NA,0,0,0,16066,NA,2,NA,2,1,1,1,1,1,1,1,5,2000,1,3,2,2,2,1,3,1,3,2,1,NA,NA,643.93,1,1,2,1,1,1,1,2,1,4,4,4,3,4,4,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,599,2,2007,13,11540,3259,0,0,NA,NA,NA,NA,NA,0,1252,0,0,470,0,NA,0,0,2565,5716,NA,2,NA,1,1,2,1,1,1,1,1,4,1500,2,NA,2,2,2,2,1,2,5,2,1,NA,NA,337.38,1,1,2,1,1,1,1,2,2,4,2,2,3,3,4,4,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,604,2,2007,13,18641,18613,1052,1052,NA,NA,NA,NA,NA,1052,0,0,0,1559,3248,NA,0,0,3,25,2,2,2,1,1,1,1,1,1,1,1,5,1200,1,NA,2,2,2,2,3,1,6,2,1,395,NA,242,1,1,2,1,1,3,1,2,1,4,3,3,4,3,3,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,610,2,2007,14,13418,-1279,0,0,NA,NA,NA,NA,NA,0,0,0,0,1232,739,NA,0,0,21679,-6982,2,2,NA,1,1,1,1,1,1,1,3,3,1700,3,NA,2,2,2,2,1,1,6,2,2,NA,NA,246.51,1,1,2,1,2,1,1,2,1,3,1,3,3,4,4,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2007,BE,614,3,2007,12,83265,79110,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,4155,NA,2,NA,1,2,1,1,1,1,1,1,6,NA,3,NA,2,2,1,2,3,1,6,2,1,NA,NA,787.9,1,1,2,1,1,1,1,2,1,4,4,1,3,4,4,4,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2007,BE,655,2,2007,18,119,112,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,119,NA,0,0,0,7,NA,2,NA,2,1,1,1,1,1,3,1,4,1000,3,NA,2,2,2,2,3,2,6,2,2,NA,NA,457.98,1,1,2,1,1,1,1,2,1,3,3,3,3,4,3,4,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,658,2,2007,10,11107,11051,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,167,-111,2,2,2,1,1,1,1,1,3,1,1,3,1500,1,NA,2,2,2,2,1,1,6,2,1,1266,NA,578.93,1,1,1,2,1,1,1,2,1,1,3,2,3,1,2,4,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2007,BE,693,2,2007,33,21590,14270,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,7320,NA,2,NA,2,1,2,1,1,2,1,1,4,1600,2,NA,2,1,2,2,2,2,3,2,1,600,NA,746.79,2,1,2,1,1,2,1,2,1,3,3,3,3,3,3,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,699,2,2007,14,22101,15989,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,6112,2,2,2,1,1,1,1,1,1,2,1,4,1738.44,3,NA,2,2,2,2,2,1,4,2,1,570,NA,329.17,1,1,2,1,1,1,1,2,1,2,4,3,3,4,3,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2007,BE,715,4,2007,27,8654,8586,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,202,NA,0,0,0,67,NA,1,NA,1,1,1,1,1,1,1,1,6,1000,1,2,1,2,2,2,NA,4,6,2,1,295,NA,568.7,1,1,1,1,1,1,1,2,1,4,4,3,3,3,3,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2007,BE,749,2,2007,11,17573,17558,0,0,NA,NA,NA,NA,NA,0,1222,0,0,459,0,NA,0,0,0,15,2,2,2,1,1,1,1,1,1,1,1,4,1500,1,NA,2,2,2,2,2,1,6,2,1,NA,NA,1160,1,1,2,1,1,1,1,2,1,4,3,4,3,4,3,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2007,BE,754,2,2007,10,34725,31381,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,3344,2,2,NA,1,1,1,1,1,1,1,1,5,2050,1,NA,2,1,2,1,NA,2,3,2,2,470,NA,588.73,1,1,2,1,1,1,1,2,1,4,4,4,4,4,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2007,BE,760,2,2007,28,22592,15387,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,448,NA,0,0,4176,3029,NA,2,NA,1,1,1,1,1,1,1,1,5,2000,2,NA,2,1,2,1,4,1,6,2,1,NA,NA,607.07,1,1,2,1,1,1,2,2,1,4,4,3,3,NA,2,3,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2007,BE,761,2,2007,9,22366,22341,2886,2886,NA,NA,NA,NA,NA,2886,0,0,0,0,2892,NA,0,0,0,25,2,2,2,1,1,1,1,1,1,1,1,5,750,3,NA,2,2,2,2,2,1,4,2,1,220,NA,314.83,1,1,2,1,1,1,1,2,1,3,4,3,4,3,3,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2007,BE,782,2,2007,20,13674,12485,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1801,NA,0,0,689,500,2,2,2,1,1,1,1,1,1,1,1,6,5000,3,3,2,2,2,1,2,1,5,1,1,NA,NA,1344,1,1,2,1,1,1,1,1,1,3,4,4,4,4,4,4,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2007,BE,799,2,2007,19,21315,17762,0,0,NA,NA,NA,NA,NA,0,0,11943,0,0,0,NA,0,0,1005,2548,2,2,2,1,1,1,1,1,1,1,1,5,1500,1,2,2,1,2,2,3,2,6,2,2,NA,NA,294.58,1,1,2,1,2,1,1,2,1,3,3,3,2,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2007,BE,800,2,2007,9,21711,9078,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,372,NA,0,0,0,12633,NA,2,NA,1,2,1,1,1,1,1,2,5,2251,3,3,2,2,2,2,1,1,6,2,1,NA,NA,416.18,1,1,2,1,2,1,1,2,1,4,3,3,2,3,3,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2007,BE,801,2,2007,NA,18462,18328,8151,8151,NA,NA,NA,NA,NA,8151,0,0,0,0,42,NA,0,0,0,134,NA,1,NA,1,1,1,1,1,1,1,1,3,1200,1,NA,2,2,2,1,1,3,5,2,1,475,NA,283.73,1,1,1,1,2,1,1,2,1,4,2,2,2,3,4,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2007,BE,837,2,2007,13,33955,10065,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1736,NA,0,0,0,23890,2,2,NA,1,1,1,1,1,1,1,1,6,2000,2,NA,2,2,2,2,3,1,6,2,1,NA,NA,767.22,1,1,2,1,1,1,1,2,1,4,4,3,4,2,4,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2007,BE,838,2,2007,8,6915,6879,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,691,NA,0,0,18,18,2,2,2,1,1,2,1,1,1,1,2,5,NA,3,NA,2,2,1,2,2,1,3,1,2,NA,NA,165.67,1,1,2,1,1,1,1,2,1,4,4,2,2,4,4,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
