HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY081N,HY100N,HY131N,HY145N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HS010,HS011,HS020,HS021,HS030,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH020,HH030,HH040,HH050,HH060,HH061,HH070,HH080,HH081,HH090,HH091,MI010,MI020,MI025,MI026,MI030,MI040,MI045,MI046,MI050,MI051,MI052,MI053,MI054,MI055,MI056,MI057,MI058,MI060,MI065,MI066,MI075,MI076,MI085,MI086,MI090,MI095,MI100,MI110,MI111,MI112,MI113,MI114,MI120,MI121,MI122,MI123,MI124,MI125,HX040,HX050,HX090,HX080,HX060,HX070,HX120,HX010,DB040,NR_ITW
2008,BE,78,2,2008,7,33656,38337,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,-4681,NA,3,NA,1,NA,3,1,1,1,1,1,3,1,3,6,2200,1,NA,2,2,2,2,1,1,6,1,1,NA,NA,554,1,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2008,BE,82,3,2008,30,157350,141622,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2163,NA,0,0,0,NA,15729,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,3000,1,NA,2,2,2,2,2,2,6,2,1,NA,NA,684.74,1,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2008,BE,108,2,2008,28,8934,10232,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,107,NA,0,0,0,NA,-1298,NA,3,NA,3,NA,3,1,1,1,1,3,3,1,1,3,3000,3,3,2,2,1,2,2,1,5,2,1,500,NA,1258.44,1,NA,1,NA,1,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2008,BE,133,2,2008,14,6016,6016,0,0,NA,NA,NA,NA,NA,NA,NA,0,918,0,0,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,3,NA,3,1,1,1,1,1,1,1,1,5,1400,2,NA,2,2,2,2,2,1,5,2,1,NA,NA,381.14,NA,NA,1,NA,1,2,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2008,BE,149,2,2008,13,65886,49201,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1174,NA,0,0,0,NA,16686,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,8000,1,NA,2,2,1,2,3,1,6,1,1,999,NA,533.31,1,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2008,BE,209,2,2008,16,29276,3285,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,7,NA,0,0,0,NA,25992,NA,3,NA,2,NA,NA,1,1,1,1,1,3,1,1,2,3000,3,NA,2,2,1,2,3,2,5,2,1,600,NA,308,1,NA,1,NA,1,2,1,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2008,BE,228,2,2008,23,63053,62438,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,20,NA,0,0,0,NA,615,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,3,NA,3,NA,2,1,2,1,2,1,6,2,1,570,NA,154.83,1,NA,1,NA,1,2,NA,NA,2,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2008,BE,262,3,2008,90,18198,18150,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3547,NA,0,NA,0,0,7,NA,41,NA,NA,NA,3,NA,3,1,1,2,1,1,1,1,1,4,4000,1,NA,2,2,2,2,2,1,6,2,1,NA,NA,603.15,1,NA,1,NA,1,2,NA,NA,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2008,BE,281,2,2008,47,48094,60656,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,-12562,NA,3,NA,3,NA,3,1,1,1,1,1,1,3,1,3,1300,1,NA,2,2,2,2,1,1,6,2,1,NA,NA,351.42,1,NA,1,NA,1,2,1,NA,2,NA,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2008,BE,283,2,2008,12,44309,40449,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,3859,NA,NA,NA,3,NA,3,1,1,1,1,1,1,1,1,5,4000,3,3,2,2,2,2,1,2,6,1,1,NA,NA,1616.4,NA,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2008,BE,294,2,2008,20,60623,48763,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,25878,NA,0,NA,0,0,0,NA,11860,NA,3,NA,3,NA,NA,2,1,2,1,1,1,1,1,5,2000,3,NA,2,2,2,1,2,2,6,2,1,NA,NA,838.64,1,NA,1,NA,1,2,NA,NA,2,2,NA,NA,1,NA,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2008,BE,298,2,2008,18,1,-34,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1,NA,0,0,0,NA,34,NA,3,NA,3,NA,NA,1,1,1,1,1,3,1,3,6,3000,3,NA,2,2,2,2,2,1,3,2,1,NA,NA,479.54,1,NA,1,NA,1,2,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2008,BE,325,2,2008,25,18582,1235,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,743,NA,0,0,0,NA,17348,NA,3,NA,3,NA,NA,1,1,1,1,3,3,1,1,4,2000,3,1,2,2,1,2,1,1,6,2,1,900,NA,607.05,1,NA,1,NA,1,2,NA,NA,2,NA,2,NA,2,2,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2008,BE,328,2,2008,90,4926,-467,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,19,NA,0,0,0,NA,5393,NA,NA,NA,3,NA,NA,2,1,1,1,1,1,1,1,4,NA,2,NA,2,2,1,2,1,1,3,2,1,NA,NA,303.83,1,NA,1,NA,1,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2008,BE,336,3,2008,32,42708,68779,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,15076,0,0,NA,0,NA,0,0,0,NA,-26071,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,5000,1,3,2,2,2,2,2,1,6,2,1,999,NA,1386,1,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2008,BE,346,2,2008,7,9456,9452,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,8428,0,1028,NA,0,NA,0,0,0,NA,4,NA,NA,NA,3,NA,3,2,1,2,1,1,1,1,1,4,1350,2,NA,2,1,2,2,2,1,6,2,1,NA,NA,831.16,1,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2008,BE,350,3,2008,16,13617,12694,911,911,NA,NA,NA,NA,NA,NA,NA,911,0,0,0,0,NA,929,NA,0,0,0,NA,922,NA,2,NA,3,NA,NA,1,1,1,1,1,1,1,3,5,2000,3,NA,2,1,2,2,1,1,6,2,1,221,NA,330.58,1,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2008,BE,375,2,2008,71,54966,50309,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3,NA,0,0,0,NA,4658,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,3,4,2000,2,NA,1,2,1,2,2,1,5,1,1,300,NA,401.72,1,NA,1,NA,1,2,NA,NA,1,NA,1,NA,2,NA,2,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2008,BE,382,2,2008,14,17882,17857,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,9581,0,0,NA,0,NA,0,0,0,NA,25,NA,3,NA,3,NA,NA,1,1,1,1,1,2,1,1,5,900,2,NA,2,2,2,2,2,3,3,2,1,NA,NA,329.08,1,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2008,BE,384,3,2008,27,36417,24260,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,50,NA,0,0,0,NA,12157,NA,NA,NA,3,NA,3,1,1,1,1,1,1,1,1,5,5000,2,NA,2,1,2,1,2,1,4,2,1,NA,NA,603.15,NA,NA,1,NA,1,2,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2008,BE,388,3,2008,20,0,-14964,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,2347,NA,12617,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,3,6,1400,2,NA,2,2,2,2,2,2,5,1,1,NA,NA,812,1,NA,1,NA,1,2,2,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2008,BE,408,3,2008,15,82511,81236,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1275,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,2800,3,NA,2,1,2,1,2,2,3,1,1,NA,NA,999.9,1,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2008,BE,472,3,2008,41,76958,76571,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,12689,0,0,NA,0,NA,0,0,0,NA,387,NA,NA,NA,3,NA,NA,1,1,1,1,1,3,1,3,4,2500,1,NA,2,2,2,1,1,2,2,1,1,NA,NA,447,NA,NA,1,NA,1,2,NA,NA,2,2,NA,NA,2,1,NA,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,NA,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2008,BE,485,2,2008,16,25800,26660,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,-860,NA,NA,NA,3,NA,NA,1,1,2,1,1,1,1,1,6,NA,2,NA,2,2,2,2,1,1,6,2,1,NA,NA,223.45,1,NA,NA,NA,1,2,NA,NA,2,2,NA,NA,1,NA,2,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2008,BE,497,2,2008,11,39864,34387,2390,2390,NA,NA,NA,NA,NA,NA,NA,2390,0,0,0,0,NA,2438,NA,0,0,0,NA,5477,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,3000,2,NA,2,2,2,2,2,2,5,2,1,NA,NA,801.79,1,NA,1,NA,1,2,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2008,BE,511,2,2008,24,39110,31748,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,7362,NA,NA,NA,3,NA,3,1,1,1,1,1,1,1,1,2,4267,3,2,2,2,2,1,1,1,5,2,1,NA,NA,868.28,1,NA,1,NA,1,2,NA,NA,2,2,1,NA,2,NA,2,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2008,BE,545,3,2008,29,14831,5704,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,9127,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,6,1850,3,NA,2,2,2,1,4,1,5,2,1,NA,NA,313.78,1,NA,1,NA,1,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2008,BE,547,2,2008,16,19298,19293,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,35,NA,0,0,0,NA,5,NA,3,NA,3,NA,3,1,1,2,1,1,1,1,1,2,2800,1,3,1,2,2,1,3,2,6,2,1,NA,NA,339.83,1,NA,1,NA,1,2,3,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2008,BE,551,2,2008,6,16730,16658,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,72,NA,NA,NA,2,NA,NA,1,1,1,1,1,1,3,1,1,2500,2,2,2,2,2,2,4,1,6,2,1,650,NA,541,NA,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,1,NA,2,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2008,BE,556,2,2008,16,15074,14022,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,2996,0,0,NA,0,NA,0,0,0,NA,1052,NA,NA,NA,3,NA,3,2,1,1,1,1,1,1,1,3,1400,1,NA,1,2,2,2,1,2,6,2,1,NA,NA,761.3,1,NA,1,NA,1,2,2,NA,2,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2008,BE,558,2,2008,24,10451,7178,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,42,NA,0,0,0,NA,3273,NA,NA,NA,3,NA,NA,1,2,2,1,1,1,1,1,4,1250,1,NA,2,2,2,1,3,1,3,2,1,NA,NA,1055.53,1,NA,1,NA,1,2,2,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2008,BE,597,3,2008,11,13330,13319,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,4123,918,0,NA,0,NA,0,0,0,NA,11,NA,2,NA,3,NA,NA,1,1,1,1,1,1,1,1,3,5000,2,1,2,2,1,1,1,1,6,2,1,NA,NA,761.3,1,NA,1,NA,1,2,NA,NA,2,1,NA,NA,2,2,NA,NA,NA,2,NA,2,NA,2,2,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2008,BE,607,2,2008,15,8680,8669,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,12,NA,3,NA,3,NA,NA,1,2,1,1,1,3,1,1,5,5000,2,3,2,1,1,1,3,1,4,2,1,NA,NA,274.94,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2008,BE,611,2,2008,24,10096,10026,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,70,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,4,2000,1,3,1,2,2,2,2,1,4,2,1,NA,NA,466.74,1,NA,1,NA,1,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
