HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY081N,HY100N,HY131N,HY145N,HY170N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HY170G,HS011,HS021,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH021,HH030,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HX010,HX040,HX050,HX060,HX070,HX080,HX090,HX120,DB040,NR_ITW
2011,RO,198,2,2011,15,3155,2486,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,111,0,0,NA,0,NA,0,669,0,NA,0,NA,NA,3,3,1,1,1,1,1,1,1,1,5,771.57,2,NA,1,2,2,2,1,1,3,2,1,NA,296.76,166.18,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-1
2011,RO,205,2,2011,17,1694,1684,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,9,0,NA,0,NA,NA,3,NA,2,1,1,1,1,3,1,2,3,504.49,2,NA,2,2,2,1,1,1,3,2,1,NA,71.22,0,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2011,RO,250,2,2011,30,1905,1872,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,4,0,NA,30,NA,NA,3,NA,2,1,2,1,1,1,2,1,5,593.51,1,NA,1,1,2,2,4,1,2,2,1,NA,237.41,47.48,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,263,2,2011,10,4327,3869,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,20,0,NA,438,NA,NA,2,NA,2,1,2,1,1,1,1,1,2,397.65,1,NA,2,2,2,1,4,1,5,2,1,NA,94.96,83.09,2.61,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,276,2,2011,15,2464,2437,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,53,0,0,NA,0,NA,0,0,0,NA,27,NA,NA,2,NA,2,1,2,1,1,3,1,2,2,682.54,2,NA,2,1,2,2,2,1,1,2,1,NA,23.74,0,0,1,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,278,2,2011,15,0,-44,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,44,0,NA,0,NA,NA,2,NA,2,1,2,1,1,1,1,2,2,504.49,1,NA,2,2,2,1,1,1,5,2,1,NA,94.96,0,0,3,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,315,2,2011,35,1923,1902,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,21,0,NA,0,NA,NA,3,NA,2,1,2,1,1,1,1,1,1,682.54,2,NA,2,1,2,2,4,1,3,2,1,NA,71.22,118.7,0,3,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,339,2,2011,20,1809,1780,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,476,0,0,NA,0,NA,0,28,0,NA,0,NA,NA,3,3,2,2,1,1,1,2,1,2,2,445.14,1,1,2,1,2,1,4,1,3,1,1,NA,29.68,71.22,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2011,RO,389,2,2011,15,2363,2345,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,18,0,NA,0,NA,NA,2,NA,2,1,2,1,1,1,1,1,1,563.84,2,NA,2,2,2,1,1,1,5,2,1,NA,118.7,0,0,3,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-1
2011,RO,392,2,2011,25,4636,4615,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,22,0,NA,0,NA,NA,2,NA,2,1,2,1,1,2,1,2,3,415.46,2,NA,2,2,2,2,4,1,2,1,2,NA,118.7,94.96,0,1,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2011,RO,395,2,2011,30,862,838,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,24,0,NA,0,NA,NA,3,NA,1,1,2,2,1,2,1,1,3,664.74,1,NA,2,2,2,2,4,1,2,2,2,NA,189.92,0,0,3,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2011,RO,427,2,2011,15,2417,2191,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,16,0,NA,211,NA,NA,3,NA,2,1,2,1,1,1,1,2,5,617.25,1,NA,2,2,2,2,1,1,2,2,2,NA,59.35,0,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,430,2,2011,30,1156,957,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,38,0,0,NA,0,NA,0,8,0,NA,192,NA,NA,3,NA,2,1,1,1,1,1,1,1,3,682.54,2,NA,2,2,2,2,4,1,5,2,1,NA,403.59,42.73,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,486,2,2011,12,1122,963,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,159,0,NA,0,NA,NA,3,NA,2,2,2,1,1,1,1,1,2,356.11,1,NA,2,1,2,1,1,1,2,2,1,NA,118.7,0,0,3,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-1
2011,RO,519,2,2011,15,2135,2116,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,18,0,NA,0,NA,NA,3,NA,2,1,2,1,1,1,1,2,2,771.57,1,NA,2,1,2,2,4,1,4,2,1,NA,118.7,0,0,3,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2011,RO,532,2,2011,35,2349,2317,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,3,0,NA,29,NA,NA,3,NA,1,1,2,2,1,3,1,2,1,356.11,1,NA,2,1,1,2,4,1,2,2,2,NA,118.7,0,0,3,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,554,2,2011,20,0,-24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,24,0,NA,0,NA,NA,3,NA,1,1,1,1,1,3,2,2,1,771.57,2,NA,2,2,2,2,4,1,3,2,2,NA,201.79,0,0,3,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2011,RO,606,2,2011,20,2263,1643,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,55,0,0,NA,0,NA,0,620,0,NA,0,NA,NA,2,3,2,1,2,1,1,1,1,2,1,635.06,1,NA,1,2,2,2,1,1,3,2,1,NA,85.47,0,0,3,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-5
2011,RO,621,2,2011,30,1690,1664,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28,0,0,NA,0,NA,0,26,0,NA,0,NA,NA,3,NA,2,1,2,1,1,2,1,2,4,397.65,1,NA,2,2,2,1,1,1,2,2,1,NA,166.18,118.7,0,3,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2011,RO,640,2,2011,10,881,265,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,49,0,NA,567,NA,NA,2,NA,2,2,2,1,1,3,1,1,5,397.65,2,NA,2,2,2,2,1,1,4,2,1,NA,118.7,0,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,650,2,2011,28,4647,2958,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,34,NA,0,NA,0,1689,0,NA,0,NA,NA,3,NA,2,1,2,1,1,3,1,2,1,1187.03,2,NA,2,2,2,2,1,1,3,2,2,NA,71.22,154.31,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2011,RO,657,2,2011,25,2543,2539,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,4,0,NA,0,NA,NA,3,3,1,1,1,1,1,1,1,1,5,771.57,1,2,1,2,2,2,4,1,3,2,1,NA,94.96,66.47,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2011,RO,717,2,2011,30,2119,2096,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,5,0,NA,19,NA,NA,3,NA,2,1,1,1,1,2,1,1,2,830.92,1,NA,2,1,2,1,1,3,3,2,2,NA,23.74,118.7,0,1,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,722,2,2011,20,5548,5500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,48,NA,NA,3,NA,2,1,1,1,1,2,1,2,3,504.49,1,NA,2,1,2,2,1,1,6,1,1,NA,94.96,0,0,3,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,728,2,2011,25,965,778,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,187,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,2,3,267.08,3,NA,2,1,2,2,1,1,4,2,2,NA,243.34,56.03,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2011,RO,731,2,2011,25,2094,312,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1782,0,NA,0,NA,NA,3,NA,2,2,1,1,1,3,1,2,4,160.25,1,NA,2,1,2,2,1,5,6,2,1,NA,379.85,0,0,3,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,773,2,2011,10,3033,2673,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,359,0,NA,0,NA,3,2,NA,2,2,2,1,1,3,2,2,3,771.57,2,NA,2,2,2,2,4,1,2,2,1,NA,237.41,0,0,3,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-5
2011,RO,797,2,2011,30,2958,772,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,120,0,0,NA,0,NA,0,2186,0,NA,0,NA,NA,3,3,1,1,1,1,1,1,1,1,4,771.57,1,NA,2,2,2,2,4,1,2,1,1,NA,356.11,113.95,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-5
2011,RO,893,2,2011,40,3056,2989,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,2,65,NA,0,NA,NA,3,NA,1,1,2,3,3,3,1,2,3,504.49,2,2,2,2,2,2,1,1,2,2,1,NA,23.98,0,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,912,2,2011,20,1988,1966,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,23,0,NA,0,NA,NA,3,NA,2,1,2,1,1,1,1,2,1,397.65,2,NA,2,1,2,1,1,1,6,1,1,NA,237.41,35.61,0,3,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2011,RO,927,2,2011,15,4419,3017,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,909,0,392,NA,0,NA,0,1403,0,NA,0,NA,NA,3,NA,1,1,1,3,1,3,1,2,3,397.65,1,NA,2,2,2,2,1,1,3,2,1,NA,71.22,32.05,0,3,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2011,RO,944,2,2011,10,237,225,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,59,0,0,NA,0,NA,0,1,0,NA,11,NA,NA,2,NA,2,1,2,1,1,3,3,2,2,267.08,3,NA,2,2,1,2,4,1,5,2,1,NA,94.96,118.7,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2011,RO,951,2,2011,15,0,-19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,19,0,NA,0,NA,NA,3,NA,2,1,2,1,1,3,1,1,3,712.22,2,NA,2,2,2,1,3,1,3,2,1,28.49,83.09,0,0,1,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2011,RO,995,2,2011,17,0,-33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1,0,NA,31,NA,NA,3,NA,2,2,2,2,1,1,1,1,3,59.35,2,1,2,1,1,2,1,1,3,2,1,NA,23.74,83.09,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2011,RO,1017,2,2011,15,2494,2303,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,190,0,NA,0,NA,NA,2,NA,2,1,1,3,1,2,2,2,1,682.54,1,1,2,1,2,2,4,1,2,1,1,NA,35.61,71.22,0,3,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,1039,2,2011,8,0,-24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,24,0,NA,0,NA,NA,3,NA,2,1,1,1,1,1,2,2,2,563.84,1,NA,2,2,2,2,4,1,3,1,1,NA,71.22,0,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,1042,2,2011,18,1482,1476,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1,0,NA,5,NA,NA,3,NA,2,1,1,1,1,3,1,2,5,207.73,1,NA,2,1,2,1,1,1,2,2,2,NA,142.44,462.94,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2011,RO,1044,2,2011,16,11511,10536,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,99,0,0,NA,0,NA,0,975,0,NA,0,NA,NA,3,NA,2,1,2,1,1,3,1,1,3,1187.03,1,NA,2,1,2,2,1,5,3,2,1,NA,106.83,0,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,1048,2,2011,1,2459,2437,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,23,0,NA,0,NA,NA,2,NA,2,1,2,2,1,1,1,2,1,635.06,1,NA,2,2,2,2,1,1,5,2,1,NA,59.35,0,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-5
2011,RO,1093,2,2011,20,2531,2511,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,20,0,NA,0,NA,NA,1,NA,2,1,2,1,1,3,1,2,3,682.54,2,NA,2,2,2,2,4,1,2,2,1,NA,113.95,23.74,0,3,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2011,RO,1120,2,2011,15,1872,1861,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,11,0,NA,0,NA,NA,3,1,2,2,2,1,1,1,1,3,3,445.14,2,NA,2,1,2,2,4,1,4,2,1,NA,166.18,237.41,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-1
2011,RO,1123,2,2011,20,2974,2160,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,64,0,NA,750,NA,NA,3,NA,1,1,2,1,1,1,1,1,3,771.57,2,NA,2,2,1,2,1,1,6,2,1,NA,237.41,0,0,3,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-1
2011,RO,1162,2,2011,20,2015,1690,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,18,0,NA,306,NA,NA,3,NA,1,1,1,1,2,3,2,1,5,267.08,1,NA,2,1,2,1,1,1,3,2,1,NA,23.74,28.49,0,3,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2011,RO,1169,2,2011,20,4058,4028,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,0,NA,0,NA,0,30,0,NA,0,NA,NA,3,NA,1,2,2,1,1,1,1,2,3,635.06,1,NA,2,1,2,2,1,1,4,2,2,NA,47.48,0,0,3,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,1174,2,2011,22,1521,1489,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,163,0,0,NA,0,NA,0,32,0,NA,0,NA,NA,3,2,2,1,1,1,1,3,1,2,2,682.54,1,NA,2,2,2,2,1,1,2,2,2,NA,118.7,106.83,2.61,3,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2011,RO,1191,2,2011,40,3560,3248,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,12,0,NA,300,NA,NA,3,3,1,1,1,1,1,1,1,2,2,771.57,1,2,2,2,2,2,1,1,3,2,1,NA,296.76,166.18,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,1229,2,2011,20,1181,208,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,128,0,0,NA,0,NA,0,973,0,NA,0,NA,NA,3,NA,2,1,2,1,1,1,1,1,1,504.49,1,NA,2,2,2,1,1,1,2,2,1,NA,213.67,113.95,0,3,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2011,RO,1259,2,2011,30,3011,2858,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,153,0,NA,0,NA,NA,1,NA,2,1,1,1,1,3,1,2,2,771.57,2,NA,2,2,2,2,4,1,2,2,1,NA,23.74,71.22,0,3,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-5
2011,RO,1261,2,2011,40,1058,1028,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18,0,0,NA,0,NA,0,30,0,NA,0,NA,NA,1,3,2,1,2,1,1,2,1,3,2,41.55,3,NA,2,1,2,2,1,1,1,2,1,NA,189.92,71.22,0,3,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2011,RO,1316,2,2011,15,3167,3042,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,124,0,NA,0,NA,NA,1,NA,2,1,1,2,1,1,2,1,3,563.84,1,2,2,1,2,2,1,1,3,2,1,NA,142.44,0,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,1323,2,2011,10,7519,7365,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,153,0,NA,0,NA,NA,2,NA,2,2,2,1,1,1,1,2,1,1187.03,2,1,2,2,2,2,1,1,3,1,2,NA,11.87,284.89,2.61,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2011,RO,1356,2,2011,19,3102,3101,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1,NA,NA,3,NA,1,1,1,1,1,3,1,3,2,326.43,2,NA,2,1,2,2,1,4,2,2,1,NA,142.44,118.7,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-5
2011,RO,1429,2,2011,25,2114,2094,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,20,0,NA,0,NA,NA,3,NA,2,1,2,1,1,2,1,2,4,593.51,2,NA,2,2,2,2,4,1,4,2,1,NA,35.61,47.48,0,3,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2011,RO,1446,2,2011,30,2560,2509,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,153,0,0,NA,0,NA,0,3,0,NA,48,NA,NA,3,NA,2,1,2,1,1,1,1,2,1,504.49,1,1,2,2,1,1,1,1,3,1,2,NA,29.68,0,0,1,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-2
2011,RO,1447,2,2011,25,1389,1362,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20,0,0,NA,0,NA,0,27,0,NA,0,NA,NA,2,NA,2,1,1,3,1,3,2,1,3,267.08,1,NA,2,1,2,2,1,1,3,1,1,NA,11.87,0,0,1,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2011,RO,1497,2,2011,20,1334,1329,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,5,0,NA,0,NA,NA,3,NA,2,2,2,1,1,3,1,1,3,682.54,2,2,2,2,2,2,1,1,3,1,2,NA,261.15,0,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,1503,2,2011,19,3614,3396,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,218,0,NA,0,NA,NA,3,3,2,1,2,1,1,1,1,2,2,771.57,2,NA,2,2,2,2,1,1,2,2,1,NA,42.73,0,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2011,RO,1512,2,2011,15,3202,3170,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,81,0,0,NA,0,NA,0,3,0,NA,29,NA,NA,3,NA,1,1,1,1,1,1,1,2,3,771.57,1,NA,2,2,2,1,4,1,6,1,2,NA,106.83,83.09,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,1513,2,2011,20,1479,1458,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,21,0,NA,0,NA,NA,3,NA,2,1,2,1,1,1,1,3,2,712.22,2,NA,2,2,1,2,1,1,2,1,1,NA,47.48,0,0,1,1,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-3
2011,RO,1583,2,2011,10,0,-287,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,287,0,NA,0,NA,NA,3,NA,2,1,1,1,1,2,1,1,3,771.57,2,NA,2,2,2,1,4,1,3,2,1,NA,47.48,47.48,0,1,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
2011,RO,1587,2,2011,35,6207,3972,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,2235,0,NA,0,NA,NA,3,3,2,2,1,1,1,2,1,1,5,771.57,1,NA,2,1,2,1,4,1,2,2,1,NA,71.22,0,0,1,3,NA,1,1,NA,NA,NA,NA,NA,RO11,RO11-4
