HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY081N,HY100N,HY131N,HY145N,HY170N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HY170G,HS011,HS021,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH021,HH030,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HX010,HX040,HX050,HX060,HX070,HX080,HX090,HX120,DB040,NR_ITW
2011,BE,156,2,2011,19,143873,125373,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,204,NA,0,0,0,NA,18501,NA,3,3,NA,1,1,1,1,1,1,1,1,5,3500,3,3,2,2,2,2,2,2,6,2,1,NA,NA,1588.5,800,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,219,1,2011,21,40527,39792,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22866,0,0,NA,0,NA,0,0,0,NA,735,NA,NA,3,NA,1,1,2,1,1,2,1,1,4,3100,3,2,2,2,1,2,1,2,6,2,1,NA,NA,372.2,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2011,BE,239,2,2011,17,145018,141279,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,8,NA,0,0,0,NA,3739,NA,3,3,NA,1,1,1,1,1,1,1,1,2,5170,1,3,2,2,2,2,2,3,4,2,1,1200,NA,382.38,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,274,2,2011,29,24896,24885,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,11,NA,NA,3,NA,1,1,1,1,1,1,1,1,4,2500,1,NA,2,2,2,2,2,3,6,2,1,NA,NA,656,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2011,BE,294,1,2011,32,28493,11786,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,5835,NA,0,NA,0,0,0,NA,16707,NA,3,3,NA,1,1,1,1,1,1,1,1,3,9000,3,NA,2,1,2,2,1,1,6,1,1,NA,NA,434.44,1924,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,297,1,2011,9,33660,13484,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,20176,NA,NA,3,NA,1,1,1,1,2,1,1,1,4,2000,1,3,2,1,1,2,1,1,6,1,1,NA,NA,296.06,1356,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,308,2,2011,24,35924,21509,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,14415,NA,3,3,3,1,1,1,1,1,2,1,1,5,2000,1,3,2,2,2,1,2,2,6,2,1,230,NA,548.42,940,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,312,1,2011,21,12305,11591,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,714,NA,NA,3,NA,1,1,1,1,1,1,1,3,4,4000,3,1,2,2,2,1,1,3,6,2,1,1100,NA,748.48,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2011,BE,340,2,2011,19,38094,32457,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,5637,NA,3,3,NA,1,1,1,1,1,1,1,1,5,3500,2,NA,1,2,2,2,2,1,5,2,1,NA,NA,158.83,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,343,2,2011,26,91326,86450,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,8149,NA,741,NA,0,0,2868,NA,2009,NA,3,1,NA,1,1,1,1,1,1,1,3,4,1300,3,2,2,1,1,2,1,4,3,2,1,345,NA,448.17,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,352,1,2011,25,37325,36143,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1622,NA,0,0,0,NA,1182,NA,NA,3,NA,2,1,1,1,1,1,1,1,3,1500,2,NA,2,2,1,2,1,3,6,2,1,NA,NA,283.08,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,362,1,2011,28,119616,124626,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,-5010,NA,3,3,NA,1,1,1,1,1,1,1,1,4,1500,1,NA,2,2,2,2,1,1,4,2,1,NA,NA,284.74,1450,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2011,BE,366,1,2011,27,43425,-35756,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5863,NA,0,0,0,NA,79181,NA,3,3,NA,1,1,1,1,1,1,1,1,6,3700,3,NA,2,2,2,1,4,1,6,1,1,NA,NA,433.79,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,393,2,2011,44,22277,12999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18951,0,0,NA,854,NA,0,0,0,NA,9278,NA,3,3,NA,1,1,1,1,1,2,1,1,5,2500,2,NA,2,1,2,2,2,2,6,1,1,NA,NA,1046.35,112,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,400,2,2011,32,34138,42249,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3196,NA,0,0,0,NA,-8111,NA,3,3,NA,1,1,2,1,1,1,1,1,6,2500,3,NA,2,2,2,2,1,1,6,2,1,NA,NA,1107.6,1800,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,403,1,2011,54,1872,1329,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,56,NA,0,0,0,NA,543,NA,NA,3,NA,2,1,1,1,1,1,1,1,3,2500,1,NA,2,1,2,1,2,1,4,1,1,NA,NA,320,703.31,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-5
2011,BE,406,1,2011,11,35271,19643,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,15628,NA,NA,3,NA,1,1,1,1,3,1,1,1,5,2500,2,1,2,2,2,1,4,2,6,2,1,NA,NA,1183.87,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-5
2011,BE,428,2,2011,23,20235,18710,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,524,NA,0,0,0,NA,1525,NA,NA,3,3,1,1,1,1,1,1,1,1,1,50,1,NA,2,2,2,2,2,1,6,2,1,NA,NA,286.59,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,495,2,2011,9,10470,10257,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,43,NA,0,0,0,NA,212,NA,3,3,3,2,1,1,1,1,1,3,1,4,3000,3,NA,2,2,2,2,2,2,6,2,1,NA,NA,429.48,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-5
2011,BE,508,2,2011,18,31293,17249,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,8259,NA,5785,NA,3,3,NA,2,1,1,1,1,3,1,1,4,1667,3,NA,2,2,2,2,3,3,5,2,1,NA,NA,NA,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,509,2,2011,28,70,-36,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,70,NA,0,0,0,NA,105,NA,NA,NA,3,2,1,1,1,1,2,1,1,5,1500,3,NA,2,2,2,2,2,1,5,1,1,NA,NA,627.4,423,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-5
2011,BE,521,2,2011,23,20141,18124,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,5232,NA,-3216,NA,3,3,NA,1,1,1,1,1,1,1,1,5,1519,3,NA,2,2,2,2,2,3,4,2,1,NA,NA,658.25,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2011,BE,534,2,2011,25,26564,23781,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,183,NA,0,0,995,NA,1787,NA,3,3,NA,1,1,1,1,1,1,1,1,6,2000,3,NA,2,1,1,1,1,1,2,1,1,NA,NA,606.47,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,544,1,2011,21,14387,14346,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,41,NA,3,3,3,1,1,2,1,1,1,1,1,4,3000,1,NA,2,2,2,2,2,1,6,2,1,NA,NA,602.66,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-5
2011,BE,570,2,2011,4,5532,-19137,5532,5532,NA,NA,NA,NA,NA,NA,NA,NA,5532,0,0,0,0,NA,0,NA,0,0,0,NA,24669,NA,1,3,3,2,1,2,1,1,3,1,1,2,3500,3,NA,2,2,2,2,3,1,4,2,1,NA,NA,554.43,1190,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,574,2,2011,21,95058,83263,11382,11382,NA,NA,NA,NA,NA,NA,NA,NA,11382,0,0,0,0,NA,172,NA,0,0,0,NA,11795,NA,NA,3,1,1,1,1,1,1,1,1,1,5,4000,2,NA,2,2,2,2,4,1,6,2,1,NA,NA,814.74,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2011,BE,578,1,2011,10,13744,1292,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,12452,NA,NA,3,NA,2,1,1,1,1,1,1,1,6,3000,3,NA,2,2,1,1,3,2,6,2,1,NA,NA,319.69,721,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,582,2,2011,21,27108,27522,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,391,NA,0,0,0,NA,-414,NA,3,3,NA,1,1,1,1,1,1,1,1,4,1200,3,NA,2,2,2,1,4,1,2,2,1,NA,NA,1183.87,1400,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2011,BE,584,2,2011,21,19944,19926,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,12,NA,0,0,0,NA,18,NA,3,3,NA,1,2,2,1,1,1,1,1,4,2700,1,NA,2,2,2,2,1,1,6,2,1,NA,NA,315.29,1700,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2011,BE,625,2,2011,19,114236,99671,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17230,0,0,NA,198,NA,0,0,2913,NA,11651,NA,1,3,NA,1,1,1,1,1,1,1,1,4,5000,1,NA,2,2,2,2,1,4,6,2,1,NA,NA,300,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,637,1,2011,27,45,-227,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,45,NA,0,0,121,NA,152,NA,NA,3,NA,1,1,2,1,1,3,1,1,3,900,3,NA,2,2,2,2,3,1,6,2,2,286,NA,409.71,800,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,641,2,2011,23,51902,41067,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,10836,NA,3,3,NA,1,1,2,1,1,1,1,1,3,2000,1,NA,2,2,2,1,1,3,6,2,1,NA,NA,857.66,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,647,2,2011,25,16456,11984,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,4471,NA,3,3,3,2,1,2,1,1,1,1,1,4,2500,1,NA,2,2,1,1,2,4,5,2,1,695,NA,313.68,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,652,2,2011,32,24865,10359,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,14506,NA,NA,3,NA,1,1,1,1,1,1,1,1,5,1850,2,NA,2,2,1,2,3,1,6,2,1,NA,NA,319.69,406,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2011,BE,693,2,2011,15,23027,12396,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10444,0,0,NA,0,NA,0,0,60280,NA,-49649,NA,3,3,NA,2,1,1,1,1,1,1,1,3,3000,2,NA,2,2,2,2,3,2,5,2,1,NA,NA,767.1,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2011,BE,697,2,2011,69,27401,30646,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11355,0,0,NA,0,NA,0,0,0,NA,-3244,NA,3,3,NA,2,1,2,1,1,2,1,1,1,1200,2,NA,2,2,2,2,1,3,5,2,1,NA,NA,269.09,250,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,735,3,2011,23,145389,117519,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,91177,NA,0,NA,0,0,0,NA,27870,NA,NA,3,NA,1,1,1,1,1,1,1,1,6,1200,2,NA,2,2,2,1,4,1,6,2,1,NA,NA,606.47,1400,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2011,BE,740,2,2011,23,45773,40250,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,5523,NA,NA,3,3,1,1,1,1,1,1,1,1,6,3000,3,NA,2,1,2,2,1,1,6,2,1,700,NA,857.66,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,757,1,2011,35,57921,57107,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,814,NA,NA,3,NA,1,1,2,1,1,1,1,1,1,2000,2,NA,2,2,2,2,2,1,5,2,1,NA,NA,381.17,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,795,2,2011,8,53185,38992,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,11039,NA,0,0,0,NA,14194,NA,3,3,NA,1,1,1,1,1,1,1,1,5,3500,3,NA,2,2,2,1,1,2,6,1,1,NA,NA,420.7,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2011,BE,800,2,2011,11,40977,39269,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,953,NA,0,0,0,NA,1708,NA,3,3,3,1,1,1,1,2,3,1,1,5,2500,3,NA,2,2,2,1,2,1,6,2,1,NA,NA,606.68,392,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,805,1,2011,18,55752,43273,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,27507,0,0,NA,0,NA,0,0,0,NA,12479,NA,NA,3,3,1,1,2,1,2,1,1,1,2,2700,3,NA,2,2,2,2,2,2,6,2,1,NA,NA,534.01,567.5,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-5
2011,BE,831,2,2011,15,23053,39087,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2474,NA,0,0,0,NA,-16034,NA,NA,3,NA,1,1,1,1,1,1,1,1,4,1000,2,NA,2,2,2,2,1,4,6,1,1,NA,NA,336.27,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,845,2,2011,20,119100,118091,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25744,0,0,NA,0,NA,0,0,0,NA,1009,NA,NA,3,NA,2,1,1,1,1,1,1,1,4,2500,3,NA,2,2,2,2,1,1,6,2,1,NA,NA,451.17,1143,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2011,BE,847,2,2011,15,51781,51575,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,21,NA,0,0,0,NA,206,NA,NA,3,NA,1,1,2,1,1,1,1,1,4,2900,2,NA,2,2,2,2,2,3,5,2,1,NA,NA,304.42,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,888,1,2011,22,6636,14460,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,98,NA,0,0,36487,NA,-44311,NA,3,3,NA,1,1,1,1,1,1,1,1,5,4000,1,NA,2,1,2,2,2,2,6,1,1,NA,NA,897.51,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,891,2,2011,27,23419,22904,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,515,NA,3,NA,NA,1,1,2,1,1,1,1,1,4,2470,3,NA,2,1,2,2,NA,2,4,2,1,NA,NA,311.75,350,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2011,BE,896,1,2011,16,9843,8089,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1754,NA,NA,3,3,1,1,1,1,1,1,1,1,6,1300,2,NA,2,1,2,2,2,1,6,1,1,490,NA,197.25,725,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2011,BE,897,2,2011,23,13097,8220,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,310,NA,0,0,0,NA,4877,NA,NA,3,NA,2,1,2,1,1,3,1,1,2,NA,1,NA,2,1,2,2,1,3,6,2,1,566.37,NA,327.56,0,1,2,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2011,BE,918,2,2011,26,26971,26906,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,65,NA,NA,3,NA,1,1,1,1,1,1,1,1,3,2000,3,NA,2,2,2,2,1,2,6,2,1,NA,NA,764.4,406,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2011,BE,936,2,2011,27,27256,13356,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,13900,NA,3,3,NA,1,2,1,1,1,1,1,1,4,3500,2,NA,1,2,1,1,2,2,4,2,1,NA,NA,703.33,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2011,BE,948,1,2011,11,10654,10579,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,87,NA,0,0,0,NA,75,NA,3,3,3,2,1,1,1,1,1,1,2,4,950,1,NA,2,2,2,2,2,3,5,1,1,NA,NA,732.36,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,957,1,2011,18,19981,12232,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,8085,NA,27,NA,0,0,0,NA,7749,NA,3,3,NA,1,1,1,1,1,1,1,1,3,1500,3,NA,2,2,2,2,2,2,6,2,1,NA,NA,372.58,325,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2011,BE,966,3,2011,11,12218,12171,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,122,NA,-75,NA,NA,3,NA,2,2,1,1,1,1,1,1,2,2600,1,1,2,2,2,2,4,3,6,2,1,329.74,NA,580.42,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,971,1,2011,31,402,-38,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,402,NA,0,0,2493,NA,-2053,NA,NA,3,3,2,1,1,1,1,1,1,2,5,1200,3,1,2,1,2,2,2,5,5,2,1,NA,NA,525.76,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,976,1,2011,12,14755,14700,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2328,NA,0,0,0,NA,55,NA,NA,3,3,2,1,1,1,1,1,1,1,3,2200,2,1,2,2,2,2,3,2,6,2,1,NA,NA,166.23,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2011,BE,1001,1,2011,16,28464,20035,3195,3195,NA,NA,NA,NA,NA,NA,NA,NA,3195,0,0,0,0,NA,999,NA,0,0,8968,NA,-539,NA,3,3,NA,1,1,1,1,1,1,1,3,6,4200,3,NA,2,2,2,2,1,1,5,2,1,NA,NA,158.83,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2011,BE,1007,1,2011,27,43107,38879,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2545,NA,0,0,0,NA,4228,NA,NA,3,NA,1,1,1,1,3,1,1,1,6,3000,1,NA,2,2,2,1,1,1,6,1,1,NA,NA,641.3,0,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
