HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY100N,HY145N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY090G,HY100G,HY110G,HY120G,HY130G,HY140G,HS010,HS020,HS030,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH020,HH030,HH040,HH050,HH060,HH061,HH070,HH080,HH090,MH010,MH020,MH030,MH040,MH050,MH060,MH070,MH080,MH090,MH100,MH110,MH120,MH130,MH140,MH150,MH160,HX040,HX050,HX090,HX080,HX060,HX070,HX020,HX010,HY081N,HY131N,HY081G,HY131G,DB040,NR_ITW
2007,RO,182,3,2007,5,916,897,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,10,0,9,NA,2,NA,2,1,1,1,1,2,1,1,1,198.54,2,NA,2,2,2,1,1,1,1,2,1,NA,42.54,99.27,1,2,2,1,NA,NA,2,2,NA,3,3,3,3,3,3,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2007,RO,194,3,2007,25,454,439,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,14,0,0,NA,2,2,2,1,2,2,1,2,1,2,1,283.62,1,NA,2,2,2,2,1,1,2,1,1,NA,28.36,73.74,1,2,2,1,1,NA,1,2,NA,3,3,3,3,2,2,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-5
2007,RO,206,3,2007,15,418,417,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,2,NA,2,1,1,1,1,1,1,3,3,482.16,1,NA,2,2,2,2,1,1,2,2,1,NA,113.45,104.94,1,1,2,1,1,NA,1,2,NA,2,3,3,3,3,3,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2007,RO,218,3,2007,50,501,486,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,15,0,0,NA,2,2,1,1,1,1,1,1,1,3,3,425.44,1,NA,2,2,1,2,1,1,3,2,2,NA,28.36,28.36,1,2,2,1,1,NA,2,2,NA,2,3,3,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-5
2007,RO,261,3,2007,60,0,-39,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,39,0,0,NA,2,2,2,1,2,1,1,3,3,2,4,850.87,1,NA,2,1,2,2,1,3,2,2,1,NA,141.81,25.53,1,1,1,1,NA,NA,2,2,NA,2,3,2,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-3
2007,RO,269,3,2007,30,91,87,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,4,0,0,NA,2,NA,2,1,2,1,1,1,1,2,1,638.15,1,NA,2,1,2,2,1,1,2,2,2,NA,241.08,70.91,1,2,2,1,NA,NA,1,2,NA,2,3,2,3,3,2,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2007,RO,328,3,2007,30,1185,804,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,381,0,0,NA,2,NA,2,1,1,2,1,2,1,1,4,212.72,1,NA,2,2,2,2,4,1,2,2,2,NA,198.54,28.36,1,1,1,1,1,NA,1,2,NA,2,3,3,1,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-3
2007,RO,346,3,2007,16,789,727,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,62,0,0,2,1,NA,1,1,1,1,1,2,1,1,1,311.99,1,NA,2,2,2,2,NA,1,2,2,1,NA,85.09,11.34,2,2,2,1,1,NA,1,2,NA,2,3,1,3,3,2,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-3
2007,RO,360,3,2007,15,333,308,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,25,0,0,NA,2,NA,1,1,2,3,1,2,1,1,1,638.15,2,NA,1,2,2,2,4,1,2,2,1,NA,42.54,155.99,1,1,1,1,NA,NA,2,2,NA,2,3,3,3,3,2,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2007,RO,366,3,2007,20,1546,1545,0,0,NA,NA,NA,NA,NA,0,0,3,0,0,0,NA,0,1,0,0,NA,2,NA,1,1,2,1,1,1,1,3,3,269.44,1,NA,2,2,2,2,4,1,4,2,1,NA,28.36,28.36,2,2,2,1,NA,NA,1,2,NA,3,3,2,3,2,2,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2007,RO,416,3,2007,30,2422,2398,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,24,0,0,NA,2,NA,2,1,2,2,1,3,1,2,3,269.44,2,NA,2,2,2,2,4,1,2,1,1,NA,56.72,92.18,1,1,2,1,1,NA,2,2,NA,2,3,2,3,2,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-1
2007,RO,446,3,2007,30,1822,1807,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,15,0,NA,2,NA,2,1,1,1,2,1,3,2,2,226.9,1,NA,2,1,2,2,1,1,3,2,2,NA,198.54,70.91,2,1,2,1,NA,NA,1,1,NA,2,3,2,3,3,2,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2007,RO,493,3,2007,17,522,521,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,0,0,NA,2,NA,1,1,1,1,1,2,2,2,3,184.36,1,NA,2,2,2,2,4,1,2,2,2,NA,42.54,42.54,1,1,2,1,1,NA,2,2,NA,1,3,1,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-3
2007,RO,512,3,2007,10,2089,1935,0,0,NA,NA,NA,NA,NA,0,0,0,0,1183,0,NA,0,154,0,0,NA,2,NA,2,1,1,1,1,2,1,2,1,425.44,1,1,2,2,2,1,NA,1,3,2,2,NA,NA,99.27,2,1,1,1,NA,NA,2,2,NA,3,3,3,2,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-3
2007,RO,513,3,2007,17,610,578,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,32,0,0,NA,2,NA,1,1,1,1,1,1,1,2,3,638.15,1,NA,2,1,2,1,1,1,3,2,2,NA,NA,99.27,2,1,1,1,1,NA,2,2,NA,3,3,3,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-5
2007,RO,518,3,2007,15,1674,1200,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,474,0,0,NA,2,NA,2,1,2,1,1,2,3,3,2,368.71,2,NA,2,1,2,1,4,1,1,2,2,NA,85.09,28.36,2,1,2,1,1,NA,1,2,NA,1,3,3,3,3,3,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2007,RO,519,3,2007,30,4280,4279,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,0,0,NA,2,NA,2,1,2,2,1,2,1,2,3,283.62,2,NA,2,2,2,2,4,1,2,2,1,28.36,28.36,70.91,1,2,2,1,NA,NA,1,2,NA,2,3,3,2,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-3
2007,RO,559,3,2007,60,629,604,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,25,NA,2,NA,2,1,1,1,1,1,3,2,2,311.99,1,NA,2,1,2,2,4,1,3,1,1,NA,99.27,56.72,2,1,2,1,NA,NA,1,1,NA,2,3,2,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2007,RO,563,3,2007,40,231,221,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,10,0,0,NA,2,NA,2,1,1,1,1,1,1,1,3,269.44,2,1,2,2,2,2,4,1,2,2,1,NA,99.27,141.81,2,1,1,1,1,NA,2,2,NA,2,3,3,2,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2007,RO,573,3,2007,30,976,935,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,0,40,NA,2,NA,1,1,1,1,1,2,1,2,3,368.71,2,1,2,1,2,2,4,1,4,1,2,NA,70.91,28.36,2,1,2,1,1,NA,2,2,NA,2,3,2,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2007,RO,634,3,2007,30,634,618,0,0,NA,NA,NA,NA,NA,0,0,28,0,306,0,NA,0,16,0,0,NA,2,NA,2,1,2,2,1,2,1,2,5,538.88,2,NA,2,1,2,2,1,1,2,2,1,NA,226.9,85.09,2,1,2,1,1,NA,1,2,NA,2,3,3,3,2,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-3
2007,RO,676,3,2007,45,837,837,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,2,NA,2,1,2,2,1,2,2,1,3,155.99,2,NA,2,1,1,2,4,1,3,2,2,NA,31.2,59.56,1,2,2,1,NA,NA,2,2,NA,2,3,1,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2007,RO,697,3,2007,45,1233,1183,0,0,NA,NA,NA,NA,NA,0,0,44,0,0,0,NA,0,50,0,0,NA,2,NA,2,1,2,2,1,1,2,3,1,425.44,1,NA,2,2,2,2,1,1,2,2,1,NA,56.72,70.91,1,1,2,1,1,NA,2,2,NA,2,3,1,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2007,RO,719,3,2007,25,0,-142,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,142,0,0,NA,1,2,1,1,2,1,1,1,1,2,4,340.35,1,NA,2,2,2,2,4,1,2,2,1,NA,42.54,99.27,1,1,2,1,2,NA,1,2,NA,2,3,2,3,2,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-1
2007,RO,724,3,2007,30,1218,1101,0,0,NA,NA,NA,NA,NA,0,0,289,0,0,0,NA,0,117,0,0,NA,2,1,1,2,2,1,1,1,1,3,3,269.44,2,NA,2,2,2,2,3,1,2,2,1,NA,226.9,42.54,1,1,2,1,NA,NA,2,2,NA,2,3,1,3,3,3,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2007,RO,726,3,2007,10,1929,1911,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,18,0,0,NA,2,NA,2,2,2,2,1,3,1,3,3,226.9,2,NA,2,2,2,2,1,1,2,2,1,NA,113.45,31.2,1,1,2,1,NA,NA,1,2,NA,2,3,1,3,2,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2007,RO,793,3,2007,30,1163,1122,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,41,0,0,NA,2,NA,2,2,1,1,1,2,1,3,6,425.44,1,2,2,2,1,2,4,1,3,2,2,NA,85.09,99.27,2,2,1,1,1,NA,1,2,NA,2,3,2,2,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2007,RO,815,3,2007,11,1214,223,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,991,0,0,NA,2,NA,1,1,2,1,2,1,1,2,3,368.71,2,NA,2,2,2,2,1,1,2,2,2,NA,48.22,28.36,1,1,2,1,1,NA,2,2,NA,2,3,2,3,3,2,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-5
2007,RO,841,3,2007,30,475,474,0,0,NA,NA,NA,NA,NA,0,0,5,0,0,0,NA,0,0,0,1,NA,2,NA,2,2,1,2,1,2,1,2,4,638.15,2,NA,2,2,2,2,1,1,2,2,2,NA,141.81,127.63,2,1,2,1,NA,NA,2,2,NA,3,3,3,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2007,RO,851,3,2007,25,1360,1339,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,21,0,0,NA,2,NA,2,1,1,1,1,1,2,2,2,638.15,1,NA,2,1,2,2,4,1,4,1,1,NA,56.72,28.36,2,2,2,1,NA,NA,1,2,NA,2,3,2,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-1
2007,RO,861,3,2007,16,249,224,0,0,NA,NA,NA,NA,NA,0,0,249,0,0,0,NA,0,25,0,0,NA,1,NA,2,1,2,1,1,1,1,1,1,269.44,2,NA,2,1,2,2,4,1,1,2,1,NA,56.72,28.36,1,2,2,1,1,NA,1,2,NA,2,3,2,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2007,RO,889,3,2007,20,590,590,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,2,NA,2,1,1,1,1,2,1,2,3,184.36,1,NA,2,1,2,2,1,1,2,2,1,7.09,113.45,283.62,2,1,2,1,1,NA,2,2,NA,2,3,3,2,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2007,RO,935,3,2007,20,689,-672,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1361,0,0,NA,1,NA,2,1,2,1,1,1,1,2,3,311.99,3,2,2,2,2,2,4,1,3,1,1,NA,5.67,28.36,2,2,2,1,1,NA,2,2,NA,2,3,3,2,1,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-1
2007,RO,936,3,2007,50,901,776,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,125,0,0,NA,2,NA,1,1,1,1,1,1,1,1,5,638.15,2,1,2,2,2,2,4,1,3,1,1,NA,184.36,8.51,1,1,2,1,1,NA,1,1,NA,2,3,3,3,3,3,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-5
2007,RO,944,3,2007,30,1961,1836,0,0,NA,NA,NA,NA,NA,0,0,576,0,720,0,NA,0,126,0,0,NA,2,NA,2,1,1,2,1,2,2,1,5,567.25,2,NA,2,1,2,2,1,1,5,2,2,NA,2.84,28.36,2,2,1,1,1,NA,2,2,NA,2,3,3,2,3,3,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-5
2007,RO,952,3,2007,30,515,492,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,10,0,13,NA,2,NA,2,1,2,1,1,2,2,1,2,709.06,1,NA,2,2,2,2,1,1,2,2,1,NA,11.34,70.91,1,1,2,1,NA,NA,1,2,NA,2,3,3,2,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-5
2007,RO,955,3,2007,30,437,435,0,0,NA,NA,NA,NA,NA,0,0,39,0,0,0,NA,0,2,0,0,NA,2,2,2,1,2,2,2,3,2,1,3,638.15,1,NA,1,1,1,1,1,1,2,1,1,NA,42.54,42.54,1,1,1,1,1,NA,2,2,NA,2,3,2,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2007,RO,963,3,2007,15,757,724,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,33,0,0,NA,2,2,2,1,2,1,1,2,1,1,4,340.35,1,NA,2,2,1,2,1,1,2,2,1,NA,170.17,68.07,2,2,2,2,1,NA,1,2,NA,2,3,3,3,3,2,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2007,RO,1015,NA,2007,10,1279,1177,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,102,0,0,NA,2,NA,2,1,2,1,1,2,1,2,1,638.15,1,NA,2,2,2,2,4,1,2,2,2,NA,28.36,113.45,2,1,2,1,NA,NA,1,2,NA,2,3,2,3,3,2,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-1
2007,RO,1051,3,2007,20,244,213,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,31,0,0,NA,2,NA,2,1,2,2,1,2,2,2,2,638.15,1,NA,2,2,2,2,4,1,2,2,1,NA,170.17,155.99,1,2,2,1,NA,NA,2,2,NA,2,3,3,2,2,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2007,RO,1171,3,2007,16,3068,3052,0,0,NA,NA,NA,NA,NA,0,0,10,0,0,0,NA,0,16,0,0,NA,2,NA,1,1,1,1,1,3,1,3,2,638.15,2,2,2,2,2,1,4,1,3,2,2,NA,28.36,70.91,2,1,2,1,1,NA,1,2,NA,3,3,3,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-5
2007,RO,1195,3,2007,20,1276,1275,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,0,0,NA,1,NA,2,1,1,3,1,2,1,2,5,538.88,2,NA,2,2,2,2,1,1,3,2,1,NA,85.09,138.98,1,1,1,1,1,NA,2,2,NA,3,3,1,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2007,RO,1219,3,2007,35,1219,1198,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,21,0,0,NA,2,NA,2,1,1,1,1,1,1,1,2,638.15,2,NA,2,2,2,2,4,1,2,2,1,NA,56.72,28.36,2,2,2,1,NA,NA,1,2,NA,2,3,2,3,3,2,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-1
2007,RO,1220,3,2007,20,1455,1342,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,113,0,0,NA,1,NA,2,2,2,1,2,2,1,2,4,538.88,1,NA,2,2,2,2,4,1,2,2,1,NA,113.45,70.91,1,1,2,1,1,NA,2,2,NA,2,3,1,3,2,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-1
2007,RO,1231,3,2007,30,799,798,0,0,NA,NA,NA,NA,NA,0,0,14,0,0,0,NA,0,1,0,0,NA,2,2,1,1,1,1,1,3,2,2,3,567.25,1,NA,2,2,2,2,4,1,2,1,2,NA,85.09,28.36,1,2,2,1,1,NA,1,2,NA,2,3,3,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2007,RO,1234,3,2007,25,536,522,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,14,0,0,NA,2,NA,2,1,1,1,1,1,1,3,3,269.44,2,1,2,1,2,2,4,1,2,1,1,NA,70.91,28.36,1,2,1,2,1,NA,1,2,NA,3,3,3,3,2,2,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2007,RO,1253,3,2007,40,1013,1011,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,0,0,NA,2,NA,2,2,2,1,1,1,2,1,6,397.07,2,NA,2,1,1,2,3,1,2,2,1,NA,22.69,25.53,1,1,2,1,1,NA,1,2,NA,3,3,1,2,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-3
2007,RO,1311,3,2007,18,1826,1825,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1,0,0,NA,2,NA,2,2,1,1,1,2,2,1,1,538.88,2,NA,2,2,2,1,4,1,1,2,2,NA,17.02,56.72,1,1,2,1,NA,NA,2,2,NA,3,3,1,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-5
2007,RO,1331,3,2007,15,470,427,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,43,0,0,NA,1,NA,2,1,1,3,1,1,1,1,5,241.08,3,NA,2,2,2,2,1,1,4,2,2,NA,184.36,82.25,1,1,2,1,1,NA,2,2,NA,3,3,1,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-2
2007,RO,1365,3,2007,45,1080,1079,0,0,NA,NA,NA,NA,NA,0,0,34,0,0,0,NA,0,0,0,2,NA,2,NA,2,1,2,1,1,1,1,2,2,212.72,1,NA,1,2,2,2,1,1,3,2,1,NA,28.36,70.91,1,1,2,1,1,NA,1,2,NA,1,3,3,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-4
2007,RO,1370,3,2007,30,3520,3435,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,85,0,0,2,2,2,1,1,1,1,1,2,3,1,5,99.27,1,2,2,2,2,2,4,1,2,1,1,NA,85.09,99.27,1,2,2,1,1,NA,1,2,NA,2,3,2,3,3,2,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-5
2007,RO,1372,3,2007,10,3247,3238,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,9,0,0,NA,2,NA,2,1,1,1,1,2,2,1,3,28.36,2,NA,2,2,1,1,1,1,5,2,1,NA,170.17,85.09,1,2,2,1,NA,NA,1,2,NA,2,3,1,3,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-3
2007,RO,1442,3,2007,45,2846,2833,0,0,NA,NA,NA,NA,NA,0,0,1080,0,1349,0,NA,0,12,0,0,NA,2,NA,2,1,2,1,1,2,2,1,3,70.91,2,NA,2,1,2,2,4,1,2,2,1,NA,42.54,70.91,1,2,1,1,1,NA,1,2,NA,3,3,1,2,3,3,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO01,RO01-2
