HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY030N,HY081N,HY100N,HY131N,HY145N,HY170N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HY170G,HS011,HS021,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH021,HH030,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HD080,HD100,HD110,HD120,HD140,HD150,HD160,HD170,HD180,HD190,HD200,HD210,HD220,HD240,HX010,HX040,HX050,HX060,HX070,HX080,HX090,HX120,DB040,NR_ITW
2013,BE,83,2,2013,32,70940,64685,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,3892,NA,2363,NA,NA,1,NA,1,1,1,1,1,3,1,1,4,4000,1,NA,2,2,2,2,3,1,6,1,1,NA,NA,723.78,248,1,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-5
2013,BE,88,2,2013,15,53374,45768,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,184,NA,0,0,2415,NA,5191,NA,3,3,3,1,1,2,1,1,3,1,1,5,2000,3,NA,2,1,2,2,NA,2,3,2,1,NA,NA,624.66,NA,1,1,1,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,111,2,2013,18,25342,25274,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,59,NA,0,0,0,NA,67,NA,NA,3,NA,2,1,1,1,3,3,1,1,5,1600,3,NA,2,2,2,2,1,4,4,1,1,NA,NA,259.5,NA,1,1,2,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2013,BE,115,2,2013,18,16705,8056,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,625,NA,0,0,0,NA,8650,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,2000,3,3,2,1,2,2,1,2,6,2,1,1020,NA,427.82,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2013,BE,143,2,2013,20,115237,115221,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,16,NA,NA,2,NA,1,1,1,1,1,1,2,1,5,5000,3,1,2,1,2,2,2,4,6,2,1,NA,NA,462.13,599,1,1,2,NA,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2013,BE,147,2,2013,13,121728,114982,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,6746,NA,3,3,NA,1,1,1,1,1,1,1,1,4,2200,2,3,2,2,2,2,1,3,6,2,1,NA,NA,478.2,NA,1,1,1,NA,1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2013,BE,156,4,2013,12,14847,14831,5502,5502,NA,NA,NA,NA,NA,NA,NA,5502,0,0,0,0,NA,0,NA,0,0,12,NA,4,NA,NA,3,NA,1,1,1,1,1,1,1,1,4,2300,2,NA,2,2,2,2,1,2,5,2,1,NA,NA,278.17,700,1,1,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2013,BE,160,3,2013,57,50979,51002,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,-23,NA,3,3,3,1,1,1,1,1,1,3,1,5,3000,3,NA,2,1,2,2,1,2,2,2,1,NA,NA,887.17,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,176,2,2013,9,12406,12346,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,60,NA,3,3,NA,1,1,1,1,1,1,1,1,1,1500,1,2,2,2,2,2,1,1,4,2,1,NA,NA,538.17,991,1,1,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2013,BE,189,2,2013,24,13092,26731,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,-13638,NA,3,NA,NA,1,1,1,1,1,1,1,1,3,2000,2,1,2,1,1,2,2,1,5,2,1,320,NA,330.56,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2013,BE,224,2,2013,23,135598,126530,49181,49181,NA,NA,NA,NA,NA,NA,NA,49181,0,0,0,49181,NA,3279,NA,0,0,0,NA,9068,NA,NA,3,3,1,1,1,1,1,1,1,1,2,2000,2,NA,2,2,2,2,1,1,6,2,1,NA,NA,223,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,244,2,2013,25,3745,3811,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3745,NA,0,0,0,NA,-66,NA,NA,3,NA,2,1,1,1,1,1,1,1,4,1500,2,1,2,2,2,2,2,2,6,1,1,NA,NA,287.28,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,280,3,2013,12,10339,10279,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,345,NA,0,0,0,NA,60,NA,3,3,NA,2,1,1,1,1,3,1,1,1,3000,3,NA,2,1,2,2,2,3,3,2,1,380,NA,518.18,519,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,300,2,2013,19,9271,8002,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,133,NA,0,0,0,NA,1269,NA,NA,3,NA,1,1,1,1,1,1,1,1,4,1500,2,1,2,2,2,2,1,3,4,1,2,NA,NA,766.24,NA,1,1,3,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,303,3,2013,35,5012,4926,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,270,NA,0,0,0,NA,86,NA,NA,2,NA,1,2,1,1,1,1,3,1,5,3300,3,NA,2,1,2,2,2,1,4,2,1,NA,NA,471,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2013,BE,315,2,2013,40,57481,36073,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1196,NA,0,0,0,NA,21408,NA,NA,3,NA,1,1,1,1,1,1,1,1,2,2500,3,NA,2,2,2,1,1,1,3,2,1,NA,NA,223,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2013,BE,319,2,2013,19,36843,36795,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,5940,NA,0,NA,0,0,0,NA,48,NA,NA,3,3,1,1,1,1,1,1,1,1,5,4500,1,1,2,2,2,2,2,1,6,2,1,NA,NA,458,939,1,1,1,NA,1,1,NA,NA,NA,NA,3,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2013,BE,348,2,2013,23,13142,13086,3425,3425,NA,NA,NA,NA,NA,NA,NA,3425,0,0,0,0,NA,204,NA,0,0,0,NA,56,NA,3,3,NA,1,1,2,1,1,1,1,1,1,NA,1,NA,2,2,1,2,2,1,4,2,1,NA,NA,917.85,750,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2013,BE,351,3,2013,21,40,-7089,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,40,NA,0,0,7129,NA,0,NA,3,3,NA,1,1,1,1,1,3,1,1,5,1500,3,NA,2,2,2,2,1,2,6,2,1,NA,NA,1052.49,NA,1,1,1,NA,1,1,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2013,BE,360,3,2013,26,13170,9538,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,3632,NA,NA,3,NA,2,1,1,1,1,1,1,1,4,2500,1,NA,2,2,2,2,2,1,3,2,1,NA,NA,834.07,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2013,BE,370,2,2013,19,1869,-66537,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,114,NA,0,0,0,NA,68406,NA,NA,3,3,1,1,1,1,1,1,1,3,4,2500,2,NA,1,2,2,2,1,1,4,2,1,NA,NA,223,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,375,3,2013,58,89721,75539,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,50446,0,0,NA,0,NA,0,0,2463,NA,11719,NA,NA,3,NA,1,1,1,1,1,1,1,1,6,2500,2,3,2,2,2,2,4,3,6,2,1,NA,NA,223,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2013,BE,402,2,2013,14,6789,5920,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,408,NA,0,0,0,NA,869,NA,NA,3,3,1,1,1,1,1,3,2,1,2,3000,1,NA,2,2,2,2,2,1,6,2,1,NA,NA,946,NA,1,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,410,2,2013,30,36754,33033,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,109,NA,0,0,0,NA,3721,NA,3,3,NA,1,1,1,1,1,1,1,1,5,2500,1,NA,2,1,2,2,1,4,6,2,1,NA,NA,435.76,NA,1,1,1,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-5
2013,BE,412,2,2013,17,19458,-4143,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,23600,NA,3,3,3,2,1,1,1,1,1,1,3,6,6000,2,NA,2,2,2,2,4,2,4,2,2,NA,NA,954,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2013,BE,415,3,2013,24,20986,13948,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,15,NA,0,0,0,NA,7038,NA,3,3,NA,1,1,1,1,1,1,1,1,1,1700,3,NA,2,2,2,2,3,2,5,2,1,NA,NA,355.73,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,3,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-5
2013,BE,438,2,2013,27,53244,45104,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,23953,NA,0,0,0,NA,8140,NA,NA,3,NA,1,1,1,1,1,1,1,3,5,3500,3,3,2,1,2,2,1,1,6,1,1,NA,NA,390.62,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,444,2,2013,31,22838,22837,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1,NA,NA,3,NA,1,1,1,1,1,1,1,3,2,2000,2,NA,2,2,1,2,3,3,4,2,1,205,NA,470.26,330,1,1,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2013,BE,506,3,2013,32,11795,9801,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1994,NA,3,3,3,2,1,1,1,1,1,1,1,5,2500,3,NA,2,2,2,1,3,3,6,2,1,NA,NA,376.4,1554.59,1,1,1,NA,1,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,520,2,2013,21,23684,23597,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,12232,NA,0,NA,0,0,0,NA,88,NA,NA,3,NA,1,1,1,1,1,1,1,1,5,3000,1,NA,2,2,1,2,1,2,5,1,1,NA,NA,246.5,443,1,1,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-5
2013,BE,521,2,2013,13,50165,45082,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,1800,NA,3282,NA,NA,3,NA,2,1,1,1,1,1,1,2,5,1000,3,1,2,2,1,2,1,3,4,2,1,NA,NA,284.75,NA,1,1,2,1,NA,NA,1,NA,1,NA,1,1,1,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2013,BE,533,2,2013,58,13640,13620,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,77,NA,0,0,0,NA,19,NA,3,NA,3,1,1,1,1,1,1,1,1,1,2000,2,NA,2,2,2,2,3,1,3,2,1,NA,NA,575.89,NA,1,1,3,NA,1,NA,NA,NA,NA,NA,3,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2013,BE,546,2,2013,14,13185,13107,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,78,NA,NA,3,NA,1,1,2,1,1,3,1,3,5,2200,1,3,2,2,2,2,2,3,6,2,1,NA,NA,598.61,671.13,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,557,2,2013,10,32728,18045,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,99,NA,0,0,0,NA,14683,NA,NA,3,NA,1,1,2,1,1,1,1,1,3,3000,3,1,2,2,2,2,2,3,5,2,1,NA,NA,376.4,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2013,BE,583,2,2013,20,18020,9636,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,8385,NA,3,3,3,2,1,2,1,1,1,1,1,4,3500,1,NA,2,2,2,1,1,3,6,2,1,680,NA,1191.07,NA,1,1,1,1,NA,NA,1,1,NA,NA,2,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2013,BE,587,2,2013,23,44984,-21441,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,66425,NA,NA,3,3,1,1,1,1,1,1,1,1,6,2000,3,NA,2,2,2,1,2,3,6,2,1,1020,NA,666.69,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2013,BE,591,2,2013,19,2536,2495,2536,2536,NA,NA,NA,NA,NA,NA,NA,2536,0,0,0,0,NA,0,NA,0,0,0,NA,41,NA,3,3,NA,1,1,1,1,1,1,1,1,3,2500,2,NA,2,2,2,2,2,2,5,2,1,256,NA,246.79,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-5
2013,BE,595,2,2013,13,13296,13288,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5,NA,0,0,0,NA,8,NA,3,3,NA,2,1,2,1,1,3,1,1,3,1000,2,NA,2,2,2,2,2,1,6,2,2,NA,NA,505.81,738.42,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-5
2013,BE,597,2,2013,13,13106,10803,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,327,NA,0,0,0,NA,2303,NA,3,3,NA,1,1,2,1,1,1,1,3,4,4000,3,NA,2,2,2,2,2,1,4,1,1,NA,NA,355.73,448.7,1,1,1,NA,NA,NA,NA,1,1,1,3,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,610,4,2013,36,1351,-6922,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,3054,NA,5218,NA,3,3,3,2,1,1,1,1,1,1,1,6,3300,2,NA,2,2,2,2,4,1,5,2,1,NA,NA,688,NA,1,1,1,NA,1,2,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,639,3,2013,41,30804,7998,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,22806,NA,3,3,3,1,2,1,1,1,1,1,1,5,1500,2,NA,2,1,2,2,3,1,6,2,1,NA,NA,741.01,NA,1,1,2,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-3
2013,BE,652,2,2013,14,31838,27920,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,28152,0,0,NA,0,NA,0,0,851,NA,3067,NA,3,3,3,1,1,1,1,1,3,1,3,5,3000,3,NA,2,2,2,2,3,1,6,2,1,NA,NA,468.39,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-1
2013,BE,656,2,2013,6,35327,26891,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,858,NA,0,0,3757,NA,4679,NA,NA,3,3,2,1,1,1,1,1,3,1,4,1800,3,NA,2,1,2,2,2,2,4,2,1,225.84,NA,629.74,NA,1,1,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2013,BE,662,2,2013,11,22525,11078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,832,NA,0,0,0,NA,11448,NA,3,3,NA,1,1,1,1,1,3,1,1,3,1500,2,NA,2,2,2,1,2,3,4,1,1,NA,NA,1215,1217,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2013,BE,667,3,2013,37,10557,10514,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,9,NA,0,0,0,NA,43,NA,NA,3,3,1,1,1,1,1,1,1,1,3,1900,2,2,2,1,2,2,2,1,4,2,1,325,NA,338.82,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2013,BE,708,2,2013,6,48949,29454,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,262,NA,0,0,0,NA,19495,NA,NA,3,3,1,1,1,1,1,1,1,1,4,4000,2,3,1,2,2,1,4,1,6,2,1,NA,NA,345.67,NA,1,1,3,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-5
2013,BE,713,3,2013,28,10546,10281,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,265,NA,3,3,NA,1,1,1,1,1,1,1,1,4,2500,2,NA,2,2,2,1,3,1,6,2,1,NA,NA,390.62,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,752,3,2013,4,17896,15424,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,2472,NA,NA,3,3,1,1,1,1,1,1,1,1,2,4000,1,3,1,1,2,2,1,3,6,2,1,NA,NA,659.29,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2013,BE,756,3,2013,19,28971,21898,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3476,NA,0,0,0,NA,7073,NA,NA,3,3,1,1,1,1,1,1,1,1,4,6000,2,NA,2,2,2,1,1,3,5,1,1,NA,NA,688,NA,1,1,1,NA,1,1,NA,1,1,NA,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-4
2013,BE,774,4,2013,27,39212,39244,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6948,NA,0,NA,0,0,0,NA,-33,NA,3,3,NA,1,1,1,1,1,3,1,3,3,1500,3,NA,2,2,2,2,2,5,5,1,1,NA,NA,723.78,NA,1,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-2
2013,BE,814,2,2013,21,17805,15117,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,2688,NA,3,3,NA,1,1,1,1,1,3,2,1,4,2500,1,NA,2,2,1,2,3,3,5,2,1,260,NA,268.42,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,BE10,BE10-5
