HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY081N,HY100N,HY131N,HY145N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HS010,HS011,HS020,HS021,HS030,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH020,HH030,HH040,HH050,HH060,HH061,HH070,HH080,HH081,HH090,HH091,HD010,HD020,HD025,HD030,HD035,HD040,HD050,HD060,HD070,HD080,HD090,HD100,HD110,HD120,HD130,HD140,HD150,HD160,HD170,HD180,HD190,HD200,HD210,HD220,HD230,HD240,HD250,HD255,HD260,HD265,HX040,HX050,HX090,HX080,HX060,HX070,HX120,HX010,DB040,NR_ITW
2009,RO,274,2,2009,4,1841,1738,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,57,0,0,NA,0,NA,0,5,0,NA,97,NA,NA,NA,3,NA,3,1,1,2,1,1,1,2,1,2,638.14,1,NA,2,1,1,2,4,1,2,2,1,NA,108.62,95.04,1,1,1,1,2,2,NA,1,44,4,4,4,2,1,1,2,1,1,1,1,1,1,NA,2,2,1,2,NA,2,1,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-2
2009,RO,311,2,2009,30,0,-5,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,5,0,NA,0,NA,NA,NA,1,NA,NA,2,1,2,3,1,1,1,2,1,882.53,2,NA,2,2,2,2,4,1,3,2,1,NA,13.58,67.89,1,1,1,1,1,2,NA,2,38,3,4,3,2,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,3,NA,1,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-2
2009,RO,334,2,2009,10,1522,1520,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,2,NA,NA,NA,3,NA,NA,2,1,1,1,1,1,1,2,3,733.18,1,NA,2,1,1,1,1,1,5,2,1,NA,162.93,54.31,2,1,2,1,1,2,NA,2,30,1,4,3,4,2,1,1,1,1,1,1,1,2,1,2,1,1,1,NA,1,1,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-2
2009,RO,384,2,2009,30,4155,3177,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,978,0,NA,0,NA,NA,NA,3,NA,NA,2,1,2,1,1,2,1,1,2,624.56,2,2,2,2,2,1,4,1,2,2,1,NA,95.04,81.46,1,3,2,1,1,2,NA,2,60,2,4,3,3,3,1,1,NA,1,1,1,2,2,2,1,1,1,3,2,2,1,2,4,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-5
2009,RO,387,2,2009,10,2585,2559,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,90,0,0,NA,0,NA,0,25,0,NA,0,NA,NA,NA,2,NA,NA,1,1,2,1,1,2,1,2,1,434.48,1,NA,2,1,1,1,4,1,2,2,2,NA,81.46,114.05,1,1,2,1,1,2,NA,1,60,3,4,3,3,2,2,1,2,1,NA,1,1,1,2,2,1,NA,3,1,1,3,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2009,RO,390,2,2009,15,1867,1864,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,3,0,NA,0,NA,NA,NA,3,NA,NA,1,1,2,1,1,1,1,1,2,814.64,1,1,2,2,1,2,4,1,4,2,1,NA,114.05,95.04,1,3,1,3,2,2,NA,2,78,2,1,3,3,3,3,1,1,2,1,2,1,1,NA,2,1,1,1,1,1,1,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-2
2009,RO,422,2,2009,30,1084,833,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,53,0,0,NA,0,NA,0,251,0,NA,0,NA,NA,NA,3,NA,3,2,1,1,1,1,1,2,1,2,882.53,2,NA,2,1,2,2,1,1,2,2,1,NA,81.46,95.04,2,1,1,1,1,2,NA,2,10,4,3,2,3,2,1,1,1,1,1,1,1,1,1,2,1,2,3,NA,1,1,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-5
2009,RO,424,2,2009,15,2416,2390,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,32,0,0,NA,0,NA,0,26,0,NA,0,NA,NA,NA,1,NA,1,1,1,2,1,1,2,1,2,3,488.79,1,NA,2,2,1,2,4,1,2,2,1,NA,114.05,122.2,1,1,1,1,2,2,NA,1,48,1,4,3,2,1,1,2,NA,1,1,1,1,2,1,3,NA,2,2,1,1,1,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2009,RO,480,2,2009,15,0,-5,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,5,0,NA,0,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,2,1,780.7,1,NA,2,1,2,2,1,1,4,2,1,NA,217.24,95.04,1,1,2,1,2,2,NA,2,36,3,3,3,4,2,1,1,1,NA,NA,NA,1,2,NA,NA,1,1,NA,NA,1,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-5
2009,RO,512,2,2009,45,1024,1020,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,4,0,NA,0,NA,NA,NA,3,NA,NA,1,1,2,1,1,1,1,3,1,257.97,2,NA,2,1,2,1,1,1,2,2,2,NA,40.73,95.04,2,3,1,3,2,2,NA,2,78,2,4,3,3,3,1,NA,1,NA,NA,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-1
2009,RO,526,2,2009,25,5170,2731,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,2318,0,0,NA,0,NA,0,2439,0,NA,0,NA,3,NA,3,NA,NA,2,1,2,1,1,1,1,2,3,407.32,1,NA,2,1,2,2,4,1,2,2,1,NA,95.04,127.63,1,1,1,1,1,2,NA,2,38,3,3,2,3,2,3,NA,NA,1,1,1,NA,NA,NA,3,NA,NA,1,NA,1,1,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2009,RO,547,2,2009,20,4043,2487,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1556,0,NA,0,NA,NA,NA,2,NA,NA,2,1,1,1,1,1,1,2,3,712.81,1,NA,2,2,2,1,4,1,2,2,1,135.77,135.77,27.15,1,1,1,1,1,2,NA,1,56,3,3,NA,2,2,1,1,1,NA,NA,NA,2,1,3,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2009,RO,599,2,2009,30,847,823,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,29,0,0,NA,0,NA,0,7,0,NA,18,NA,NA,NA,2,NA,NA,1,1,2,1,1,1,1,3,3,780.7,2,NA,2,2,2,2,1,1,2,2,2,NA,325.86,122.2,2,3,2,3,2,2,NA,2,40,3,3,3,4,2,3,NA,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,2,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-2
2009,RO,613,2,2009,15,2182,1292,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,890,0,NA,0,NA,NA,NA,3,NA,1,2,2,1,1,1,1,1,1,3,488.79,2,NA,2,1,1,1,1,1,3,2,1,NA,81.46,127.63,1,1,2,3,1,2,NA,1,54,3,4,2,2,2,2,2,2,2,1,1,1,2,1,2,NA,3,2,2,1,1,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2009,RO,632,2,2009,15,0,-37,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,37,0,NA,0,NA,NA,NA,3,NA,NA,1,1,1,1,1,3,1,2,3,122.2,2,NA,2,2,2,2,1,1,3,2,2,NA,48.88,24.44,1,3,2,3,2,2,NA,2,32,3,2,3,3,2,1,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,3,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-5
2009,RO,642,2,2009,8,2757,1855,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,616,0,NA,286,NA,NA,NA,3,NA,NA,2,1,1,1,1,2,1,2,3,638.14,1,NA,2,2,2,2,1,1,3,1,1,NA,81.46,176.51,1,3,1,1,1,2,NA,1,42,4,4,4,3,3,1,1,1,1,1,1,1,NA,1,2,1,1,NA,1,1,1,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2009,RO,649,2,2009,30,2798,1965,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,833,0,NA,0,NA,NA,NA,3,NA,3,1,1,1,1,1,1,1,1,5,706.02,2,NA,2,2,2,2,4,1,3,2,1,NA,217.24,135.77,1,1,1,1,1,2,NA,2,62,4,4,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-1
2009,RO,708,2,2009,20,5238,4639,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,8,0,NA,590,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,2,2,461.63,2,NA,2,2,2,2,1,2,2,2,1,NA,95.04,149.35,1,1,1,1,1,2,7,1,30,3,3,4,4,2,3,NA,1,1,NA,1,1,2,2,NA,3,2,2,NA,NA,NA,NA,5,2,5,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-5
2009,RO,712,2,2009,20,3126,3110,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,50,0,0,NA,0,NA,0,16,0,NA,0,NA,NA,NA,3,NA,NA,1,1,1,1,1,3,1,2,1,780.7,2,NA,2,1,2,2,4,1,5,1,1,NA,81.46,81.46,1,3,2,3,2,2,NA,2,33,3,4,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-5
2009,RO,719,2,2009,25,17099,16827,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1235,0,0,NA,0,NA,0,272,0,NA,0,NA,NA,NA,3,NA,3,1,1,2,1,1,3,1,3,3,570.25,1,NA,2,1,2,2,1,4,1,2,1,NA,271.55,176.51,1,3,1,3,2,2,NA,2,60,2,3,3,4,2,1,3,2,1,1,1,NA,2,1,2,1,2,1,1,1,1,1,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2009,RO,722,2,2009,30,3541,3522,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,151,0,0,NA,0,NA,0,19,0,NA,0,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,1,325.86,2,NA,2,2,1,2,4,1,2,2,1,135.77,81.46,108.62,1,1,1,1,1,2,7,1,26,3,4,3,3,2,1,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2009,RO,763,2,2009,20,2274,2108,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,165,NA,NA,NA,3,NA,NA,2,1,2,2,2,1,2,3,3,312.28,1,NA,2,1,2,1,1,1,3,2,1,NA,13.58,122.2,1,1,1,1,1,2,NA,2,38,3,1,NA,2,2,2,NA,1,1,NA,1,1,2,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-2
2009,RO,786,2,2009,8,2795,1831,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,90,0,0,NA,0,NA,0,254,0,NA,710,NA,NA,NA,3,NA,NA,2,1,2,1,1,1,1,1,3,325.86,2,NA,2,2,1,2,1,1,4,2,1,135.77,81.46,127.63,1,1,1,1,1,2,NA,2,30,2,4,2,3,3,1,NA,1,NA,3,1,2,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-2
2009,RO,882,2,2009,30,6375,4971,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,40,0,NA,1364,NA,3,NA,3,NA,NA,2,1,1,1,1,1,1,3,3,712.81,2,NA,2,2,2,2,1,1,2,2,1,81.46,81.46,149.35,1,1,1,1,1,2,NA,1,30,3,4,2,3,2,1,NA,1,1,3,1,2,NA,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2009,RO,901,2,2009,25,1609,1608,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1,0,NA,0,NA,NA,NA,3,NA,NA,2,1,1,1,1,3,1,2,2,570.25,2,NA,2,2,2,2,1,1,3,2,1,NA,13.58,46.16,2,1,1,3,2,2,NA,2,57,3,4,3,2,2,3,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2009,RO,915,2,2009,30,979,974,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,4,0,NA,2,NA,NA,NA,3,NA,NA,2,1,1,1,1,2,1,1,3,570.25,1,NA,2,1,2,2,1,1,2,2,2,NA,271.55,122.2,1,1,1,1,2,2,NA,2,32,4,4,4,3,2,1,2,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-2
2009,RO,932,2,2009,15,2201,2177,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,23,0,NA,0,NA,NA,NA,3,NA,NA,2,1,1,1,1,1,1,3,2,814.64,1,NA,1,1,2,2,3,1,2,2,1,NA,108.62,95.04,2,3,2,1,2,2,NA,2,80,3,4,2,3,2,1,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-5
2009,RO,939,2,2009,25,2211,969,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1242,0,NA,0,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,2,1,2,882.53,2,NA,2,2,2,2,1,1,1,2,1,NA,81.46,149.35,1,1,2,1,1,2,NA,2,28,4,4,2,3,1,1,2,1,NA,1,NA,2,3,1,2,1,1,2,NA,2,2,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2009,RO,983,2,2009,20,2106,1333,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,25,0,NA,748,NA,NA,NA,3,NA,NA,2,1,1,1,1,1,1,1,2,882.53,2,NA,2,2,2,1,4,1,3,1,1,NA,543.09,149.35,1,1,1,1,1,2,NA,2,60,4,4,4,4,1,2,1,1,1,NA,1,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2009,RO,1005,2,2009,15,2061,1271,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,790,0,NA,0,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,706.02,3,NA,2,2,2,2,4,1,4,2,1,NA,217.24,149.35,1,1,1,1,1,2,NA,2,62,3,4,NA,4,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-2
2009,RO,1026,2,2009,15,2851,2850,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1,NA,NA,NA,3,NA,NA,1,1,1,1,1,3,1,2,5,217.24,1,NA,2,1,2,2,4,1,1,2,1,NA,95.04,16.29,1,3,2,3,1,2,NA,2,48,4,4,NA,2,2,1,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-5
2009,RO,1029,2,2009,10,2349,2335,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,14,0,NA,0,NA,NA,NA,3,NA,NA,2,1,2,2,1,1,1,2,2,271.55,2,NA,2,1,2,2,4,1,3,2,1,NA,27.15,67.89,2,1,1,3,1,2,NA,2,46,4,4,3,3,3,3,NA,NA,1,1,2,NA,NA,1,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2009,RO,1030,2,2009,15,627,624,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,48,0,0,NA,0,NA,0,3,0,NA,0,NA,NA,NA,1,NA,3,2,2,1,2,1,2,1,3,5,882.53,3,NA,2,2,2,2,1,1,2,1,1,NA,407.32,81.46,2,1,1,3,1,2,NA,2,42,3,3,3,3,2,2,1,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,RO11,RO11-1
