HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY100N,HY145N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY090G,HY100G,HY110G,HY120G,HY130G,HY140G,HS010,HS020,HS030,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH020,HH030,HH040,HH050,HH060,HH061,HH070,HH080,HH090,HX040,HX050,HX090,HX080,HX060,HX070,HX020,HX010,DB040,NR_ITW
2006,BE,131,3,2006,15,14444,14423,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,4,18,2,2,NA,1,1,1,1,1,3,1,1,1,2250,3,2,2,2,2,2,2,2,5,2,1,300,600,239.14,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2006,BE,147,4,2006,20,8581,-14779,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,23,NA,0,0,10376,12985,2,2,2,1,1,1,2,1,2,1,1,3,3500,3,NA,1,2,2,2,1,1,6,2,1,NA,NA,691,2,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,205,4,2006,25,20875,12833,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,2167,5875,2,2,NA,1,1,1,1,1,3,1,1,6,4500,2,NA,2,2,2,2,1,1,6,2,1,NA,2000,528.83,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,224,4,2006,13,8710,8700,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,7,3,NA,2,2,2,1,1,1,1,1,1,1,4,1150,2,NA,2,2,1,2,1,1,5,1,1,NA,700,573.17,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2006,BE,258,3,2006,17,7861,7517,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,344,NA,2,NA,1,1,1,1,1,1,1,1,2,1000,2,NA,2,2,2,2,3,2,1,2,2,NA,NA,285.16,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,276,4,2006,21,28811,14943,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,301,NA,0,0,0,13868,NA,2,NA,2,1,1,1,1,1,1,1,5,6000,3,2,1,2,2,1,1,2,4,2,1,NA,1000,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,278,3,2006,22,39476,30440,9906,9906,NA,NA,NA,NA,NA,9906,0,0,0,0,1101,NA,0,0,474,8561,NA,2,NA,1,1,1,1,1,1,1,1,2,53000,2,NA,2,1,2,2,1,2,5,2,1,NA,2000,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2006,BE,289,4,2006,12,5379,5358,0,0,NA,NA,NA,NA,NA,0,0,0,0,453,251,NA,0,0,0,21,2,2,NA,1,1,2,1,1,1,1,1,5,3000,1,NA,2,1,1,2,1,1,5,1,1,NA,250,763.07,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,293,4,2006,12,25222,25198,0,0,NA,NA,NA,NA,NA,0,0,911,0,0,0,NA,0,0,0,24,NA,2,2,1,1,1,1,1,1,1,2,4,600,2,NA,2,1,1,2,1,1,6,1,1,NA,800,1400.69,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2006,BE,320,4,2006,9,31116,23304,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,7811,2,2,NA,1,1,1,1,1,1,1,1,3,2300,2,NA,2,2,2,2,1,1,6,2,2,NA,2000,589.46,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,322,4,2006,17,14881,14879,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,8253,NA,0,0,0,2,2,2,NA,1,1,1,1,1,1,1,1,5,1500,1,NA,2,1,2,2,1,1,3,2,1,404.07,550,655.2,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2006,BE,330,4,2006,13,5261,5234,83,83,NA,NA,NA,NA,NA,83,0,0,0,0,5178,NA,0,0,0,27,2,2,NA,1,1,2,1,1,1,3,1,4,2000,1,3,2,1,2,2,4,3,5,2,1,200,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2006,BE,340,4,2006,13,26616,3060,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,2485,NA,0,0,0,23556,NA,2,2,1,1,1,1,1,1,1,1,4,4000,1,NA,2,2,2,2,1,1,6,2,1,NA,850,212.62,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2006,BE,344,3,2006,47,15716,6366,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,5,NA,0,0,0,9350,NA,2,2,1,1,2,1,1,3,1,3,3,1200,3,NA,2,1,2,2,3,1,6,2,2,650,350,946.04,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,368,4,2006,61,2853,2815,0,0,NA,NA,NA,NA,NA,0,0,0,2516,0,146,NA,0,0,0,38,NA,2,NA,1,1,1,1,1,1,1,1,5,1450,3,NA,2,2,1,2,1,1,6,2,1,NA,800,318.82,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2006,BE,378,3,2006,16,9141,8216,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,78,847,NA,2,NA,1,1,1,1,1,1,1,1,5,750,3,2,1,2,2,2,1,1,6,1,1,NA,350,398.25,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2006,BE,382,4,2006,8,73848,-250442,13954,13954,NA,NA,NA,NA,NA,13954,0,0,0,0,18771,NA,0,0,0,324290,NA,2,2,1,1,1,1,1,1,1,1,5,2500,2,NA,2,2,2,2,1,2,6,2,1,NA,370,355.58,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2006,BE,401,4,2006,42,216,-1040,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,216,NA,0,0,0,1256,NA,2,NA,1,1,1,1,1,1,1,1,6,2000,2,2,1,1,2,1,3,1,5,2,1,NA,750,687.21,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2006,BE,464,4,2006,16,17132,-30485,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,83,NA,0,0,11939,35678,2,2,NA,1,1,1,1,1,1,1,1,5,1250,2,NA,2,2,2,2,1,1,5,2,1,NA,800,258.45,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,477,4,2006,12,37556,16139,0,0,NA,NA,NA,NA,NA,0,0,17057,0,0,0,NA,0,0,0,21418,NA,2,2,1,1,1,1,1,3,1,1,4,1250,3,NA,2,1,2,2,2,1,5,2,1,1100,750,355.58,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2006,BE,503,4,2006,10,0,3,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,-3,NA,2,2,2,1,2,1,1,1,1,1,6,1500,3,NA,2,2,2,2,1,1,5,2,1,NA,700,261.17,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,536,4,2006,47,11764,-20904,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,51,NA,0,0,0,32668,NA,2,2,1,1,1,1,1,1,1,1,5,2000,3,NA,2,2,1,2,1,1,6,2,1,NA,500,582.3,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,538,4,2006,11,22486,22091,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,200,NA,0,0,189,206,2,2,NA,1,1,1,1,1,1,1,1,4,1250,1,NA,1,1,2,2,1,1,4,2,1,NA,1200,86.08,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2006,BE,542,3,2006,31,8044,8040,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,3,1,2,1,NA,1,1,1,1,1,1,1,1,2,3000,2,NA,2,2,2,2,2,2,6,2,1,NA,500,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,546,4,2006,7,16758,18399,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,-1641,2,2,NA,2,1,1,1,1,1,1,1,5,3020,2,NA,2,2,2,2,3,1,6,2,1,NA,750,169.48,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2006,BE,548,4,2006,28,29235,22060,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1976,NA,0,0,0,7175,2,2,NA,1,1,1,1,1,1,1,1,5,3000,3,NA,2,2,1,1,3,1,6,2,1,NA,2000,294,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2006,BE,587,4,2006,13,9939,9864,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,16,NA,0,0,24,51,2,2,2,1,1,1,1,1,2,1,1,4,2000,2,1,2,2,2,2,2,2,5,2,1,NA,600,372.61,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,600,3,2006,43,26248,19207,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,7041,2,2,NA,1,1,1,1,3,1,1,3,3,1300,2,2,2,1,2,2,1,1,6,2,1,NA,750,521.53,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2006,BE,606,4,2006,6,4177,-5315,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,10,NA,0,0,0,9492,NA,2,2,1,1,1,1,1,1,1,1,5,2500,1,NA,2,2,1,2,2,1,4,2,1,NA,650,198.92,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,651,3,2006,13,6950,-1176,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,8126,2,2,NA,1,1,1,1,1,3,1,1,4,1500,3,NA,2,2,2,2,2,1,6,2,1,NA,750,403.61,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,654,3,2006,24,19621,91867,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,-72247,2,2,NA,1,1,1,1,1,1,1,1,6,2500,3,NA,2,2,2,2,3,2,6,2,1,5600,3250,5600,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,690,4,2006,11,21410,17575,5299,5299,NA,NA,NA,NA,NA,5299,0,0,0,0,0,NA,0,0,1407,2428,2,2,2,1,1,1,1,1,1,1,1,5,5000,1,3,2,2,2,2,2,1,6,2,2,NA,1000,876.93,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,696,4,2006,44,40814,12619,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,31,NA,0,0,0,28195,NA,2,2,1,1,1,1,1,1,1,1,2,2700,2,NA,2,2,2,1,2,1,5,2,1,NA,1000,179.32,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2006,BE,711,4,2006,26,39108,17145,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,6346,NA,0,0,0,21964,NA,2,2,2,1,1,1,1,1,1,1,5,3500,2,3,2,1,2,1,1,1,4,2,1,NA,900,1164.48,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2006,BE,745,4,2006,62,77493,59675,47807,47807,NA,NA,NA,NA,NA,47807,0,0,0,4553,0,NA,0,0,0,17819,2,2,NA,1,1,1,1,1,1,1,1,2,3000,3,NA,2,1,2,2,2,2,5,2,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2006,BE,750,4,2006,12,5994,-2912,0,0,NA,NA,NA,NA,NA,0,0,0,274,0,16,NA,0,0,0,8907,NA,2,2,1,1,1,1,1,1,1,1,2,2300,3,1,2,2,2,2,2,2,4,2,1,476.46,NA,3696.61,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2006,BE,755,3,2006,62,60893,54432,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,9,NA,0,0,0,6461,NA,2,NA,1,1,1,1,1,1,1,1,4,1250,3,NA,2,1,2,1,2,1,6,2,1,NA,NA,426.74,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,757,3,2006,15,43848,42115,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,1238,NA,0,0,0,1733,2,2,2,1,2,1,1,1,1,1,1,3,3000,2,NA,2,2,2,2,2,1,4,2,1,NA,800,1641.5,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2006,BE,778,4,2006,29,28019,23755,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,4264,2,2,2,1,1,1,1,1,3,1,1,5,3125,2,NA,2,2,2,1,3,1,6,1,1,NA,600,232.33,1,2,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,795,3,2006,19,25351,23208,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,9193,NA,0,0,0,2143,NA,NA,2,1,1,1,1,1,3,1,2,4,5000,1,NA,2,2,2,2,1,1,4,1,1,NA,900,600.63,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2006,BE,797,4,2006,16,36356,32714,0,0,NA,NA,NA,NA,NA,0,0,16414,0,0,0,NA,0,0,0,3642,2,2,2,1,1,1,1,1,1,1,1,5,3000,3,NA,2,2,2,2,2,1,5,2,1,NA,NA,1059.63,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2006,BE,832,3,2006,15,8851,8819,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,32,2,2,2,2,1,1,1,1,1,1,1,5,3000,3,NA,2,2,2,2,3,1,6,2,1,427,NA,613,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2006,BE,834,3,2006,6,27255,16597,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,10658,2,2,NA,2,1,2,1,1,3,1,1,4,NA,3,NA,1,2,2,2,1,1,5,1,1,NA,1500,179.32,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2006,BE,835,4,2006,20,26737,21539,0,0,NA,NA,NA,NA,NA,0,0,0,551,0,135,NA,0,0,1233,3965,2,2,NA,1,1,1,1,1,1,1,1,4,5500,3,NA,2,1,2,2,3,3,5,2,1,NA,750,445.66,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2006,BE,841,4,2006,25,21520,21481,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,13,NA,0,0,0,39,NA,2,NA,1,1,2,1,1,1,1,1,4,2000,1,NA,2,1,1,2,4,1,6,2,1,NA,NA,567.07,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2006,BE,860,4,2006,31,40666,48691,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,120,NA,0,0,0,-8025,NA,2,2,1,1,1,1,1,1,1,1,5,5000,1,NA,2,2,2,2,2,1,6,2,1,NA,NA,539.91,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2006,BE,881,4,2006,8,34992,27109,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,5175,NA,0,0,0,7883,2,2,2,1,1,1,1,1,1,1,1,5,1800,3,NA,2,2,2,2,3,1,5,2,1,NA,NA,1059.63,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2006,BE,890,3,2006,21,12139,-10989,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,23128,NA,2,2,1,1,1,1,1,1,1,3,5,4000,2,NA,2,2,1,2,1,1,5,1,1,NA,500,351.53,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2006,BE,896,3,2006,18,84,74,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,84,NA,0,0,0,10,2,2,NA,1,1,2,1,1,1,1,1,3,1300,3,NA,2,2,2,2,3,1,6,2,1,181.78,900,352.66,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,908,3,2006,10,2430,2112,247,247,NA,NA,NA,NA,NA,247,0,0,0,0,2184,NA,0,0,0,318,2,2,NA,1,1,1,1,1,1,3,1,4,1250,1,NA,2,1,1,2,2,2,4,2,1,NA,NA,555.22,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2006,BE,912,3,2006,20,15786,11671,4130,4130,NA,NA,NA,NA,NA,4130,0,0,0,0,459,NA,0,0,9752,-5637,NA,2,NA,1,1,1,1,1,3,1,1,5,2500,3,NA,2,2,1,2,2,1,3,2,1,NA,450,1019.36,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2006,BE,918,3,2006,26,24632,17858,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,5,NA,0,0,0,6774,2,2,NA,1,1,2,1,1,3,1,1,3,1250,2,NA,2,2,1,2,1,2,2,2,1,NA,750,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2006,BE,942,4,2006,17,0,-2876,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,489,2386,NA,2,2,1,1,1,1,1,3,1,1,2,1500,3,NA,2,2,2,2,3,2,5,2,1,445,750,371.75,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,944,4,2006,10,12387,12344,0,0,NA,NA,NA,NA,NA,0,0,0,0,2600,0,NA,0,0,0,43,NA,NA,NA,2,1,1,1,1,1,1,3,4,1000,3,1,1,2,2,2,1,2,4,2,1,NA,1200,329.61,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,945,4,2006,14,70798,58156,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,12642,NA,2,2,1,1,1,1,1,3,1,1,4,5000,1,NA,2,1,2,2,2,1,6,2,1,NA,500,344.95,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2006,BE,972,3,2006,34,26583,26535,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,48,NA,2,2,2,2,1,1,1,1,1,3,4,3750,2,1,2,2,2,2,1,1,6,2,1,NA,1500,259.35,1,2,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2006,BE,974,4,2006,11,14469,13219,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,223,NA,0,0,0,1250,2,2,2,1,1,1,1,1,1,1,1,5,1500,2,NA,2,2,2,1,2,1,3,2,1,NA,NA,254.09,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2006,BE,979,4,2006,21,5624,-21737,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,27361,NA,2,NA,2,1,1,1,1,1,1,1,5,2248,3,NA,2,2,2,1,4,2,5,2,1,NA,850,2476.27,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2006,BE,983,4,2006,39,47846,46114,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,829,903,2,2,NA,1,1,1,1,1,3,1,1,5,2000,2,NA,2,1,2,2,2,1,6,2,1,135,800,517.2,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2006,BE,1002,3,2006,34,28560,14041,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,14520,2,2,NA,1,1,2,1,1,1,1,2,5,2000,2,NA,1,1,2,2,3,1,3,2,1,NA,NA,265.03,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,1010,4,2006,14,91180,83026,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,272,7882,2,2,NA,1,1,1,1,1,1,1,1,1,2000,3,NA,2,1,2,2,2,1,6,2,1,NA,1400,233.26,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,1083,4,2006,26,30399,16870,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,32,NA,0,0,0,13529,2,2,2,1,1,1,1,1,1,1,1,5,4000,3,NA,2,2,2,2,2,1,6,2,1,NA,600,618.83,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2006,BE,1128,4,2006,23,5817,5400,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,227,NA,0,0,0,417,2,2,1,1,1,1,1,1,1,1,1,5,1800,2,3,2,2,2,2,1,1,6,2,1,NA,NA,332.42,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2006,BE,1133,3,2006,9,12312,12220,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,1,91,NA,1,NA,1,1,1,1,1,1,1,1,6,1250,3,NA,2,2,2,1,1,2,6,1,1,NA,550,536.37,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2006,BE,1142,4,2006,12,24812,16563,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,4849,3400,NA,2,2,1,1,2,1,1,3,1,1,1,1700,2,NA,2,2,2,2,3,2,4,2,1,NA,NA,405.6,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2006,BE,1167,4,2006,13,25877,14817,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,68,NA,0,0,0,11060,1,2,1,1,1,1,1,1,1,1,1,2,3000,2,NA,1,2,1,2,1,1,6,2,2,NA,1500,470.35,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2006,BE,1202,4,2006,14,3691,3670,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,21,2,2,NA,1,1,1,1,1,1,1,3,4,2800,3,NA,2,2,2,2,1,2,4,1,1,NA,NA,844.35,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,1213,3,2006,7,8457,8455,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,94,NA,0,0,0,2,NA,2,2,1,1,1,1,1,1,1,1,3,1000,2,NA,2,2,2,2,3,1,6,1,1,NA,500,205.4,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2006,BE,1254,4,2006,10,10973,9942,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,3,NA,0,0,0,1032,NA,2,NA,1,1,2,1,1,3,1,1,5,800,1,2,2,1,1,1,1,1,5,2,1,NA,800,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2006,BE,1260,4,2006,14,19327,15891,0,0,NA,NA,NA,NA,NA,0,0,12102,0,0,0,NA,0,0,562,2874,2,2,2,1,1,1,1,1,3,1,1,2,1300,3,NA,2,2,2,2,1,3,5,1,2,NA,700,177.08,1,1,1,1,NA,NA,NA,NA,NA,NA,BE10,BE10-3
