HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY081N,HY100N,HY131N,HY145N,HY170N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HY170G,HS010,HS011,HS020,HS021,HS030,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH020,HH021,HH030,HH040,HH050,HH060,HH061,HH070,HH071,HH080,HH081,HH090,HH091,HA010,HA020,HA030,HA040,HA050,HA060,HA070,HX040,HX050,HX090,HX080,HX060,HX070,HX120,HX010,R_HA030,R_HA040,R_HA050,R_HA060,R_HA070,DB040,NR_ITW
2010,RO,273,2,2010,25,139,119,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,20,NA,NA,NA,NA,3,NA,NA,2,1,1,1,1,2,1,3,3,424.54,1,2,2,1,2,2,4,NA,1,4,2,1,NA,129.72,106.13,0,1,1,1,1,1,1,32170101,17115804,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2010,RO,309,2,2010,15,0,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1,0,NA,0,NA,NA,NA,NA,3,NA,NA,1,2,1,1,1,1,1,1,1,235.85,1,NA,1,1,2,1,4,NA,1,3,2,1,NA,153.31,82.55,0,1,1,1,1,1,1,49523701,134495402,134495403,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-1
2010,RO,332,2,2010,20,1669,1650,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,18,0,NA,0,NA,NA,NA,NA,3,NA,3,2,1,2,1,1,1,1,1,2,200.48,2,1,2,2,2,2,1,NA,1,2,2,1,NA,188.68,63.68,0,2,3,1,1,1,1,270513401,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-1
2010,RO,381,2,2010,15,4464,4464,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,NA,3,NA,NA,2,1,1,1,1,1,1,1,1,200.48,1,NA,2,1,2,1,1,NA,1,1,2,1,NA,235.85,106.13,0,1,1,2,3,1,1,83385901,286726402,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2010,RO,385,2,2010,20,943,926,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,18,NA,NA,NA,NA,3,NA,NA,2,1,1,1,1,1,1,1,2,212.27,1,1,2,2,2,2,2,NA,1,3,2,1,NA,94.34,23.59,0,2,3,1,3,1,1,NA,24964203,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2010,RO,388,2,2010,15,6189,3588,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,2601,0,NA,0,NA,NA,NA,NA,3,NA,NA,2,1,1,1,1,1,1,1,1,943.42,1,2,2,2,2,2,2,NA,1,4,2,1,NA,283.03,153.31,0,2,1,1,3,1,1,67797101,101966102,NA,102747204,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2010,RO,419,2,2010,15,833,830,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,3,NA,NA,NA,NA,3,NA,NA,2,1,1,1,3,1,1,1,3,129.72,2,NA,2,1,2,2,1,NA,1,2,2,1,NA,58.96,106.13,0,1,1,2,3,NA,1,15791301,162747902,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-1
2010,RO,421,2,2010,30,3881,3587,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,293,0,NA,0,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,235.85,2,NA,2,1,2,2,1,NA,1,5,2,2,117.93,NA,318.4,0,1,1,1,1,2,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-2
2010,RO,477,2,2010,25,1747,1644,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,103,NA,NA,NA,NA,3,NA,NA,2,1,1,1,1,1,1,2,3,176.89,1,NA,2,2,1,2,1,NA,1,2,2,1,NA,94.34,23.59,0,2,3,1,1,1,NA,108860501,90618702,31764105,42892304,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-2
2010,RO,509,2,2010,15,1571,1535,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,0,0,NA,0,NA,0,36,0,NA,0,NA,NA,NA,NA,3,NA,3,2,1,1,1,1,1,1,2,3,377.37,1,NA,2,2,2,1,1,NA,1,6,2,1,NA,471.71,23.59,0,2,1,1,1,1,1,110046901,66631002,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-1
2010,RO,522,2,2010,10,3863,3729,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,133,0,NA,0,NA,NA,NA,NA,3,NA,NA,2,2,1,3,1,3,2,3,2,153.31,2,NA,2,2,2,2,1,NA,1,3,2,1,NA,94.34,23.59,0,2,3,2,1,1,1,83216502,10765402,NA,49204,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2010,RO,543,2,2010,20,867,839,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,28,0,NA,0,NA,NA,NA,NA,3,NA,NA,2,2,1,1,1,1,1,3,1,271.23,2,NA,2,1,2,2,2,NA,1,4,2,2,NA,70.76,117.93,0,2,3,1,1,1,1,83216502,32530802,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2010,RO,544,2,2010,15,3098,2988,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,7,0,NA,103,NA,NA,NA,NA,3,NA,NA,2,2,1,1,1,1,3,1,3,424.54,1,NA,2,2,2,2,4,NA,1,3,1,1,NA,94.34,77.83,0,1,3,1,3,1,1,32170101,71896502,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-1
2010,RO,595,2,2010,15,2220,2094,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,126,0,NA,0,NA,NA,NA,NA,1,NA,3,2,1,2,1,1,3,3,1,2,70.76,3,NA,2,1,2,2,1,NA,1,2,2,1,NA,14.15,153.31,0,2,3,2,3,1,1,NA,129828102,58137603,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-2
2010,RO,609,2,2010,21,2023,1939,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,53,0,0,NA,0,NA,0,6,0,NA,78,NA,NA,NA,NA,3,NA,NA,1,1,2,1,1,1,1,2,4,424.54,1,NA,2,2,2,1,1,NA,1,4,2,2,NA,NA,77.83,0,1,1,1,1,2,NA,136637801,304314602,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2010,RO,628,2,2010,25,840,807,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,32,0,NA,0,NA,NA,NA,NA,3,NA,NA,2,2,1,1,1,1,1,2,2,424.54,1,NA,1,2,1,2,4,NA,1,2,2,1,NA,283.03,66.04,0,1,1,1,1,1,1,101966101,101966102,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2010,RO,638,2,2010,14,1319,1284,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,76,0,0,NA,0,NA,0,35,0,NA,0,NA,NA,NA,NA,3,NA,NA,2,1,2,1,1,2,1,1,3,424.54,1,NA,2,1,1,2,4,NA,1,1,2,1,NA,35.38,200.48,0,1,1,1,1,NA,1,134495401,67797102,29737103,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-2
2010,RO,645,2,2010,20,2310,1342,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,968,0,NA,0,NA,NA,3,NA,3,NA,NA,2,1,2,1,1,2,1,1,3,271.23,2,NA,2,1,2,2,4,NA,1,1,2,2,NA,353.78,82.55,0,1,3,2,1,1,1,307916801,81370202,134495403,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-5
2010,RO,703,2,2010,20,1663,1642,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,22,0,NA,0,NA,NA,NA,NA,3,NA,NA,2,1,1,1,1,2,1,1,1,471.71,3,NA,2,2,2,1,4,NA,3,4,2,1,NA,353.78,224.06,0,1,1,2,3,1,1,29737101,18299002,134495403,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2010,RO,704,2,2010,10,0,-12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,12,NA,NA,NA,NA,3,NA,NA,2,2,1,1,1,3,2,2,3,660.39,1,NA,1,2,2,2,1,NA,4,4,2,1,NA,117.93,82.55,0,2,3,1,3,NA,1,126647401,26677402,NA,NA,56776601,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2010,RO,708,2,2010,12,1210,1193,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,17,0,NA,0,NA,NA,NA,NA,3,NA,NA,1,1,2,1,1,3,1,1,2,271.23,1,NA,2,2,2,2,4,NA,1,1,1,2,188.68,94.34,129.72,2.59,1,1,1,1,1,1,102747201,129197202,NA,NA,134505406,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2010,RO,714,2,2010,30,943,733,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,210,0,NA,0,NA,NA,NA,NA,3,NA,3,2,1,2,1,1,1,1,2,3,153.31,1,1,2,1,2,2,1,NA,1,3,2,1,NA,353.78,70.76,0,1,1,1,1,1,1,32170101,28595803,134495403,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2010,RO,717,2,2010,30,1039,1013,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,26,0,NA,0,NA,NA,NA,NA,3,NA,2,1,2,2,1,2,3,1,2,3,589.64,2,NA,2,2,2,2,1,NA,1,2,2,1,NA,117.93,82.55,0,1,3,1,1,1,1,116348701,23641302,NA,110316404,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-5
2010,RO,758,2,2010,20,1985,1957,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,28,0,NA,0,NA,NA,NA,NA,3,NA,NA,2,1,1,1,1,3,1,3,1,377.37,1,1,2,1,2,2,4,NA,1,2,2,1,NA,94.34,23.59,0,2,3,2,1,NA,1,NA,NA,267138801,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2010,RO,781,2,2010,25,2536,2433,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,103,0,NA,0,NA,NA,3,NA,3,NA,3,2,1,1,1,1,1,1,1,4,424.54,1,NA,2,2,2,2,4,NA,1,2,2,2,NA,70.76,200.48,0,1,1,2,3,1,1,125720301,304314602,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-5
2010,RO,876,2,2010,18,4949,2920,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,86,0,NA,1943,NA,NA,NA,NA,3,NA,NA,2,1,2,1,1,1,1,2,1,424.54,1,NA,2,1,1,2,1,NA,1,3,2,1,NA,165.1,129.72,0,2,1,1,1,1,1,307916801,136637802,25813403,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-1
2010,RO,895,2,2010,15,1557,1522,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,34,0,NA,0,NA,NA,NA,NA,1,NA,3,1,2,2,1,1,2,1,1,2,153.31,2,NA,2,2,2,2,1,NA,1,3,2,1,NA,18.87,188.68,0,2,3,2,1,1,NA,40782201,199636702,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2010,RO,909,2,2010,20,1871,1543,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,328,0,NA,0,NA,NA,NA,NA,3,NA,NA,2,1,1,1,1,1,1,2,3,377.37,1,NA,2,2,2,2,4,NA,1,3,1,1,NA,NA,106.13,0,1,1,1,1,2,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-5
2010,RO,927,2,2010,35,3628,3594,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1049,0,518,NA,0,NA,0,34,0,NA,0,NA,NA,NA,NA,3,NA,NA,2,1,2,1,1,2,1,2,3,188.68,2,1,2,2,2,2,4,NA,1,4,2,2,NA,235.85,106.13,0,2,3,1,1,NA,NA,67813701,129159102,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2010,RO,933,2,2010,25,2837,1307,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,51,0,NA,1478,NA,NA,3,NA,3,NA,NA,1,1,2,1,1,1,1,1,1,377.37,3,NA,2,2,2,2,4,NA,1,3,2,1,NA,117.93,106.13,0,1,1,1,1,2,NA,129826601,129826602,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2010,RO,976,2,2010,10,1801,1769,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,32,0,NA,0,NA,NA,NA,NA,3,NA,3,2,1,2,1,1,3,1,1,2,82.55,2,2,2,1,1,2,1,NA,1,1,2,1,NA,94.34,106.13,0,1,3,2,1,NA,1,88812302,95033902,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2010,RO,998,2,2010,15,2415,2397,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,48,0,0,NA,0,NA,0,19,0,NA,0,NA,NA,NA,NA,3,NA,3,2,1,2,1,1,1,1,1,2,424.54,1,NA,2,2,2,1,1,NA,3,3,2,1,NA,47.17,129.72,0,1,3,1,1,1,2,104814801,293581302,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2010,RO,1019,2,2010,40,2738,2691,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,608,NA,0,NA,0,1,0,NA,46,NA,NA,NA,NA,3,NA,NA,2,2,1,1,1,3,2,1,3,377.37,3,2,2,2,2,2,1,NA,1,2,2,1,NA,58.96,58.96,0,2,1,2,3,1,1,NA,302678702,85174403,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-1
2010,RO,1023,2,2010,20,0,-6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,6,0,NA,0,NA,NA,NA,NA,1,NA,3,2,1,2,1,1,2,2,1,3,377.37,2,2,2,1,2,2,4,NA,2,4,2,2,NA,283.03,82.55,0,1,1,1,1,1,1,NA,125720302,134495403,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-5
2010,RO,1024,2,2010,15,2632,2359,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,99,0,0,NA,0,NA,0,272,0,NA,0,NA,NA,3,NA,1,NA,NA,1,1,2,1,2,1,1,1,1,176.89,1,NA,1,2,2,2,4,NA,4,2,2,1,NA,94.34,141.51,23.35,1,1,1,3,1,4,18406302,125225102,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-3
2010,RO,1028,2,2010,15,898,884,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1,0,NA,13,NA,NA,NA,NA,3,NA,NA,2,1,2,1,1,1,1,2,2,235.85,1,NA,2,1,2,1,1,NA,1,2,2,1,NA,141.51,84.91,0,1,1,1,1,1,1,136637801,134495402,69289701,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-2
2010,RO,1072,2,2010,25,3504,1956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1548,0,NA,0,NA,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,3,1,224.06,1,NA,2,2,2,2,4,NA,1,1,2,1,NA,NA,106.13,0,1,1,1,1,1,1,NA,129826602,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2010,RO,1099,2,2010,23,0,-19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,19,0,NA,0,NA,NA,NA,NA,3,NA,NA,2,1,2,3,1,2,1,1,1,377.37,2,NA,1,2,2,2,1,NA,1,2,2,1,NA,188.68,58.96,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-4
2010,RO,1101,2,2010,30,1124,1112,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,151,0,0,NA,0,NA,0,12,0,NA,0,NA,NA,NA,NA,2,NA,NA,2,1,2,1,1,1,1,1,3,707.56,1,NA,2,2,1,2,4,NA,1,3,1,1,NA,94.34,66.04,0,1,1,2,1,1,1,101966101,63966502,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RO11,RO11-5
