PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL030,PL035,PL015,PL020,PL025,PL040,PL050,PL060,PL070,PL072,PL100,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PL210A,PL210B,PL210C,PL210D,PL210E,PL210F,PL210G,PL210H,PL210I,PL210J,PL210K,PL210L,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY070N,PY010G,PY020G,PY031G,PY035G,PY050G,PY070G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PX030,PX040,PY021G,PY030G,PX020,PX050,PX010,PL110,PL111,DB040,NR_ITW
2008,BE,2831,621.985383678441,NA,4,2008,7,3,1954,2,2,1,EU,2,NA,3,1,1,NA,NA,NA,3,9,40,12,0,NA,NA,13,1,2,1,NA,NA,24,1,3,1,1,1,1,8,1,1,1,1,1,2,2,3,2,NA,2,NA,0,0,0,44309,0,1,0,0,0,0,0,0,0,0,0,0,1,283,1,0,6825,53,1,1,o+p+q,o,BE10,BE10-4
2008,BE,2941,621.985383678441,NA,2,2008,2,4,1970,1,5,1,BE,2,NA,5,1,1,NA,NA,NA,3,0 - 1,45,12,0,NA,NA,13,1,2,2,NA,NA,24,1,1,6,1,1,2,1,1,1,1,1,1,2,2,3,2,NA,2,NA,3229,0,0,0,0,1,0,34745,0,0,0,0,0,0,0,0,1,294,1,0,16904,37,7,1,f,b-e,BE10,BE10-4
2008,BE,2981,621.985383678441,NA,3,2008,14,1,1987,2,1,3,EU,1,3,2,4,NA,2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18,7,6,5,8,7,6,6,7,8,8,NA,1,3,2,2,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,298,1,0,0,20,7,1,NA,NA,BE10,BE10-3
2008,BE,3251,621.985383678441,NA,2,2008,8,2,1977,2,2,1,BE,1,NA,5,1,NA,NA,NA,NA,3,2,40,0,12,NA,NA,NA,1,2,2,NA,NA,18,3,6,6,6,6,2,6,2,6,1,2,6,3,1,2,2,NA,2,NA,0,0,0,17839,919,1,0,0,0,0,0,0,0,0,0,0,1,325,1,0,11688,30,6,1,NA,p,BE10,BE10-2
2008,BE,3281,621.985383678441,NA,2,2008,3,1,1967,2,2,3,BE,2,NA,2,3,NA,NA,NA,NA,3,3,NA,0,0,NA,NA,NA,NA,2,2,NA,NA,23,8,8,6,2,6,2,6,5,8,5,5,6,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,4106,0,0,0,0,801,1,328,1,0,10475,40,1,1,NA,NA,BE10,BE10-1
2008,BE,3361,621.985383678441,NA,2,2008,8,2,1971,1,2,3,BE,2,NA,2,1,NA,NA,NA,NA,3,8,30,12,0,NA,NA,NA,NA,1,2,NA,NA,17,2,1,6,1,1,1,1,2,6,2,1,1,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,27632,0,0,0,0,0,0,0,0,1,336,1,0,0,36,1,1,NA,h,BE10,BE10-2
2008,BE,3461,621.985383678441,NA,3,2008,8,4,1950,2,2,2,BE,2,NA,5,8,NA,2,NA,NA,2,3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,16,8,7,8,7,8,NA,7,8,6,8,8,7,1,2,2,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,346,1,0,0,57,1,1,NA,NA,BE10,BE10-2
2008,BE,3501,621.985383678441,NA,2,2008,9,2,1927,2,4,3,BE,2,NA,1,5,NA,1,NA,NA,NA,9,40,0,0,NA,NA,NA,1,2,NA,NA,NA,18,7,2,7,1,6,2,2,6,5,8,6,6,2,2,2,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,11777,0,0,0,0,1,350,1,0,0,80,5,1,NA,NA,BE10,BE10-2
2008,BE,3751,621.985383678441,NA,2,2008,9,2,1972,2,2,3,BE,2,NA,5,1,1,NA,NA,NA,3,4,50,12,0,NA,NA,13,1,1,2,NA,NA,18,1,1,1,1,1,6,1,1,1,1,3,1,3,1,3,2,NA,2,NA,0,0,0,54963,1134,1,0,0,0,0,0,0,0,0,0,0,1,375,1,0,0,35,5,1,g,o,BE10,BE10-5
2008,BE,3821,621.985383678441,NA,2,2008,17,1,1975,1,2,1,Other,2,NA,2,6,1,2,2,NA,3,9,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,14,8,5,6,8,6,1,5,8,8,1,8,2,2,2,1,2,NA,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8301,0,0,1,382,1,0,0,32,1,1,i,NA,BE10,BE10-4
2008,BE,3841,621.985383678441,NA,3,2008,6,1,1960,1,2,3,BE,2,NA,2,1,1,NA,NA,NA,3,4,50,12,0,NA,NA,13,1,NA,2,NA,NA,18,1,1,1,1,1,6,1,1,1,1,1,1,1,1,2,2,NA,2,NA,1200,0,0,36367,234,1,0,0,0,0,0,0,0,0,0,0,1,384,1,0,0,47,6,1,c+d+e,o,BE10,BE10-4
2008,BE,3881,621.985383678441,NA,3,2008,11,4,1975,1,1,1,BE,2,NA,5,4,NA,1,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,18,7,7,7,7,7,8,7,7,7,8,7,7,4,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,388,1,0,0,32,1,1,a+b,NA,BE10,BE10-3
2008,BE,4081,621.985383678441,NA,2,2008,4,1,1934,2,2,3,BE,2,NA,NA,5,1,NA,NA,NA,3,NA,40,12,0,NA,NA,11,1,1,2,1,NA,19,1,3,2,3,1,2,1,1,1,1,1,1,1,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,82511,0,0,0,0,1,408,1,0,0,73,7,1,c+d+e,NA,BE10,BE10-3
2008,BE,4721,621.985383678441,NA,2,2008,16,4,1934,2,2,1,EU,2,NA,5,5,1,NA,NA,NA,3,4,50,12,0,NA,NA,12,1,2,2,NA,NA,22,1,1,1,1,3,3,1,1,1,1,1,1,2,1,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,64269,0,0,0,0,1,472,1,0,0,73,6,1,NA,NA,BE10,BE10-4
2008,BE,4851,621.985383678441,NA,2,2008,10,3,1927,2,4,3,BE,2,NA,5,5,1,1,NA,NA,3,4,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,17,1,8,3,8,1,1,1,2,1,1,1,1,1,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,25800,0,0,0,0,1,485,1,0,0,80,5,1,NA,NA,BE10,BE10-3
2008,BE,4971,621.985383678441,NA,2,2008,6,4,1979,1,2,1,BE,2,NA,3,1,1,NA,NA,NA,3,5,60,12,12,4,NA,13,1,NA,2,NA,NA,15,1,1,5,1,3,1,1,1,1,1,1,1,2,2,3,2,NA,2,NA,0,0,0,35036,1523,1,0,0,0,0,0,0,0,0,0,0,1,497,1,0,17195,28,1,1,l,g,BE10,BE10-1
2008,BE,5111,621.985383678441,NA,2,2008,10,2,1945,1,5,3,BE,2,NA,NA,1,1,NA,NA,NA,1,9,38,12,0,NA,NA,13,1,2,2,NA,NA,23,1,1,1,1,1,1,1,1,6,3,1,1,1,2,3,2,NA,2,NA,0,0,0,0,0,1,0,27790,0,0,0,11320,0,0,0,0,1,511,1,0,8827,62,7,1,m,q,BE10,BE10-3
2008,BE,5451,621.985383678441,NA,2,2008,6,1,1972,1,2,3,Other,2,NA,2,1,NA,1,NA,NA,3,9,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,28,6,6,2,1,6,2,6,1,1,6,2,6,2,1,3,2,NA,2,NA,1320,0,0,14831,0,1,0,0,0,0,0,0,0,0,0,0,1,545,1,0,0,35,1,1,NA,l-n,BE10,BE10-4
2008,BE,5471,621.985383678441,NA,2,2008,8,4,1969,2,1,1,BE,2,NA,3,2,1,1,NA,NA,3,3,60,0,4,NA,NA,NA,1,1,NA,NA,NA,16,2,8,1,6,8,6,1,6,6,2,6,2,2,2,3,2,NA,2,NA,0,0,0,18212,685,1,0,0,0,0,1052,0,0,0,0,0,1,547,1,0,0,38,6,1,NA,q,BE10,BE10-3
2008,BE,5511,621.985383678441,NA,2,2008,31,2,1951,2,5,3,BE,2,NA,3,3,1,NA,2,NA,3,5,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,5,6,6,3,2,1,6,6,6,2,5,2,1,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,16730,0,0,0,0,0,1,551,1,0,0,56,5,1,n,NA,BE10,BE10-5
2008,BE,5561,621.985383678441,NA,2,2008,16,3,1927,1,4,3,BE,2,NA,5,5,NA,NA,2,NA,3,3,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,19,8,1,5,8,8,6,6,5,8,8,5,5,2,2,2,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,12078,0,0,0,0,1,556,1,0,14950,80,7,1,NA,NA,BE10,BE10-4
2008,BE,5581,621.985383678441,NA,2,2008,13,2,1927,2,4,1,BE,2,NA,6,5,NA,1,1,NA,NA,NA,38,1,5,NA,3,NA,1,2,2,NA,4,14,5,7,6,6,6,5,6,7,6,8,8,2,1,2,3,2,NA,2,NA,1320,0,0,0,0,1,0,0,0,0,0,10408,0,0,0,0,1,558,1,0,12751,80,1,1,g,NA,BE10,BE10-5
2008,BE,5971,621.985383678441,NA,2,2008,9,4,1929,1,2,1,BE,2,NA,NA,5,NA,1,2,NA,2,7,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,20,6,6,5,5,6,5,5,8,8,6,6,8,3,1,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,8289,0,0,0,0,1,597,1,0,0,78,1,1,NA,NA,BE10,BE10-1
2008,BE,6071,621.985383678441,NA,2,2008,17,4,1949,2,2,1,BE,2,NA,1,9,1,1,NA,NA,NA,NA,NA,0,0,NA,3,NA,1,2,NA,NA,NA,14,6,5,8,5,6,6,6,7,8,5,5,5,3,1,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,8680,0,0,1,607,1,0,8855,58,1,1,NA,NA,BE10,BE10-2
2008,BE,6111,621.985383678441,NA,3,2008,37,4,1969,2,5,3,BE,2,5,2,3,1,1,2,NA,3,4,15,0,0,NA,NA,NA,1,2,NA,NA,NA,15,6,6,1,8,6,6,6,7,6,6,6,6,2,2,3,2,NA,2,NA,0,0,0,7847,0,1,0,0,0,0,2249,0,0,0,0,0,1,611,1,0,0,38,1,1,NA,NA,BE10,BE10-3
2008,BE,6171,621.985383678441,NA,2,2008,3,2,1936,2,2,1,BE,2,NA,NA,5,1,NA,NA,NA,3,NA,55,12,0,NA,NA,13,1,1,2,NA,NA,18,1,1,1,1,1,1,3,1,1,1,1,2,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,38132,0,0,0,0,1,617,1,0,0,71,1,1,j,NA,BE10,BE10-5
2008,BE,6621,621.985383678441,NA,2,2008,14,2,1935,2,4,1,BE,2,NA,2,8,NA,2,2,NA,NA,0 - 1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,24,7,8,7,7,7,7,7,7,7,7,8,8,1,2,3,2,1,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,662,1,0,0,72,1,1,c+d+e,NA,BE10,BE10-4
2008,BE,6651,621.985383678441,NA,2,2008,8,2,1981,1,1,2,Other,1,NA,2,9,NA,2,2,NA,NA,9,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,8,2,7,8,7,6,8,8,7,7,8,8,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,665,1,0,0,26,6,1,NA,NA,BE10,BE10-5
2008,BE,7011,621.985383678441,NA,2,2008,7,1,1964,2,2,2,EU,2,NA,5,1,1,NA,NA,NA,3,2,30,11,0,NA,NA,NA,1,1,2,NA,NA,18,1,1,2,6,8,2,2,1,1,2,1,2,2,2,3,2,NA,2,NA,300,0,0,32789,0,1,0,0,0,0,0,0,0,0,0,0,1,701,1,0,0,43,1,1,n,b-e,BE10,BE10-2
2008,BE,7071,621.985383678441,NA,2,2008,23,1,1927,2,1,1,BE,2,NA,1,5,NA,NA,NA,NA,2,NA,20,0,0,NA,NA,13,NA,NA,NA,NA,NA,20,2,6,6,6,5,5,5,6,5,6,6,8,3,2,2,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,5367,0,0,0,0,1,707,1,0,14910,80,5,1,i,NA,BE10,BE10-1
2008,BE,7231,621.985383678441,NA,3,2008,2,4,1978,1,1,3,BE,2,NA,2,1,NA,1,2,NA,3,7,72,0,0,NA,NA,NA,NA,1,NA,NA,NA,19,6,6,6,2,1,2,1,6,6,6,1,1,4,1,3,2,NA,2,NA,550,0,0,15204,0,1,0,0,0,0,0,0,0,0,0,0,1,723,1,0,0,29,1,1,n,b-e,BE10,BE10-3
2008,BE,7581,621.985383678441,NA,2,2008,12,2,1945,1,1,1,Other,2,NA,5,1,1,NA,NA,NA,3,5,30,12,0,NA,NA,13,1,1,2,NA,NA,21,1,1,1,1,1,1,2,1,2,1,1,1,2,2,3,2,NA,2,NA,1000,0,0,42054,0,1,0,0,0,0,0,0,0,0,0,0,1,758,1,0,0,62,1,1,j,q,BE10,BE10-2
2008,BE,7631,621.985383678441,NA,3,2008,10,4,1960,1,1,3,BE,2,NA,5,1,1,NA,NA,NA,3,2,39,12,0,NA,NA,13,1,2,1,NA,1,23,3,1,1,3,3,1,1,1,1,3,1,1,2,2,3,2,NA,2,NA,0,0,0,43076,378,1,0,0,0,0,0,0,0,0,0,0,1,763,1,0,12391,47,7,1,g,q,BE10,BE10-3
2008,BE,7681,621.985383678441,NA,2,2008,7,4,1973,2,5,1,BE,NA,NA,2,9,NA,2,2,NA,3,3,NA,0,0,NA,NA,NA,NA,NA,2,NA,NA,14,6,8,7,7,8,7,NA,8,8,7,7,NA,2,2,3,2,NA,2,NA,0,0,0,1292,0,1,0,0,0,0,506,0,0,0,0,0,1,768,1,0,3358,34,1,1,NA,NA,BE10,BE10-1
2008,BE,7691,621.985383678441,NA,4,2008,4,4,1970,2,1,1,BE,2,NA,2,1,NA,1,NA,NA,3,4,38,0,12,NA,NA,11,NA,1,2,NA,NA,22,2,3,6,5,6,6,2,2,6,1,6,6,3,1,3,2,NA,2,NA,745,0,0,15153,59,1,0,0,0,0,0,0,0,0,0,0,1,769,1,0,8730,37,1,1,NA,q,BE10,BE10-3
2008,BE,7921,621.985383678441,NA,3,2008,27,1,1981,2,1,1,BE,1,3,3,9,NA,1,1,2,3,4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,17,8,7,7,8,8,7,7,7,7,7,8,8,2,1,2,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,792,1,0,0,26,5,1,NA,NA,BE10,BE10-2
2008,BE,8081,621.985383678441,NA,3,2008,3,3,1949,1,1,3,Other,2,NA,1,9,NA,NA,2,NA,3,NA,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,NA,7,8,7,8,7,8,7,8,5,8,8,5,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,808,1,0,7088,58,6,1,NA,NA,BE10,BE10-2
2008,BE,8091,621.985383678441,NA,3,2008,12,4,1980,2,2,1,EU,1,5,3,4,NA,2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,6,8,7,7,8,8,7,8,8,7,6,7,1,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,809,1,0,0,27,1,1,NA,NA,BE10,BE10-4
2008,BE,8101,621.985383678441,NA,2,2008,11,1,1975,1,2,3,Other,2,NA,3,1,1,NA,NA,NA,3,7,37,12,0,NA,NA,13,1,2,2,NA,NA,18,1,1,1,3,1,1,1,1,6,1,1,1,2,1,3,2,NA,2,NA,0,0,0,45001,0,1,0,0,0,0,0,0,0,0,0,0,1,810,1,0,15678,32,5,1,k,b-e,BE10,BE10-4
2008,BE,8471,621.985383678441,NA,2,2008,6,2,1971,1,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,2,45,12,0,NA,NA,13,1,1,2,NA,NA,21,1,1,1,1,1,1,6,1,6,3,2,2,2,2,3,2,NA,2,NA,0,0,0,35659,0,1,0,0,0,0,0,0,0,0,0,0,1,847,1,0,0,36,1,1,c+d+e,j,BE10,BE10-4
2008,BE,8481,621.985383678441,NA,2,2008,8,1,1929,2,4,3,BE,2,NA,NA,5,NA,1,2,NA,3,9,38,4,0,NA,NA,2,1,NA,NA,NA,NA,NA,6,5,2,6,5,2,7,6,2,5,8,4,2,1,1,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,11987,0,0,0,0,1,848,1,0,22584,78,6,1,NA,NA,BE10,BE10-2
2008,BE,8501,621.985383678441,NA,3,2008,10,3,1971,1,1,3,BE,2,NA,5,1,1,NA,NA,NA,3,2,39,12,0,NA,NA,7,1,1,2,NA,NA,23,1,1,1,1,2,1,2,6,1,2,6,2,2,2,3,2,NA,2,NA,72,0,0,22524,751,1,0,0,0,0,0,0,0,0,0,0,1,850,1,0,0,36,1,1,n,o,BE10,BE10-4
2008,BE,8561,621.985383678441,NA,2,2008,9,2,1976,1,2,1,BE,NA,NA,1,1,NA,1,2,NA,3,5,21,0,12,NA,6,NA,NA,1,2,NA,NA,13,2,6,1,1,1,2,6,6,6,6,6,3,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,18059,0,0,0,0,0,0,0,0,1,856,1,0,12220,31,6,1,i,i,BE10,BE10-3
2008,BE,8751,621.985383678441,NA,2,2008,14,3,1927,2,2,3,BE,1,5,3,5,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,7,8,7,5,6,3,6,3,8,7,7,7,1,2,2,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,875,1,0,11126,80,1,1,g,NA,BE10,BE10-4
2008,BE,8951,621.985383678441,NA,2,2008,4,2,1985,1,1,3,EU,2,NA,3,4,NA,1,2,1,3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,7,8,7,7,8,5,1,8,8,2,2,NA,2,NA,2,NA,0,0,0,852,0,1,0,0,0,0,0,0,0,0,0,0,1,895,1,0,0,22,1,1,NA,NA,BE10,BE10-2
2008,BE,9051,621.985383678441,NA,2,2008,4,3,1970,1,2,3,BE,1,NA,4,1,NA,1,NA,NA,3,3,40,12,0,NA,NA,13,1,2,NA,NA,NA,19,1,6,1,1,1,1,1,1,6,2,1,1,2,2,3,2,NA,2,NA,0,0,0,24772,930,1,0,0,0,0,0,0,0,0,0,0,1,905,1,0,10391,37,1,1,m,q,BE10,BE10-3
2008,BE,9121,621.985383678441,NA,2,2008,6,2,1980,2,1,2,BE,1,NA,2,4,NA,1,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,8,7,7,8,8,7,8,6,7,7,1,1,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,912,1,0,13556,27,1,1,NA,NA,BE10,BE10-2
