PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL030,PL035,PL015,PL020,PL025,PL040,PL050,PL060,PL070,PL072,PL100,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PL210A,PL210B,PL210C,PL210D,PL210E,PL210F,PL210G,PL210H,PL210I,PL210J,PL210K,PL210L,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY070N,PY010G,PY020G,PY035G,PY050G,PY070G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PS005,PS010,PS020,PS030,PS040,PS050,PS060,PS070,PS080,PS090,PS100,PS110,PS120,PS130,PS140,PS150,PS160,PX030,PX040,PX020,PX050,PX010,PL110,DB040,NR_ITW
2006,BE,2931,628.125,NA,3,2006,7,2,1974,2,1,1,BE,2,NA,5,4,NA,2,2,NA,3,NA,38,12,0,NA,NA,13,1,1,2,NA,NA,18,1,1,1,2,6,1,1,6,2,5,2,1,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,24310,0,0,0,0,0,1,1148.331,2,2,3,1,2,2,1,3,2,2,NA,2,NA,2,2,2,293,1,31,1,1,NA,BE10,BE10-1
2006,BE,3201,628.125,NA,3,2006,15,3,1960,1,1,1,BE,2,NA,2,1,NA,1,NA,NA,3,4,46,12,0,NA,NA,NA,1,2,2,NA,NA,18,2,2,1,1,2,1,NA,1,1,8,1,1,3,2,3,2,NA,2,NA,0,0,1,31116,0,0,0,1,0,0,0,0,0,0,0,1,413.9167,1,1,2,1,3,4,1,4,1,2,NA,2,NA,2,2,2,320,1,45,4,1,i,BE10,BE10-3
2006,BE,3221,628.125,NA,4,2006,22,3,1925,2,4,1,BE,2,NA,NA,5,NA,1,2,NA,3,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,18,6,6,8,7,5,5,5,7,7,6,5,7,1,2,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,6628,0,0,0,0,1,656.4228,1,1,2,4,1,4,2,6,1,2,NA,2,NA,1,2,2,322,1,80,4,1,NA,BE10,BE10-1
2006,BE,3301,628.125,NA,4,2006,38,2,1965,1,2,3,Other,2,5,NA,9,NA,2,2,NA,NA,7,NA,0,0,NA,NA,NA,2,2,NA,NA,NA,20,7,8,8,6,7,8,8,1,7,8,7,8,1,NA,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,669.8501,5,2,1,1,4,1,1,4,NA,2,NA,2,NA,2,2,2,330,1,40,4,1,NA,BE10,BE10-5
2006,BE,3401,628.125,NA,4,2006,26,4,1975,1,1,1,BE,2,NA,3,1,NA,NA,NA,NA,2,3,38,12,0,NA,NA,11,NA,NA,NA,NA,NA,21,1,1,2,6,1,6,1,1,1,6,1,1,2,2,1,2,NA,2,NA,0,0,1,24131,0,0,0,1,0,0,0,0,0,0,0,1,1120.518,4,3,1,5,2,1,4,1,1,2,NA,2,NA,2,2,2,340,1,30,1,1,j,BE10,BE10-2
2006,BE,3441,628.125,NA,4,2006,25,2,1942,2,2,1,EU,1,NA,1,9,NA,1,NA,NA,3,7,NA,0,0,10,NA,12,1,NA,NA,NA,NA,14,1,8,5,6,1,6,6,5,1,5,5,1,1,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,15711,0,0,1,504.7083,1,1,1,1,3,1,2,3,1,2,NA,2,NA,2,2,2,344,1,63,3,1,NA,BE10,BE10-3
2006,BE,3681,628.125,NA,4,2006,15,1,1929,1,4,3,BE,1,NA,0,6,NA,2,2,NA,3,9,NA,0,0,NA,3,NA,2,2,NA,NA,NA,NA,8,8,8,8,7,8,8,7,NA,8,8,7,3,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,190,0,1,1155.313,2,1,3,1,2,1,2,4,1,2,NA,2,NA,2,2,2,368,1,76,3,1,NA,BE10,BE10-2
2006,BE,3781,628.125,NA,4,2006,19,1,1949,1,2,1,BE,2,NA,3,3,NA,2,2,NA,3,5,NA,12,0,NA,4,NA,NA,2,NA,NA,NA,18,3,1,3,6,6,6,6,6,6,5,6,5,1,2,2,2,NA,1,1,0,0,1,0,0,0,0,1,0,9141,0,0,0,0,0,1,1561.222,2,1,2,1,5,2,1,1,1,2,NA,2,NA,2,2,2,378,1,56,3,1,NA,BE10,BE10-1
2006,BE,3821,628.125,NA,3,2006,18,2,1953,1,2,1,EU,2,NA,6,1,NA,NA,NA,NA,3,2,43,12,0,NA,NA,13,1,1,2,NA,NA,22,1,1,1,1,1,1,1,1,1,1,5,1,2,2,2,2,NA,2,NA,0,0,1,0,0,0,41123,1,0,0,0,0,0,0,0,1,880.1926,2,3,4,1,2,2,2,3,1,2,NA,2,NA,2,2,2,382,1,52,1,1,l-n,BE10,BE10-2
2006,BE,4011,628.125,NA,3,2006,17,1,1933,2,2,1,BE,2,NA,NA,8,NA,1,2,NA,3,NA,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,23,8,8,7,7,7,7,7,8,8,7,1,8,2,1,1,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,821.6157,2,1,1,1,2,3,2,2,1,2,NA,2,NA,2,2,2,401,1,72,1,1,NA,BE10,BE10-5
2006,BE,4641,628.125,NA,4,2006,19,2,1962,2,1,1,EU,2,NA,3,1,NA,1,NA,NA,3,9,80,0,0,NA,6,NA,1,2,NA,NA,NA,23,8,3,6,6,1,5,6,6,6,6,1,6,2,2,3,2,NA,1,NA,0,0,1,17049,606,0,0,1,0,0,0,0,0,0,0,1,814.0467,1,3,2,1,2,1,1,4,1,2,NA,2,NA,1,1,2,464,1,43,4,1,b-e,BE10,BE10-3
2006,BE,4771,628.125,NA,4,2006,9,1,1953,1,2,3,BE,2,NA,2,2,NA,1,2,NA,3,5,28,12,0,NA,NA,NA,1,1,NA,NA,NA,17,6,2,2,6,6,1,6,1,1,5,6,6,2,1,3,2,NA,2,NA,0,0,1,15241,0,0,0,1,0,0,0,0,5258,0,0,1,743.3991,2,1,1,1,2,3,3,5,1,2,NA,2,NA,2,2,2,477,1,52,1,1,o,BE10,BE10-5
2006,BE,5031,628.125,NA,4,2006,13,2,1943,2,4,3,EU,2,5,0,8,NA,2,2,NA,NA,4,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,7,7,8,8,6,7,7,7,6,8,8,6,4,1,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,603.0148,1,1,1,NA,2,2,1,1,1,2,NA,2,NA,2,2,2,503,1,62,4,1,NA,BE10,BE10-3
2006,BE,5361,628.125,NA,4,2006,10,2,1955,1,2,1,Other,1,NA,5,1,NA,1,2,NA,3,4,NA,0,0,NA,NA,1,NA,2,NA,NA,NA,15,7,2,3,5,6,6,6,5,6,3,2,1,1,2,3,2,NA,2,NA,0,0,1,11714,0,0,0,1,0,0,0,0,0,0,0,1,1025.141,1,1,1,1,5,2,2,4,1,2,NA,2,NA,2,2,2,536,1,50,1,1,k,BE10,BE10-3
2006,BE,5381,628.125,NA,4,2006,4,2,1925,2,4,1,BE,2,NA,1,5,NA,NA,NA,NA,3,4,NA,12,0,NA,NA,12,1,1,2,NA,NA,22,1,6,6,1,5,5,1,1,2,1,1,1,1,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,22286,0,0,0,0,1,551.9714,5,1,5,4,3,3,2,6,1,2,NA,1,NA,2,2,2,538,1,80,3,1,NA,BE10,BE10-4
2006,BE,5421,628.125,NA,3,2006,7,3,1949,2,5,1,BE,2,NA,5,3,NA,1,NA,NA,3,2,NA,4,0,NA,NA,NA,NA,2,NA,NA,NA,18,6,5,4,6,6,6,3,6,5,5,6,6,2,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,8044,0,0,0,0,0,1,886.6544,1,1,1,2,2,2,1,4,1,1,NA,2,NA,2,2,2,542,1,56,3,1,NA,BE10,BE10-3
2006,BE,5461,628.125,NA,3,2006,18,1,1925,1,2,2,BE,2,NA,2,5,NA,NA,2,NA,3,9,45,0,12,NA,NA,1,1,2,NA,NA,NA,20,6,5,6,8,5,3,2,5,6,6,6,6,2,1,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,16758,0,0,0,0,1,884.91010000000006,2,1,4,1,2,2,1,1,2,2,NA,2,NA,1,2,2,546,1,80,4,1,NA,BE10,BE10-4
2006,BE,5481,628.125,NA,3,2006,15,2,1962,2,1,3,BE,2,NA,2,1,NA,NA,2,NA,3,4,7,12,12,NA,NA,13,1,2,2,NA,NA,18,1,1,1,1,1,1,1,1,1,1,1,2,1,2,NA,2,NA,2,NA,0,0,1,27259,0,0,0,1,0,0,0,0,0,0,0,1,594.9292,2,2,2,1,2,3,1,1,1,2,NA,2,NA,2,2,2,548,1,43,1,1,k,BE10,BE10-5
2006,BE,5871,628.125,NA,4,2006,22,4,1925,2,4,1,BE,2,NA,NA,5,NA,NA,2,NA,3,7,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,5,5,5,5,1,5,8,5,6,8,5,6,3,1,1,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,9922,0,0,0,0,1,1716.538,2,1,1,1,2,6,3,2,1,2,NA,2,NA,2,2,2,587,1,80,3,1,NA,BE10,BE10-3
2006,BE,6001,628.125,NA,3,2006,28,4,1958,2,1,1,BE,2,NA,3,1,NA,NA,NA,NA,3,3,50,12,0,NA,6,NA,1,2,2,NA,NA,25,2,1,1,2,2,3,1,1,1,2,1,1,2,2,3,2,NA,2,NA,0,0,1,26248,0,0,0,1,0,0,0,0,0,0,0,1,592.3928,1,2,1,1,4,4,2,2,1,2,NA,2,NA,2,2,2,600,1,47,1,1,l-n,BE10,BE10-2
2006,BE,6061,628.125,NA,4,2006,13,1,1980,2,1,1,BE,2,NA,3,2,NA,1,2,NA,NA,4,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,24,6,6,2,6,7,3,4,3,6,6,7,3,3,1,1,2,NA,2,NA,0,0,1,4167,0,0,0,1,0,0,0,0,0,0,0,1,775.9252,2,1,2,1,4,3,2,1,1,2,NA,2,NA,2,1,2,606,1,25,NA,1,o,BE10,BE10-3
2006,BE,6511,628.125,NA,4,2006,26,1,1937,1,2,3,BE,2,NA,1,5,NA,NA,2,NA,2,9,NA,0,0,NA,NA,1,NA,2,NA,NA,NA,21,6,6,6,5,6,6,3,5,6,8,6,7,2,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,6950,0,0,0,0,1,1260.263,1,1,2,2,2,2,2,1,1,2,NA,2,NA,2,2,2,651,1,68,1,1,NA,BE10,BE10-3
2006,BE,6541,628.125,NA,4,2006,6,2,1941,2,5,1,BE,2,NA,NA,1,NA,NA,NA,NA,3,5,NA,0,0,NA,NA,12,1,2,2,NA,NA,19,6,5,6,6,6,1,6,6,2,6,6,6,1,2,2,2,NA,2,NA,0,0,1,0,0,0,17189,1,1106,0,1326,0,0,0,0,1,545.1501,1,4,1,1,1,5,2,2,1,1,NA,2,NA,1,2,2,654,1,64,4,1,i,BE10,BE10-3
2006,BE,6901,628.125,NA,3,2006,16,4,1930,2,5,1,BE,1,NA,2,5,NA,1,2,NA,3,4,NA,12,4,NA,NA,NA,1,2,2,NA,4,23,1,6,2,6,2,1,6,5,6,1,5,6,2,2,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,16111,0,0,0,0,1,994.8387,3,1,1,1,1,4,2,1,1,2,NA,2,NA,1,2,2,690,1,75,3,1,NA,BE10,BE10-3
2006,BE,6961,628.125,NA,4,2006,2,1,1972,2,1,1,BE,2,NA,5,1,NA,NA,2,NA,3,2,NA,12,12,NA,NA,11,1,2,2,NA,NA,18,1,6,1,1,1,1,1,8,1,1,1,1,3,2,3,2,NA,2,NA,0,0,1,40783,0,0,0,1,0,0,0,0,0,0,0,1,575.2865,5,1,1,1,3,2,1,2,1,2,NA,2,NA,2,2,2,696,1,33,1,1,k,BE10,BE10-2
2006,BE,7111,628.125,NA,4,2006,15,4,1959,1,2,1,BE,2,4,3,1,NA,NA,NA,NA,3,9,40,12,0,NA,5,13,1,1,2,NA,NA,18,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,NA,2,NA,0,0,1,17486,0,0,0,1,0,0,0,0,0,15142,134,1,932.6047,1,2,1,1,4,3,1,NA,1,2,NA,2,NA,2,2,2,711,1,46,1,1,b-e,BE10,BE10-2
2006,BE,7451,628.125,NA,4,2006,25,4,1949,1,2,3,BE,2,NA,5,1,NA,NA,NA,NA,3,2,37,12,0,NA,5,13,1,2,2,NA,NA,17,6,6,3,3,6,1,6,1,1,1,1,6,1,2,3,2,NA,2,NA,0,0,1,25133,0,0,0,1,0,0,0,0,0,0,0,1,682.0395,1,2,1,1,4,2,2,2,1,2,NA,2,NA,1,2,2,745,1,56,1,1,l-n,BE10,BE10-1
2006,BE,7501,628.125,NA,4,2006,13,1,1977,1,2,1,Other,2,NA,5,1,NA,1,2,NA,2,3,NA,0,0,NA,NA,NA,1,2,NA,1,NA,19,5,8,5,2,8,6,2,6,6,3,5,6,4,1,3,2,NA,2,NA,0,0,1,5704,0,0,0,1,0,0,0,0,0,0,0,1,804.4238,1,1,1,1,2,6,2,4,1,2,NA,2,NA,2,2,2,750,1,28,1,1,k,BE10,BE10-5
2006,BE,7551,628.125,NA,4,2006,5,2,1949,2,5,3,BE,2,NA,3,1,NA,NA,NA,NA,NA,5,38,12,0,NA,NA,13,1,NA,1,NA,NA,23,1,6,1,6,6,1,3,1,2,1,1,1,3,2,3,2,NA,2,NA,0,0,1,60884,0,0,0,1,0,0,0,0,0,0,0,1,930.7028,2,3,2,5,2,1,1,1,1,2,NA,2,NA,1,1,2,755,1,56,1,1,i,BE10,BE10-3
2006,BE,7571,628.125,NA,4,2006,9,1,1979,1,1,3,BE,2,NA,5,1,NA,NA,NA,NA,3,2,40,12,0,NA,NA,13,1,1,2,NA,NA,25,1,1,1,3,1,6,1,1,6,1,3,1,1,2,3,2,NA,2,NA,0,0,1,42610,0,0,0,1,0,0,0,0,0,0,0,1,536.0256,2,1,1,5,1,2,2,2,1,2,NA,2,NA,2,2,2,757,1,26,4,1,l-n,BE10,BE10-4
2006,BE,7781,628.125,NA,4,2006,13,1,1952,2,2,3,BE,2,NA,1,1,NA,NA,2,NA,3,5,NA,12,0,NA,NA,13,1,2,2,NA,5,18,2,1,1,6,1,1,1,5,3,1,1,1,2,2,3,2,NA,2,NA,0,0,1,0,834,0,28019,1,0,0,0,0,0,0,0,1,493.602,4,3,1,3,2,4,2,2,1,2,NA,2,NA,2,2,2,778,1,53,3,1,b-e,BE10,BE10-3
2006,BE,7951,628.125,NA,4,2006,8,1,1928,2,4,1,BE,2,NA,1,5,NA,NA,2,NA,2,5,40,0,12,NA,NA,NA,1,1,2,NA,NA,18,6,5,6,6,1,1,6,3,6,1,6,2,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,16158,0,0,0,0,1,519.4717,2,2,2,1,2,2,2,2,1,2,NA,2,NA,1,2,2,795,1,77,1,1,NA,BE10,BE10-4
2006,BE,7971,628.125,NA,4,2006,21,2,1973,1,1,1,EU,2,NA,5,1,NA,1,2,NA,3,2,NA,0,0,NA,NA,13,NA,2,NA,NA,NA,21,7,6,6,1,1,6,6,2,1,6,2,1,3,2,3,2,NA,1,NA,0,0,1,19942,0,0,0,1,0,0,0,0,0,0,0,1,745.3106,1,1,3,1,1,2,1,2,1,2,NA,2,NA,2,2,2,797,1,32,NA,1,k,BE10,BE10-5
2006,BE,8321,628.125,NA,3,2006,8,1,1971,1,2,3,Other,2,NA,NA,3,NA,NA,NA,NA,3,9,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,6,7,6,5,2,8,5,6,3,6,6,5,1,2,1,2,NA,2,NA,0,0,1,0,0,0,0,1,0,8851,0,0,0,0,0,1,603.063,1,NA,1,1,1,6,2,2,2,1,NA,2,NA,2,2,2,832,1,34,3,1,NA,BE10,BE10-4
2006,BE,8341,628.125,NA,4,2006,22,1,1960,1,1,1,BE,2,NA,3,1,NA,NA,NA,NA,3,9,20,12,0,NA,NA,12,NA,NA,2,NA,NA,18,1,1,1,1,1,1,1,6,6,8,2,1,2,2,3,2,NA,2,NA,0,0,1,27255,0,0,0,1,0,0,0,0,0,0,0,1,920.1743,1,2,1,5,1,3,1,2,1,2,NA,2,NA,2,2,2,834,1,45,3,1,k,BE10,BE10-1
2006,BE,8351,628.125,NA,4,2006,19,2,1973,1,1,3,BE,2,NA,3,1,NA,NA,NA,NA,3,9,22,0,0,NA,NA,NA,1,2,1,NA,NA,23,1,1,1,3,1,1,6,3,1,2,6,1,2,NA,3,2,NA,2,NA,1637,0,1,26051,0,0,0,1,0,0,0,0,0,0,0,1,705.3351,2,2,1,1,2,2,3,2,1,2,NA,2,NA,1,2,2,835,1,32,NA,1,o,BE10,BE10-4
2006,BE,8411,628.125,NA,3,2006,8,1,1927,1,5,1,BE,1,NA,3,5,NA,NA,NA,NA,3,4,45,12,6,NA,NA,13,1,NA,2,NA,NA,22,2,6,2,1,1,6,2,1,1,2,1,1,2,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,21507,0,0,0,0,0,1,998.91010000000006,2,2,1,1,2,6,2,2,1,1,NA,2,NA,1,2,2,841,1,78,1,1,NA,BE10,BE10-5
