PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL030,PL035,PL015,PL020,PL025,PL040,PL050,PL060,PL070,PL072,PL100,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PL210A,PL210B,PL210C,PL210D,PL210E,PL210F,PL210G,PL210H,PL210I,PL210J,PL210K,PL210L,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY070N,PY010G,PY020G,PY021G,PY030G,PY035G,PY050G,PY070G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PX030,PX040,PX020,PX050,PX010,PY031G,PL110,DB040,NR_ITW
2007,BE,771,590.128504672897,NA,2,2007,16,4,1979,1,1,1,EU,2,NA,5,2,NA,NA,2,NA,3,7,36,8,12,NA,NA,12,1,NA,2,NA,NA,18,1,1,1,2,2,1,1,1,1,6,1,1,1,1,3,2,NA,2,NA,0,0,0,22286,96,0,650,0,0,0,0,0,0,0,0,0,0,1,77,1,27,3,1,1,f,BE10,BE10-3
2007,BE,811,590.128504672897,NA,2,2007,7,3,1938,1,2,1,BE,1,NA,NA,8,NA,2,2,NA,3,5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,8,7,8,7,8,NA,8,8,7,8,4,2,2,2,NA,2,NA,0,0,0,0,0,0,2480,0,0,0,0,0,0,0,0,0,0,1,81,1,68,1,1,1,NA,BE10,BE10-4
2007,BE,1061,590.128504672897,NA,2,2007,7,2,1955,1,1,1,BE,2,NA,4,1,1,NA,NA,NA,3,4,40,12,0,NA,NA,13,1,2,2,NA,NA,24,6,1,1,1,1,1,1,1,1,2,1,5,2,2,3,2,NA,2,NA,1050,0,0,0,0,0,2928,0,42599,0,0,0,0,0,0,0,0,1,106,1,51,4,1,1,l-n,BE10,BE10-5
2007,BE,1321,590.128504672897,NA,2,2007,10,1,1949,1,2,3,Other,2,NA,5,1,NA,1,NA,NA,3,2,38,0,12,NA,4,2,NA,2,NA,NA,NA,26,6,1,6,1,6,6,2,6,6,5,1,8,4,2,2,2,NA,2,NA,0,0,0,19293,721,0,2976,0,0,0,0,0,0,0,0,0,62,1,132,1,57,1,1,1,p-q,BE10,BE10-3
2007,BE,1361,590.128504672897,NA,2,2007,5,1,1980,1,1,3,BE,1,NA,3,4,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,7,7,8,7,6,7,8,8,7,8,2,2,3,2,NA,2,NA,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,1,136,1,26,3,1,1,NA,BE10,BE10-1
2007,BE,1481,590.128504672897,NA,3,2007,5,3,1929,2,4,1,EU,2,NA,1,5,NA,NA,2,1,3,5,NA,0,3,NA,NA,NA,1,NA,2,NA,NA,17,6,2,2,5,6,5,5,6,6,8,8,6,1,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,8409,0,0,0,0,1,148,1,77,1,1,1,NA,BE10,BE10-4
2007,BE,2061,590.128504672897,NA,2,2007,4,1,1926,1,4,3,BE,2,NA,2,5,1,NA,NA,NA,3,7,40,12,0,NA,NA,14,1,2,2,7,NA,20,1,1,2,1,2,1,3,1,2,1,2,1,2,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,30608,0,0,0,0,1,206,1,80,3,1,1,NA,BE10,BE10-3
2007,BE,2251,590.128504672897,NA,2,2007,7,1,1965,1,1,3,BE,2,NA,5,1,1,NA,NA,NA,3,3,40,12,0,NA,NA,13,1,2,2,NA,NA,19,1,1,1,1,1,1,1,2,3,6,1,1,2,2,3,2,NA,2,NA,0,0,0,34618,1648,0,1,0,0,0,0,0,0,0,0,0,0,1,225,1,41,4,1,1,o,BE10,BE10-4
2007,BE,2591,590.128504672897,NA,2,2007,16,1,1976,1,1,1,EU,2,NA,5,1,1,1,NA,NA,3,4,38,0,0,NA,NA,13,1,2,2,NA,NA,16,1,1,1,1,1,1,1,2,2,3,2,1,2,2,3,2,NA,2,NA,0,0,0,20530,890,0,657,0,0,0,0,0,0,0,0,0,0,1,259,1,30,1,1,1,f,BE10,BE10-3
2007,BE,2781,590.128504672897,NA,2,2007,17,3,1952,2,2,3,BE,2,NA,3,1,1,NA,2,NA,3,9,20,12,0,NA,NA,1,1,1,2,NA,NA,28,1,1,1,1,1,1,1,1,1,6,1,1,2,2,3,2,NA,2,NA,480,0,0,50330,1610,878,1,0,0,0,0,0,0,0,0,0,0,1,278,1,54,3,1,1,l-n,BE10,BE10-3
2007,BE,2801,590.128504672897,NA,2,2007,8,2,1966,2,2,1,Other,2,NA,NA,8,NA,1,2,NA,NA,9,36,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,7,8,7,7,8,5,7,5,8,2,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,280,1,40,4,1,1,NA,BE10,BE10-3
2007,BE,2911,590.128504672897,NA,2,2007,16,3,1926,1,2,3,BE,2,NA,3,5,NA,NA,NA,NA,3,0 - 1,45,12,0,NA,NA,13,1,2,NA,3,NA,25,1,6,1,1,1,1,2,1,1,1,1,1,1,2,2,2,NA,2,NA,0,0,0,0,0,0,617,0,0,0,0,0,37207,0,0,0,0,1,291,1,80,3,1,1,NA,BE10,BE10-3
2007,BE,2951,590.128504672897,NA,2,2007,9,2,1970,2,2,3,Other,2,5,NA,1,1,1,2,NA,3,5,20,0,0,NA,NA,NA,NA,2,NA,NA,3,NA,5,8,6,5,6,6,6,5,5,6,2,1,5,2,3,2,NA,2,NA,0,0,0,10648,0,0,1,0,0,0,0,0,0,0,0,0,0,1,295,1,36,4,1,1,b-e,BE10,BE10-2
2007,BE,3211,590.128504672897,NA,2,2007,3,2,1973,1,2,3,EU,NA,NA,5,1,1,1,NA,NA,3,2,NA,0,0,NA,6,NA,1,2,2,NA,4,20,2,6,6,2,2,6,2,6,2,3,1,6,3,2,2,2,NA,2,NA,0,0,0,0,0,0,1,0,15116,0,0,0,0,0,0,0,0,1,321,1,33,NA,1,1,k,BE10,BE10-2
2007,BE,3241,590.128504672897,NA,2,2007,8,3,1948,1,2,3,BE,2,NA,5,3,NA,NA,2,NA,NA,0 - 1,NA,0,12,NA,NA,1,NA,NA,NA,NA,NA,16,6,6,5,8,5,8,6,5,5,6,6,5,1,1,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,10065,0,0,0,0,0,1,324,1,58,3,1,1,NA,BE10,BE10-1
2007,BE,3321,590.128504672897,NA,2,2007,17,4,1935,2,2,3,Other,2,5,NA,8,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,6,7,7,7,7,8,7,7,7,7,1,1,3,2,3,2,NA,460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,332,1,71,1,1,1,NA,BE10,BE10-4
2007,BE,3421,590.128504672897,NA,3,2007,13,2,1943,2,2,3,BE,2,NA,2,8,NA,NA,1,NA,3,5,NA,0,0,NA,NA,NA,2,2,NA,NA,NA,20,8,4,5,5,5,8,5,7,6,6,6,5,2,1,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,2286,0,0,0,0,1,342,1,63,1,1,1,NA,BE10,BE10-3
2007,BE,3461,590.128504672897,NA,2,2007,17,4,1964,1,1,3,BE,2,NA,3,1,1,NA,NA,NA,3,9,40,12,0,NA,NA,12,1,1,2,NA,NA,21,1,1,1,1,3,3,1,1,1,1,6,1,2,2,3,2,NA,2,NA,0,0,0,47640,0,0,2438,0,0,0,0,0,0,0,0,0,0,1,346,1,42,2,1,1,j,BE10,BE10-4
2007,BE,3701,590.128504672897,NA,2,2007,8,4,1975,2,2,1,EU,2,NA,5,1,NA,NA,NA,NA,3,0 - 1,38,12,0,NA,NA,13,NA,2,2,NA,NA,22,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,NA,2,NA,0,0,0,58876,0,0,2130,0,0,0,0,0,0,0,0,0,0,1,370,1,31,1,1,1,p-q,BE10,BE10-1
2007,BE,3771,590.128504672897,NA,2,2007,11,2,1970,2,1,3,BE,2,NA,3,1,1,1,NA,NA,3,4,NA,0,12,NA,NA,NA,2,1,NA,NA,NA,NA,5,1,4,6,6,6,6,8,7,2,8,6,4,1,3,2,NA,2,NA,0,0,0,10670,351,0,210,0,0,0,0,0,0,0,0,0,0,1,377,1,36,4,1,1,l-n,BE10,BE10-4
2007,BE,3801,590.128504672897,NA,2,2007,4,2,1934,1,1,3,BE,1,NA,1,5,1,NA,NA,NA,3,4,NA,12,0,NA,NA,13,1,NA,2,NA,NA,18,3,1,1,1,1,1,1,1,1,6,3,1,2,2,2,NA,NA,2,NA,1670,0,0,0,0,0,1,0,0,0,0,0,34061,0,0,0,0,1,380,1,72,1,1,1,NA,BE10,BE10-2
2007,BE,3841,590.128504672897,NA,2,2007,13,2,1926,2,4,3,Other,1,NA,NA,8,1,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,8,8,7,8,8,8,7,1,8,8,7,8,3,2,3,2,NA,2,NA,0,0,0,0,0,0,3038,0,0,0,0,0,0,0,0,0,0,1,384,1,80,1,1,1,NA,BE10,BE10-4
2007,BE,4031,590.128504672897,NA,2,2007,8,1,1926,1,2,1,BE,2,NA,NA,5,NA,1,NA,NA,3,7,55,0,2,NA,NA,11,NA,2,2,NA,NA,19,5,5,6,8,2,8,4,2,5,6,6,6,2,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,9911,0,0,0,0,1,403,1,80,4,1,1,NA,BE10,BE10-4
2007,BE,4671,590.128504672897,NA,2,2007,14,2,1975,1,1,1,Other,2,NA,5,3,NA,2,NA,1,3,3,38,0,0,NA,NA,NA,1,2,1,NA,NA,14,7,3,5,2,5,6,6,6,5,5,NA,8,1,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,3959,0,0,0,0,0,1,467,1,31,1,1,1,NA,BE10,BE10-2
2007,BE,4791,590.128504672897,NA,2,2007,4,1,1964,2,1,1,EU,2,NA,2,3,1,1,2,NA,3,4,NA,12,0,NA,NA,NA,1,2,1,NA,NA,15,1,2,6,1,2,3,8,6,1,8,1,6,3,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,14164,0,0,0,0,0,1,479,1,42,1,1,1,NA,BE10,BE10-1
2007,BE,4801,590.128504672897,NA,2,2007,9,4,1926,2,4,2,BE,2,NA,5,5,1,NA,NA,NA,2,4,NA,0,0,NA,NA,12,1,2,2,NA,NA,18,1,1,1,1,5,1,2,1,3,3,6,1,1,2,1,2,NA,2,NA,0,0,0,0,0,0,3112,0,0,0,0,0,21554,0,0,0,0,1,480,1,80,4,1,1,NA,BE10,BE10-1
2007,BE,4911,590.128504672897,NA,2,2007,6,4,1965,1,2,2,EU,2,NA,1,1,1,NA,NA,NA,3,7,40,12,0,NA,NA,13,1,1,2,NA,NA,18,1,1,1,1,1,1,2,1,4,1,5,6,2,2,3,2,NA,2,NA,0,0,0,267731,0,0,1,0,0,0,0,0,0,0,0,0,0,1,491,1,41,4,1,1,f,BE10,BE10-2
2007,BE,5051,590.128504672897,NA,2,2007,11,3,1974,2,2,1,Other,2,NA,5,8,1,NA,2,NA,3,NA,NA,0,0,NA,4,1,NA,1,NA,NA,NA,22,5,6,5,6,5,2,6,6,6,6,6,5,2,1,2,2,NA,2,NA,0,0,0,0,0,0,1807,0,0,0,0,0,0,0,0,0,1104,1,505,1,32,4,1,1,NA,BE10,BE10-3
2007,BE,5131,590.128504672897,NA,2,2007,25,1,1956,2,1,3,BE,2,NA,3,1,1,NA,NA,NA,3,4,38,12,0,NA,NA,13,1,2,2,NA,3,19,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,2,NA,2,NA,984,0,0,39885,0,0,1,0,0,0,0,0,0,0,0,0,0,1,513,1,50,1,1,1,l-n,BE10,BE10-2
2007,BE,5391,590.128504672897,NA,2,2007,11,4,1958,2,3,1,Other,1,3,4,9,NA,1,2,NA,3,7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14,8,8,8,7,7,8,8,7,5,8,5,8,2,1,3,2,NA,2,NA,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,1,539,1,48,3,1,1,NA,BE10,BE10-3
2007,BE,5411,590.128504672897,NA,2,2007,10,3,1960,2,1,3,BE,2,NA,3,1,1,NA,NA,NA,3,4,38,12,0,NA,NA,12,1,NA,2,NA,NA,21,1,1,1,3,1,1,1,1,1,1,1,1,1,2,3,2,NA,2,NA,0,0,0,87255,0,0,1,0,0,0,0,0,0,0,0,0,0,1,541,1,46,2,1,1,o,BE10,BE10-2
2007,BE,5451,590.128504672897,NA,2,2007,7,2,1971,1,5,1,EU,2,NA,5,1,1,NA,NA,NA,3,9,NA,12,0,NA,NA,12,1,2,2,NA,NA,16,1,1,1,2,6,3,1,1,2,1,1,1,3,2,3,2,NA,2,NA,0,0,0,66976,0,0,1,0,0,0,0,0,0,0,0,0,0,1,545,1,35,1,1,1,j,BE10,BE10-4
2007,BE,5491,590.128504672897,NA,2,2007,5,2,1967,1,2,3,Other,1,NA,2,3,1,NA,NA,NA,3,9,NA,0,0,NA,NA,NA,2,NA,NA,NA,4,21,7,8,2,7,5,5,8,6,6,6,5,5,1,2,NA,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,6176,0,0,2059,0,0,1,549,1,39,3,1,1,NA,BE10,BE10-5
2007,BE,5511,590.128504672897,NA,2,2007,15,2,1939,2,2,1,BE,2,2,3,5,NA,1,NA,NA,4,8,NA,0,0,NA,NA,NA,1,2,2,NA,10,16,6,1,6,5,5,6,5,8,6,5,3,6,1,2,3,2,NA,2,NA,0,0,0,0,0,0,2676,0,0,0,0,0,9212,0,0,0,0,1,551,1,67,1,1,1,NA,BE10,BE10-5
2007,BE,5901,590.128504672897,NA,2,2007,9,2,1973,1,2,1,BE,2,NA,5,1,1,NA,NA,NA,3,2,18,0,0,NA,NA,NA,1,2,2,NA,NA,23,1,3,6,1,1,1,1,1,3,1,1,1,1,2,3,2,NA,2,NA,600,0,0,29687,0,0,1,0,0,0,0,0,0,0,0,0,0,1,590,1,33,4,1,1,l-n,BE10,BE10-3
2007,BE,5991,590.128504672897,NA,4,2007,11,1,1969,2,2,3,Other,2,NA,NA,3,NA,NA,2,NA,1,9,50,NA,0,NA,NA,NA,2,2,NA,NA,NA,18,6,5,6,8,6,6,5,3,5,5,1,6,2,2,2,2,NA,2,NA,30,0,0,5847,0,0,1,0,0,0,0,3972,0,0,0,0,0,1,599,1,37,NA,1,1,NA,BE10,BE10-3
2007,BE,6041,590.128504672897,NA,2,2007,8,1,1967,2,2,1,BE,2,NA,5,3,1,1,NA,NA,3,4,20,8,0,NA,NA,NA,1,1,NA,NA,NA,24,5,5,6,2,1,8,6,6,7,5,3,2,2,1,3,2,NA,2,NA,0,0,0,0,0,0,3112,0,0,0,0,12782,0,0,0,0,0,1,604,1,39,4,1,1,NA,BE10,BE10-3
2007,BE,6101,590.128504672897,NA,2,2007,13,2,1964,2,1,3,BE,2,NA,5,3,1,1,NA,NA,2,2,38,0,0,NA,6,NA,NA,NA,NA,NA,4,14,7,5,5,2,5,7,2,8,6,5,6,2,2,1,2,2,NA,NA,NA,0,0,0,0,0,0,1226,0,0,0,0,11446,0,0,0,0,0,1,610,1,42,3,1,1,NA,BE10,BE10-2
2007,BE,6141,590.128504672897,NA,2,2007,5,4,1971,1,2,3,EU,2,NA,5,1,1,NA,NA,NA,3,2,55,12,0,NA,NA,12,1,NA,2,NA,NA,22,1,1,1,1,1,1,1,6,1,1,1,1,1,2,3,2,NA,2,NA,0,0,0,83265,0,0,1,0,0,0,0,0,0,0,0,0,0,1,614,1,35,1,1,1,l-n,BE10,BE10-2
2007,BE,6551,590.128504672897,NA,2,2007,5,3,1947,2,2,2,Other,1,3,NA,8,NA,2,2,NA,2,9,NA,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,1,8,8,7,7,8,8,7,8,8,7,7,1,2,3,2,NA,2,NA,0,0,0,0,0,0,2072,0,0,0,0,0,0,0,0,0,0,1,655,1,59,3,1,1,NA,BE10,BE10-3
2007,BE,6581,590.128504672897,NA,2,2007,15,2,1928,2,4,1,BE,2,NA,2,5,NA,NA,NA,NA,3,5,NA,0,2,NA,NA,NA,1,1,NA,NA,NA,NA,8,8,8,5,6,5,8,6,6,5,6,6,2,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,11107,0,0,0,0,1,658,1,78,3,1,1,NA,BE10,BE10-2
2007,BE,6931,590.128504672897,NA,2,2007,32,1,1971,1,2,1,BE,2,NA,1,1,NA,NA,NA,NA,3,7,40,12,12,NA,NA,1,NA,1,2,NA,NA,23,6,1,1,1,8,2,2,1,1,1,8,6,1,1,3,2,NA,2,NA,1320,0,0,17598,0,0,2156,0,0,0,0,3992,0,0,0,0,0,1,693,1,35,1,1,1,g,BE10,BE10-3
2007,BE,6991,590.128504672897,NA,2,2007,5,1,1977,1,1,1,Other,2,NA,NA,2,1,NA,NA,NA,3,9,60,12,0,NA,NA,13,2,2,2,NA,NA,18,2,1,1,1,2,1,1,1,6,6,2,1,2,2,3,2,NA,2,NA,0,0,0,22101,0,0,1,0,0,0,0,0,0,0,0,0,0,1,699,1,29,1,1,1,h,BE10,BE10-4
2007,BE,7151,590.128504672897,NA,2,2007,4,4,1939,1,2,1,Other,2,5,NA,5,1,1,2,NA,3,9,NA,0,12,NA,4,NA,NA,NA,NA,NA,NA,17,5,8,6,7,2,5,6,6,5,6,5,NA,3,2,3,2,NA,2,NA,0,0,0,0,0,0,2898,0,0,0,0,0,8452,0,0,0,0,1,715,1,67,4,1,1,NA,BE10,BE10-2
2007,BE,7491,590.128504672897,NA,2,2007,4,1,1926,2,4,1,BE,2,NA,6,5,1,NA,2,NA,3,NA,38,0,0,NA,7,8,1,2,2,NA,NA,25,5,2,6,6,3,1,2,6,2,6,3,1,2,1,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,6749,2043,7100,0,0,0,0,1,749,1,80,4,1,1,l-n,BE10,BE10-2
2007,BE,7541,590.128504672897,NA,2,2007,8,3,1965,1,3,1,BE,2,NA,1,2,1,NA,NA,NA,3,3,50,12,0,NA,NA,2,1,1,2,NA,NA,23,1,1,1,1,1,1,1,1,6,1,1,1,2,2,3,2,NA,2,NA,0,0,0,34725,573,0,1,0,0,0,0,0,0,0,0,0,0,1,754,1,41,4,1,1,h,BE10,BE10-1
2007,BE,7601,590.128504672897,NA,2,2007,7,3,1948,2,5,3,BE,2,NA,3,1,1,NA,2,NA,3,3,38,12,0,NA,NA,13,1,1,2,NA,NA,18,2,6,1,8,2,2,1,5,1,2,1,8,2,2,3,2,NA,2,NA,0,0,0,21977,0,0,1,0,0,0,0,0,0,0,0,0,167,1,760,1,58,3,1,1,l-n,BE10,BE10-4
2007,BE,7611,590.128504672897,NA,2,2007,16,2,1928,2,4,1,BE,NA,NA,3,5,NA,NA,2,NA,3,4,NA,0,0,NA,NA,NA,1,2,2,NA,NA,16,5,5,6,7,6,2,2,6,6,5,6,1,2,2,2,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,16588,0,0,0,0,1,761,1,78,1,1,1,NA,BE10,BE10-4
2007,BE,7821,590.128504672897,NA,3,2007,10,2,1964,2,2,1,EU,2,NA,NA,1,NA,1,2,NA,NA,9,NA,0,NA,NA,NA,NA,2,2,NA,NA,NA,15,6,5,5,5,1,5,6,6,5,2,6,5,2,2,2,2,NA,2,NA,0,0,0,11873,0,0,751,0,0,0,0,0,0,0,0,0,0,1,782,1,42,1,1,1,b-e,BE10,BE10-3
2007,BE,7991,590.128504672897,NA,2,2007,11,2,1940,2,5,1,BE,2,NA,5,5,NA,NA,2,NA,NA,2,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,17,2,7,8,6,6,3,5,2,7,8,5,8,2,2,3,2,NA,2,NA,642,0,0,0,0,0,1,0,0,0,7240,0,0,2132,0,0,0,1,799,1,66,NA,1,1,NA,BE10,BE10-4
2007,BE,8001,590.128504672897,NA,4,2007,27,4,1934,2,2,1,BE,2,NA,NA,5,1,NA,NA,NA,3,4,50,0,0,NA,NA,11,1,2,NA,NA,NA,18,3,1,1,1,1,1,3,2,1,1,1,1,NA,1,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,21340,0,0,0,0,1,800,1,72,1,1,1,NA,BE10,BE10-5
2007,BE,8011,590.128504672897,NA,2,2007,4,3,1959,1,2,3,BE,2,NA,3,6,NA,2,NA,NA,3,3,25,0,0,NA,NA,14,NA,NA,NA,NA,NA,20,8,5,5,6,6,1,2,6,NA,8,6,5,3,1,2,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10269,0,1,801,1,47,1,1,1,NA,BE10,BE10-4
2007,BE,8371,590.128504672897,NA,2,2007,38,2,1975,2,1,1,BE,2,NA,3,1,1,NA,2,NA,3,4,37,12,0,NA,NA,13,1,2,2,NA,NA,22,1,1,1,4,1,1,1,6,2,1,1,1,2,2,3,2,NA,NA,NA,0,0,0,32219,0,0,1516,0,0,0,0,0,0,0,0,0,0,1,837,1,31,2,1,1,b-e,BE10,BE10-5
2007,BE,8381,590.128504672897,NA,2,2007,9,3,1982,2,1,3,BE,2,2,3,3,1,2,2,NA,3,4,NA,12,12,NA,NA,NA,NA,2,1,NA,NA,20,5,6,8,6,5,6,1,8,6,2,8,6,1,2,1,2,NA,2,1,0,0,0,6224,0,0,1,0,0,0,0,0,0,0,0,0,0,1,838,1,24,3,1,1,NA,BE10,BE10-3
2007,BE,8401,590.128504672897,NA,2,2007,12,1,1939,2,4,1,Other,1,NA,NA,8,NA,2,2,NA,NA,9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,5,1,8,7,7,6,8,1,3,3,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,840,1,67,1,1,1,NA,BE10,BE10-5
2007,BE,8441,590.128504672897,NA,2,2007,10,2,1932,2,4,3,BE,2,NA,5,5,NA,NA,2,NA,3,0 - 1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,25,8,1,6,6,8,5,6,5,6,7,7,6,2,1,3,2,NA,2,NA,440,0,0,0,0,0,3112,0,0,0,0,0,11601,0,0,0,0,1,844,1,74,1,1,1,NA,BE10,BE10-3
2007,BE,8461,590.128504672897,NA,2,2007,29,4,1972,2,2,3,BE,1,NA,5,1,NA,NA,2,NA,3,2,NA,0,0,NA,4,13,1,2,NA,NA,NA,25,5,6,3,6,2,1,1,1,1,8,1,1,2,1,1,2,NA,2,NA,0,0,0,0,0,0,2586,0,13962,0,0,0,0,0,0,0,0,1,846,1,34,1,1,1,b-e,BE10,BE10-2
